batch_index,id,surface,pronunciation,rank,query
0,9759,下り藤,サガリフジ,,下り藤 さがりふじ 氏名
1,9761,下ケ藤,シモガフジ,,下ケ藤 しもがふじ 氏名
2,9762,下タ,シモタ,,下タ しもた 氏名
3,9763,下タ村,シタムラ,,下タ村 したむら 氏名
4,9763,下タ村,シモタムラ,,下タ村 しもたむら 氏名
5,9764,下ノ上,シモノウエ,,下ノ上 しものうえ 氏名
6,9765,下ノ原,シモノハラ,,下ノ原 しものはら 氏名
7,9766,下ノ園,シモノソノ,,下ノ園 しものその 氏名
8,9767,下ノ坊,シモノボウ,,下ノ坊 しものぼう 氏名
9,9768,下ノ堀,シモノホリ,,下ノ堀 しものほり 氏名
10,9769,下ノ木,シモノキ,,下ノ木 しものき 氏名
11,9770,下ノ本,シモノモト,,下ノ本 しものもと 氏名
12,9771,下ノ村,シモノムラ,,下ノ村 しものむら 氏名
13,9772,下ノ段,シモノダン,,下ノ段 しものだん 氏名
14,9773,下ノ薗,シモノソノ,,下ノ薗 しものその 氏名
15,9774,下ノ角,シモノカド,,下ノ角 しものかど 氏名
16,9775,下ノ関,シモノセキ,,下ノ関 しものせき 氏名
17,9776,下モ,シモ,,下モ しも 氏名
18,9777,下モ内,シモナイ,,下モ内 しもない 氏名
19,9778,下リ藤,サガリフジ,,下リ藤 さがりふじ 氏名
20,9779,下一ノ宮,シモイチノミヤ,,下一ノ宮 しもいちのみや 氏名
21,9780,下万,シモマン,,下万 しもまん 氏名
22,9781,下上津役,シモコウジャク,,下上津役 しもこうじゃく 氏名
23,9782,下世,シモセ,,下世 しもせ 氏名
24,9784,下並木,シモナミキ,,下並木 しもなみき 氏名
25,9786,下中園,シモナカゾノ,,下中園 しもなかぞの 氏名
26,9787,下中村,シモナカムラ,,下中村 しもなかむら 氏名
27,9788,下中者,シモナカモノ,,下中者 しもなかもの 氏名
28,9790,下串,シモクシ,,下串 しもくし 氏名
29,9790,下串,シモグシ,,下串 しもぐし 氏名
30,9791,下丸畑,シモマルハタ,,下丸畑 しもまるはた 氏名
31,9792,下久,シモヒサ,,下久 しもひさ 氏名
32,9793,下久保,シモクボ,,下久保 しもくぼ 氏名
33,9794,下久吉,シモヒサヨシ,,下久吉 しもひさよし 氏名
34,9795,下久根,シモクネ,,下久根 しもくね 氏名
35,9796,下久田,シモクダ,,下久田 しもくだ 氏名
36,9797,下久祢,シモクネ,,下久祢 しもくね 氏名
37,9798,下之,シモノ,,下之 しもの 氏名
38,9799,下之内,シモノウチ,,下之内 しものうち 氏名
