batch_index,id,surface,pronunciation,rank,query
0,3636,千,センノ,3725,千 せんの 氏名
1,3637,千崎,チサカ,3725,千崎 ちさか 氏名
2,3637,千崎,チサキ,3725,千崎 ちさき 氏名
3,3649,古谷野,コタニノ,3725,古谷野 こたにの 氏名
4,3652,合屋,アイヤ,3725,合屋 あいや 氏名
5,3665,嘉陽,キヨウ,3725,嘉陽 きよう 氏名
6,3673,坂井田,サカイタ,3725,坂井田 さかいた 氏名
7,3673,坂井田,サカエダ,3725,坂井田 さかえだ 氏名
8,3679,城多,キダ,3725,城多 きだ 氏名
9,3689,堺田,サカイタ,3725,堺田 さかいた 氏名
10,3691,塩月,シオヅキ,3725,塩月 しおづき 氏名
11,3694,増尾,マシオ,3725,増尾 ましお 氏名
12,3699,多,オオ,3725,多 おお 氏名
13,3716,大神,オオガノ,3725,大神 おおがの 氏名
14,3716,大神,オオミワ,3725,大神 おおみわ 氏名
15,3717,夫馬,オトウマ,3725,夫馬 おとうま 氏名
16,3723,孫崎,マゴザキ,3725,孫崎 まござき 氏名
17,3724,宅見,ヤカミ,3725,宅見 やかみ 氏名
18,3735,安次富,アジトミ,3725,安次富 あじとみ 氏名
19,3749,家入,ウチイリ,3725,家入 うちいり 氏名
20,3751,宿谷,ヤドタニ,3725,宿谷 やどたに 氏名
21,3768,小牟田,オムタ,3725,小牟田 おむた 氏名
22,3769,小町谷,コマチタニ,3725,小町谷 こまちたに 氏名
23,3799,岩重,イワエ,3725,岩重 いわえ 氏名
24,3807,川中子,カワナカコ,3725,川中子 かわなかこ 氏名
25,3808,川喜田,カワキダ,3725,川喜田 かわきだ 氏名
26,3817,幕田,マクダ,3725,幕田 まくだ 氏名
27,3821,平藤,ヒラトウ,3725,平藤 ひらとう 氏名
28,3829,延原,ノブバラ,3725,延原 のぶばら 氏名
29,3837,御藤,ミドウ,3725,御藤 みどう 氏名
30,3843,慶野,ヨシノ,3725,慶野 よしの 氏名
31,3864,早崎,ハヤザキ,3725,早崎 はやざき 氏名
32,3892,末本,マツモト,3725,末本 まつもと 氏名
33,3894,本木,モトギ,3725,本木 もとぎ 氏名
34,3923,栗谷川,クリヤカワ,3725,栗谷川 くりやかわ 氏名
35,3930,梅咲,ウメザキ,3725,梅咲 うめざき 氏名
36,3956,檀上,ダンカミ,3725,檀上 だんかみ 氏名
37,3956,檀上,ダンガミ,3725,檀上 だんがみ 氏名
38,3966,殖田,フエタ,3725,殖田 ふえた 氏名
39,3975,永,ハル,3725,永 はる 氏名
40,3976,永塚,エイヅカ,3725,永塚 えいづか 氏名
41,3980,永浜,ナカハマ,3725,永浜 なかはま 氏名
42,3984,池原,イケバラ,3725,池原 いけばら 氏名
43,3996,河角,コウスミ,3725,河角 こうすみ 氏名
44,3997,油布,アブラヌノ,3725,油布 あぶらぬの 氏名
45,4010,浜津,ハマヅ,3725,浜津 はまづ 氏名
46,4011,海谷,ウミダニ,3725,海谷 うみだに 氏名
47,4014,添野,ソイノ,3725,添野 そいの 氏名
48,4021,渡久山,ワタクヤマ,3725,渡久山 わたくやま 氏名
49,4030,滝崎,タキサキ,3725,滝崎 たきさき 氏名
50,4041,牧平,マキヘイ,3725,牧平 まきへい 氏名
51,4042,物部,モノノベノ,3725,物部 もののべの 氏名
52,4046,猪野,イイノ,3725,猪野 いいの 氏名
53,4054,生源寺,セイゲンジ,3725,生源寺 せいげんじ 氏名
54,4057,田子,タツコ,3725,田子 たつこ 氏名
55,4059,田渡,タド,3725,田渡 たど 氏名
56,4070,畦地,アゼジ,3725,畦地 あぜじ 氏名
57,4092,知久,トモヒサ,3725,知久 ともひさ 氏名
58,4102,碧川,アオカワ,3725,碧川 あおかわ 氏名
59,4126,稲上,イナカミ,3725,稲上 いなかみ 氏名
60,4131,立原,タツハラ,3725,立原 たつはら 氏名
61,4148,筑波,チクバ,3725,筑波 ちくば 氏名
62,4154,粟田,アワタノ,3725,粟田 あわたの 氏名
63,4165,結川,ユカワ,3725,結川 ゆかわ 氏名
64,4174,羽下,ハネシタ,3725,羽下 はねした 氏名
65,4176,羽月,ウヅキ,3725,羽月 うづき 氏名
66,4176,羽月,ハヅキ,3725,羽月 はづき 氏名
67,4179,能條,ノオジョウ,3725,能條 のおじょう 氏名
68,4186,舟久保,フネクボ,3725,舟久保 ふねくぼ 氏名
69,4195,茂垣,シゲガキ,3725,茂垣 しげがき 氏名
70,4206,萬歳,バンサイ,3725,萬歳 ばんさい 氏名
71,4207,葉,スエ,3725,葉 すえ 氏名
72,4247,西飯,ニシイイ,3725,西飯 にしいい 氏名
73,4253,谷嶋,ヤシマ,3725,谷嶋 やしま 氏名
74,4258,貞末,サダマツ,3725,貞末 さだまつ 氏名
75,4268,越田,コエダ,3725,越田 こえだ 氏名
76,4276,辺土名,ヘトナ,3725,辺土名 へとな 氏名
77,4283,遊佐,ユウサ,3725,遊佐 ゆうさ 氏名
78,4297,重永,エナガ,3725,重永 えなが 氏名
79,4324,阿保,アホ,3725,阿保 あほ 氏名
80,4324,阿保,アボノ,3725,阿保 あぼの 氏名
81,4326,隼,ハヤト,3725,隼 はやと 氏名
82,4327,雀部,ササキベ,3725,雀部 ささきべ 氏名
