batch_index,id,surface,pronunciation,rank,query
0,27846,堂ノ内,ドウノウチ,,堂ノ内 どうのうち 氏名
1,27847,堂ノ前,ドウノマエ,,堂ノ前 どうのまえ 氏名
2,27848,堂ノ口,ドウノクチ,,堂ノ口 どうのくち 氏名
3,27849,堂ノ本,ドウノモト,,堂ノ本 どうのもと 氏名
4,27850,堂ノ浦,ドウノウラ,,堂ノ浦 どうのうら 氏名
5,27851,堂ノ瀬,ドウノセ,,堂ノ瀬 どうのせ 氏名
6,27852,堂ノ脇,ドウノワキ,,堂ノ脇 どうのわき 氏名
7,27854,堂丈,ドウジョウ,,堂丈 どうじょう 氏名
8,27856,堂下,ドノシタ,,堂下 どのした 氏名
9,27857,堂中,ドウナカ,,堂中 どうなか 氏名
10,27858,堂丸,ドウマル,,堂丸 どうまる 氏名
11,27859,堂久保,ドウクボ,,堂久保 どうくぼ 氏名
12,27860,堂之上,ドウノウエ,,堂之上 どうのうえ 氏名
13,27861,堂之下,ドウノシタ,,堂之下 どうのした 氏名
14,27862,堂之前,ドウノマエ,,堂之前 どうのまえ 氏名
15,27863,堂之本,ドウノモト,,堂之本 どうのもと 氏名
16,27866,堂仏,ドウブツ,,堂仏 どうぶつ 氏名
17,27867,堂代,ドウシロ,,堂代 どうしろ 氏名
18,27868,堂伝,ドウデン,,堂伝 どうでん 氏名
19,27869,堂佛,ドウブツ,,堂佛 どうぶつ 氏名
20,27870,堂元,ドウモト,,堂元 どうもと 氏名
21,27872,堂六,ドウロク,,堂六 どうろく 氏名
22,27873,堂処,ドウショ,,堂処 どうしょ 氏名
23,27874,堂出,ドウデ,,堂出 どうで 氏名
24,27875,堂前,ドウゼン,,堂前 どうぜん 氏名
25,27876,堂加,ドウカ,,堂加 どうか 氏名
26,27877,堂北,ドウキタ,,堂北 どうきた 氏名
27,27879,堂口,ドウグチ,,堂口 どうぐち 氏名
28,27880,堂向,ドウムカイ,,堂向 どうむかい 氏名
29,27881,堂国,ドウクニ,,堂国 どうくに 氏名
30,27883,堂國,ドウクニ,,堂國 どうくに 氏名
31,27884,堂土,ドウド,,堂土 どうど 氏名
32,27886,堂坂,ドウザカ,,堂坂 どうざか 氏名
33,27887,堂坪,ドウツボ,,堂坪 どうつぼ 氏名
34,27888,堂垂,ドウタレ,,堂垂 どうたれ 氏名
35,27888,堂垂,ドウダレ,,堂垂 どうだれ 氏名
36,27891,堂垣戸,ドウガイト,,堂垣戸 どうがいと 氏名
37,27893,堂城川,ドジョウガワ,,堂城川 どじょうがわ 氏名
38,27894,堂埜,ドウノ,,堂埜 どうの 氏名
39,27896,堂宮,ドウミヤ,,堂宮 どうみや 氏名
40,27897,堂家,ドウケ,,堂家 どうけ 氏名
41,27898,堂富,ドウトミ,,堂富 どうとみ 氏名
42,27899,堂寺,ドウデラ,,堂寺 どうでら 氏名
43,27900,堂寺ケ盛,ドウジガモリ,,堂寺ケ盛 どうじがもり 氏名
44,27901,堂尻,ドウジリ,,堂尻 どうじり 氏名
45,27905,堂岡,ドウオカ,,堂岡 どうおか 氏名
46,27906,堂岸,ドウギシ,,堂岸 どうぎし 氏名
47,27907,堂峯,ドウミネ,,堂峯 どうみね 氏名
48,27908,堂峰,ドウミネ,,堂峰 どうみね 氏名
49,27910,堂嵜,ドウザキ,,堂嵜 どうざき 氏名
50,27912,堂嶽,ドウタケ,,堂嶽 どうたけ 氏名
51,27913,堂川,ドウカワ,,堂川 どうかわ 氏名
52,27913,堂川,ドウガワ,,堂川 どうがわ 氏名
53,27915,堂床,ドウトコ,,堂床 どうとこ 氏名
54,27916,堂当,ドウトウ,,堂当 どうとう 氏名
55,27919,堂所,ドウショ,,堂所 どうしょ 氏名
56,27920,堂新橋,ドウシンバシ,,堂新橋 どうしんばし 氏名
57,27921,堂木,ドウキ,,堂木 どうき 氏名
58,27922,堂村,ドウムラ,,堂村 どうむら 氏名
59,27924,堂根,ドウネ,,堂根 どうね 氏名
60,27925,堂棺,ドウカン,,堂棺 どうかん 氏名
61,27926,堂橋,ドウハシ,,堂橋 どうはし 氏名
62,27927,堂段,ドウダン,,堂段 どうだん 氏名
63,27928,堂河内,ドウガウチ,,堂河内 どうがうち 氏名
64,27928,堂河内,ドウガワチ,,堂河内 どうがわち 氏名
65,27928,堂河内,ドウゴウチ,,堂河内 どうごうち 氏名
66,27929,堂洞,ドウボラ,,堂洞 どうぼら 氏名
67,27930,堂浜,ドウハマ,,堂浜 どうはま 氏名
