batch_index,id,surface,pronunciation,rank,query
0,25964,団村,ダンムラ,,団村 だんむら 氏名
1,25968,団迫,ダンサコ,,団迫 だんさこ 氏名
2,25988,固武,コタケ,,固武 こたけ 氏名
3,26032,国奥,クニオク,,国奥 くにおく 氏名
4,26142,国頼,クニヨリ,,国頼 くにより 氏名
5,26171,國兼,クニガネ,,國兼 くにがね 氏名
6,26209,國峯,クニミネ,,國峯 くにみね 氏名
