batch_index,id,surface,pronunciation,rank,query
0,178,上江田,ウエダ,,上江田 ウエダ 氏名
1,707,一和田,イチワダ,,一和田 イチワダ 氏名
2,710,佳原,カハラ,,佳原 カハラ 氏名
3,711,保前,ホウゼン,,保前 ホウゼン 氏名
4,714,保持,ヤスモチ,,保持 ヤスモチ 氏名
5,715,保積,ホヅミ,,保積 ホヅミ 氏名
6,717,倉口,クラグチ,,倉口 クラグチ 氏名
7,718,倉留,クラトメ,,倉留 クラトメ 氏名
8,720,倉鍵,クラカギ,,倉鍵 クラカギ 氏名
9,721,倍田,マスダ,,倍田 マスダ 氏名
10,722,倍野,バイノ,,倍野 バイノ 氏名
11,723,倭村,イムラ,,倭村 イムラ 氏名
12,726,児坂,コサカ,,児坂 コサカ 氏名
13,727,児堂,チゴドウ,,児堂 チゴドウ 氏名
14,728,児泉,コイズミ,,児泉 コイズミ 氏名
15,729,児浦,コウラ,,児浦 コウラ 氏名
16,731,八崎,ヤサキ,,八崎 ヤサキ 氏名
17,734,八重口,ヤエグチ,,八重口 ヤエグチ 氏名
18,735,八重澤,ヤエサワ,,八重澤 ヤエサワ 氏名
19,737,公盛,コウモリ,,公盛 コウモリ 氏名
20,739,其川,ソノカワ,,其川 ソノカワ 氏名
21,740,其輪,ソノワ,,其輪 ソノワ 氏名
22,741,兼谷,カナヤ,,兼谷 カナヤ 氏名
23,744,内喜,ナイキ,,内喜 ナイキ 氏名
24,745,内岩,ウチイワ,,内岩 ウチイワ 氏名
25,749,冨本,フモト,,冨本 フモト 氏名
26,751,出羽澤,デワザワ,,出羽澤 デワザワ 氏名
27,752,出間,イヅマ,,出間 イヅマ 氏名
28,753,刀山,タチヤマ,,刀山 タチヤマ 氏名
29,754,刀弥,トネ,,刀弥 トネ 氏名
30,755,分元,ワケモト,,分元 ワケモト 氏名
31,757,利国,トシクニ,,利国 トシクニ 氏名
32,759,前内,マエウチ,,前内 マエウチ 氏名
33,760,前勝,マエカツ,,前勝 マエカツ 氏名
34,761,前垣内,マエガイチ,,前垣内 マエガイチ 氏名
35,764,前川尻,マエカワジリ,,前川尻 マエカワジリ 氏名
36,765,前市,マエイチ,,前市 マエイチ 氏名
37,766,前底,マエソコ,,前底 マエソコ 氏名
38,768,前柳,マエヤナギ,,前柳 マエヤナギ 氏名
39,769,前淵,マエブチ,,前淵 マエブチ 氏名
40,770,前門戸,マエモンド,,前門戸 マエモンド 氏名
41,771,力前,リキゼン,,力前 リキゼン 氏名
42,772,力身,リキミ,,力身 リキミ 氏名
43,773,力野,リキノ,,力野 リキノ 氏名
44,774,加々井,カガイ,,加々井 カガイ 氏名
45,775,加三,カサン,,加三 カサン 氏名
46,778,取鳥,トットリ,,取鳥 トットリ 氏名
47,779,古栫,フルカコイ,,古栫 フルカコイ 氏名
48,780,名上,ナウエ,,名上 ナウエ 氏名
