batch_index,id,surface,pronunciation,rank,query
0,19387,冨士登,フジト,,冨士登 ふじと 氏名
1,19388,冨士盛,フジモリ,,冨士盛 ふじもり 氏名
2,19389,冨士縄,フジナワ,,冨士縄 ふじなわ 氏名
3,19390,冨士繩,フジナワ,,冨士繩 ふじなわ 氏名
4,19391,冨士蔭,フジカゲ,,冨士蔭 ふじかげ 氏名
5,19392,冨士見,フジミ,,冨士見 ふじみ 氏名
6,19393,冨士谷,フジヤ,,冨士谷 ふじや 氏名
7,19394,冨士越,フジコシ,,冨士越 ふじこし 氏名
8,19395,冨士道,フジミチ,,冨士道 ふじみち 氏名
9,19396,冨士野,フジノ,,冨士野 ふじの 氏名
10,19397,冨士金,フジカネ,,冨士金 ふじかね 氏名
11,19398,冨士鷹,フジタカ,,冨士鷹 ふじたか 氏名
12,19399,冨多,トミタ,,冨多 とみた 氏名
13,19400,冨奥,トミオク,,冨奥 とみおく 氏名
14,19401,冨好,トミヨシ,,冨好 とみよし 氏名
15,19402,冨姓腰,フナコシ,,冨姓腰 ふなこし 氏名
16,19403,冨宇加,トミウカ,,冨宇加 とみうか 氏名
17,19404,冨宇賀,トミウガ,,冨宇賀 とみうが 氏名
18,19405,冨守,トミモリ,,冨守 とみもり 氏名
19,19407,冨室,トミムロ,,冨室 とみむろ 氏名
20,19409,冨宿,フウシュク,,冨宿 ふうしゅく 氏名
21,19409,冨宿,フシュク,,冨宿 ふしゅく 氏名
22,19410,冨尾木,トミオギ,,冨尾木 とみおぎ 氏名
23,19411,冨居,トミイ,,冨居 とみい 氏名
24,19411,冨居,フゴウ,,冨居 ふごう 氏名
25,19412,冨屋,トミヤ,,冨屋 とみや 氏名
26,19413,冨岳,トミオカ,,冨岳 とみおか 氏名
27,19414,冨島,トミジマ,,冨島 とみじま 氏名
28,19415,冨嶋,トミジマ,,冨嶋 とみじま 氏名
29,19416,冨嶺,トミミネ,,冨嶺 とみみね 氏名
30,19417,冨工,トミク,,冨工 とみく 氏名
31,19418,冨平,トミヒラ,,冨平 とみひら 氏名
32,19419,冨広,トミヒロ,,冨広 とみひろ 氏名
33,19420,冨底,フソコ,,冨底 ふそこ 氏名
34,19421,冨康,トミヤス,,冨康 とみやす 氏名
35,19422,冨廣,トミヒロ,,冨廣 とみひろ 氏名
36,19423,冨弘,トミヒロ,,冨弘 とみひろ 氏名
37,19424,冨弥,トミヤ,,冨弥 とみや 氏名
38,19425,冨張,トミハリ,,冨張 とみはり 氏名
39,19426,冨彌,トミヤ,,冨彌 とみや 氏名
40,19429,冨戸野,フトノ,,冨戸野 ふとの 氏名
41,19430,冨所,トドコロ,,冨所 とどころ 氏名
42,19432,冨政,トミマサ,,冨政 とみまさ 氏名
43,19433,冨春,トミハル,,冨春 とみはる 氏名
44,19434,冨木,トギ,,冨木 とぎ 氏名
45,19435,冨木田,フキタ,,冨木田 ふきた 氏名
46,19436,冨本,フモト,,冨本 ふもと 氏名
47,19438,冨来,トミキ,,冨来 とみき 氏名
48,19438,冨来,トミク,,冨来 とみく 氏名
49,19439,冨松,トマツ,,冨松 とまつ 氏名
50,19441,冨林,トミバヤシ,,冨林 とみばやし 氏名
51,19442,冨栄,トミエ,,冨栄 とみえ 氏名
52,19443,冨桝,トミマス,,冨桝 とみます 氏名
53,19444,冨森,トミノモリ,,冨森 とみのもり 氏名
54,19445,冨楽,トミラク,,冨楽 とみらく 氏名
55,19445,冨楽,フラク,,冨楽 ふらく 氏名
56,19446,冨次,トミツグ,,冨次 とみつぐ 氏名
57,19447,冨武,トミタケ,,冨武 とみたけ 氏名
58,19448,冨気,フキ,,冨気 ふき 氏名
59,19449,冨水流,トミズル,,冨水流 とみずる 氏名
60,19451,冨河,トミカワ,,冨河 とみかわ 氏名
61,19452,冨波,トナミ,,冨波 となみ 氏名
62,19452,冨波,トミナミ,,冨波 とみなみ 氏名
63,19453,冨浜,トミハマ,,冨浜 とみはま 氏名
64,19456,冨海,トノミ,,冨海 とのみ 氏名
65,19457,冨清,トミキヨ,,冨清 とみきよ 氏名
66,19458,冨満,トミミツ,,冨満 とみみつ 氏名
67,19458,冨満,トンミツ,,冨満 とんみつ 氏名
68,19459,冨滿,トミミツ,,冨滿 とみみつ 氏名
