id,original,team,surface,pronunciation,type,category,scope,wikidata,image,image_page,position,description
2038,佐藤 康之,大分トリニータ,佐藤,サトウ,family,player,jleague,Q1092155,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_14f67933c2.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_14f67933c2.svg,DF,NA。
2038,佐藤 康之,大分トリニータ,康之,ヤスユキ,given,player,jleague,Q1092155,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_14f67933c2.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_14f67933c2.svg,DF,NA。
2039,佐藤 恵介,ヴァンフォーレ甲府,佐藤 恵介,サトウ ケイスケ,full,player,jleague,Q134507957,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_5428a5dcb7.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_5428a5dcb7.svg,DF,NA。
2039,佐藤 恵介,ヴァンフォーレ甲府,佐藤,サトウ,family,player,jleague,Q134507957,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_5428a5dcb7.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_5428a5dcb7.svg,DF,NA。
2039,佐藤 恵介,ヴァンフォーレ甲府,恵介,ケイスケ,given,player,jleague,Q134507957,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_5428a5dcb7.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_5428a5dcb7.svg,DF,NA。
2040,佐藤 恵允,FC東京,佐藤 恵允,サトウ ケイン,full,player,jleague,Q121355098,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_6529a837ff.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_6529a837ff.svg,FW,NA。
2040,佐藤 恵允,FC東京,佐藤,サトウ,family,player,jleague,Q121355098,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_6529a837ff.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_6529a837ff.svg,FW,NA。
2040,佐藤 恵允,FC東京,恵允,ケイン,given,player,jleague,Q121355098,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_6529a837ff.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_6529a837ff.svg,FW,NA。
2041,佐藤 悠介,栃木SC,佐藤 悠介,サトウ ユウスケ,full,player,jleague,Q1573640,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_39dd12eb8e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_39dd12eb8e.svg,MF,NA。
2041,佐藤 悠介,栃木SC,佐藤,サトウ,family,player,jleague,Q1573640,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_39dd12eb8e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_39dd12eb8e.svg,MF,NA。
2041,佐藤 悠介,栃木SC,悠介,ユウスケ,given,player,jleague,Q1573640,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_39dd12eb8e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_39dd12eb8e.svg,MF,NA。
2042,佐藤 悠希,AC長野パルセイロ,佐藤 悠希,サトウ ユウキ,full,player,jleague,Q11384020,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_cddc4d8661.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_cddc4d8661.svg,MF/FW,NA。
2042,佐藤 悠希,AC長野パルセイロ,佐藤,サトウ,family,player,jleague,Q11384020,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_cddc4d8661.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_cddc4d8661.svg,MF/FW,NA。
2042,佐藤 悠希,AC長野パルセイロ,悠希,ユウキ,given,player,jleague,Q11384020,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_cddc4d8661.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_cddc4d8661.svg,MF/FW,NA。
2043,佐藤 慶明,京都サンガF.C.,佐藤 慶明,サトウ ヨシアキ,full,player,jleague,Q2282921,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_d039ff848b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_d039ff848b.svg,FW,NA。
2043,佐藤 慶明,京都サンガF.C.,佐藤,サトウ,family,player,jleague,Q2282921,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_d039ff848b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_d039ff848b.svg,FW,NA。
2043,佐藤 慶明,京都サンガF.C.,慶明,ヨシアキ,given,player,jleague,Q2282921,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_d039ff848b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_d039ff848b.svg,FW,NA。
2044,佐藤 昂洋,大分,佐藤 昂洋,サトウ コウヨウ,full,player,jleague,Q21286407,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_388431cdb4.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_388431cdb4.svg,DF,NA。
2044,佐藤 昂洋,大分,佐藤,サトウ,family,player,jleague,Q21286407,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_388431cdb4.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_388431cdb4.svg,DF,NA。
2044,佐藤 昂洋,大分,昂洋,コウヨウ,given,player,jleague,Q21286407,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_388431cdb4.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_388431cdb4.svg,DF,NA。
2045,佐藤 昌吉,RB大宮アルディージャ,佐藤 昌吉,サトウ ショウキチ,full,player,jleague,Q2092977,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_bcee8787d9.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_bcee8787d9.svg,DF,NA。
2045,佐藤 昌吉,RB大宮アルディージャ,佐藤,サトウ,family,player,jleague,Q2092977,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_bcee8787d9.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_bcee8787d9.svg,DF,NA。
2045,佐藤 昌吉,RB大宮アルディージャ,昌吉,ショウキチ,given,player,jleague,Q2092977,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_bcee8787d9.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_bcee8787d9.svg,DF,NA。
2046,佐藤 昭大,モンテディオ山形,佐藤 昭大,サトウ アキヒロ,full,player,jleague,Q856102,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_c41f216e30.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_c41f216e30.svg,GK,NA。
2046,佐藤 昭大,モンテディオ山形,佐藤,サトウ,family,player,jleague,Q856102,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_c41f216e30.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_c41f216e30.svg,GK,NA。
2046,佐藤 昭大,モンテディオ山形,昭大,アキヒロ,given,player,jleague,Q856102,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_c41f216e30.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_c41f216e30.svg,GK,NA。
2047,佐藤 晃大,徳島ヴォルティス,佐藤 晃大,サトウ アキヒロ,full,player,jleague,Q4700943,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_9aba2794bf.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_9aba2794bf.svg,FW,NA。
2047,佐藤 晃大,徳島ヴォルティス,佐藤,サトウ,family,player,jleague,Q4700943,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_9aba2794bf.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_9aba2794bf.svg,FW,NA。
2047,佐藤 晃大,徳島ヴォルティス,晃大,アキヒロ,given,player,jleague,Q4700943,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_9aba2794bf.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_9aba2794bf.svg,FW,NA。
2048,佐藤 未勇,FC琉球OKINAWA,佐藤 未勇,サトウ ミユウ,full,player,jleague,Q118696799,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_242824d382.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_242824d382.svg,FW,NA。
2048,佐藤 未勇,FC琉球OKINAWA,佐藤,サトウ,family,player,jleague,Q118696799,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_242824d382.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_242824d382.svg,FW,NA。
2048,佐藤 未勇,FC琉球OKINAWA,未勇,ミユウ,given,player,jleague,Q118696799,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_242824d382.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_242824d382.svg,FW,NA。
2049,佐藤 正美,ザスパクサツ群馬,佐藤 正美,サトウ マサミ,full,player,jleague,Q3246189,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_8c48c18a68.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_8c48c18a68.svg,FW,NA。
2049,佐藤 正美,ザスパクサツ群馬,佐藤,サトウ,family,player,jleague,Q3246189,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_8c48c18a68.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_8c48c18a68.svg,FW,NA。
2049,佐藤 正美,ザスパクサツ群馬,正美,マサミ,given,player,jleague,Q3246189,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_8c48c18a68.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_8c48c18a68.svg,FW,NA。
2050,佐藤 洋平,ジュビロ磐田,佐藤 洋平,サトウ ヨウヘイ,full,player,jleague,Q1524476,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_251a498306.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_251a498306.svg,GK,NA。
2050,佐藤 洋平,ジュビロ磐田,佐藤,サトウ,family,player,jleague,Q1524476,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_251a498306.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_251a498306.svg,GK,NA。
2050,佐藤 洋平,ジュビロ磐田,洋平,ヨウヘイ,given,player,jleague,Q1524476,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_251a498306.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_251a498306.svg,GK,NA。
2051,佐藤 洸一,ヴァンフォーレ甲府,佐藤 洸一,サトウ コウイチ,full,player,jleague,Q6426235,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_1f3af32a1a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_1f3af32a1a.svg,FW,NA。
2051,佐藤 洸一,ヴァンフォーレ甲府,佐藤,サトウ,family,player,jleague,Q6426235,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_1f3af32a1a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_1f3af32a1a.svg,FW,NA。
2051,佐藤 洸一,ヴァンフォーレ甲府,洸一,コウイチ,given,player,jleague,Q6426235,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_1f3af32a1a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_1f3af32a1a.svg,FW,NA。
2052,佐藤 浩,横浜F・マリノス,佐藤 浩,サトウ ヒロシ,full,player,jleague,Q3244916,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_1cc4902c91.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_1cc4902c91.svg,GK,NA。
2052,佐藤 浩,横浜F・マリノス,佐藤,サトウ,family,player,jleague,Q3244916,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_1cc4902c91.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_1cc4902c91.svg,GK,NA。
2052,佐藤 浩,横浜F・マリノス,浩,ヒロシ,given,player,jleague,Q3244916,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_1cc4902c91.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_1cc4902c91.svg,GK,NA。
2053,佐藤 海宏,アルビレックス新潟,佐藤 海宏,サトウ ミヒロ,full,player,jleague,Q130461948,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_6daf6f0891.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_6daf6f0891.svg,DF,NA。
2053,佐藤 海宏,アルビレックス新潟,佐藤,サトウ,family,player,jleague,Q130461948,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_6daf6f0891.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_6daf6f0891.svg,DF,NA。
2053,佐藤 海宏,アルビレックス新潟,海宏,ミヒロ,given,player,jleague,Q130461948,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_6daf6f0891.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_6daf6f0891.svg,DF,NA。
2054,佐藤 淳志,モンテディオ山形,佐藤 淳志,サトウ ジュンジ,full,player,jleague,Q3244778,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_cd0effd14e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_cd0effd14e.svg,DF,NA。
2054,佐藤 淳志,モンテディオ山形,佐藤,サトウ,family,player,jleague,Q3244778,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_cd0effd14e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_cd0effd14e.svg,DF,NA。
2054,佐藤 淳志,モンテディオ山形,淳志,ジュンジ,given,player,jleague,Q3244778,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_cd0effd14e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_cd0effd14e.svg,DF,NA。
2055,佐藤 瑠星,モンテディオ山形,佐藤 瑠星,サトウ リュウセイ,full,player,jleague,Q138419456,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_fda4f0fb5e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_fda4f0fb5e.svg,GK,NA。
2055,佐藤 瑠星,モンテディオ山形,佐藤,サトウ,family,player,jleague,Q138419456,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_fda4f0fb5e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_fda4f0fb5e.svg,GK,NA。
2055,佐藤 瑠星,モンテディオ山形,瑠星,リュウセイ,given,player,jleague,Q138419456,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_fda4f0fb5e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_fda4f0fb5e.svg,GK,NA。
2056,佐藤 瑶大,名古屋グランパスエイト,佐藤 瑶大,サトウ ヨウタ,full,player,jleague,Q105258351,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_624a27c1af.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_624a27c1af.svg,DF,NA。
2056,佐藤 瑶大,名古屋グランパスエイト,佐藤,サトウ,family,player,jleague,Q105258351,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_624a27c1af.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_624a27c1af.svg,DF,NA。
2056,佐藤 瑶大,名古屋グランパスエイト,瑶大,ヨウタ,given,player,jleague,Q105258351,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_624a27c1af.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_624a27c1af.svg,DF,NA。
2057,佐藤 璃樹,FC今治,佐藤 璃樹,サトウ リキ,full,player,jleague,Q112238251,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_953265f4e8.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_953265f4e8.svg,MF,NA。
2057,佐藤 璃樹,FC今治,佐藤,サトウ,family,player,jleague,Q112238251,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_953265f4e8.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_953265f4e8.svg,MF,NA。
2057,佐藤 璃樹,FC今治,璃樹,リキ,given,player,jleague,Q112238251,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_953265f4e8.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_953265f4e8.svg,MF,NA。
2058,佐藤 由紀彦,V・ファーレン長崎,佐藤 由紀彦,サトウ ユキヒコ,full,player,jleague,Q1524501,http://commons.wikimedia.org/wiki/Special:FilePath/Yukihiko_Sato_2015.jpg,https://commons.wikimedia.org/wiki/File:Yukihiko_Sato_2015.jpg,MF,NA。
2058,佐藤 由紀彦,V・ファーレン長崎,佐藤,サトウ,family,player,jleague,Q1524501,http://commons.wikimedia.org/wiki/Special:FilePath/Yukihiko_Sato_2015.jpg,https://commons.wikimedia.org/wiki/File:Yukihiko_Sato_2015.jpg,MF,NA。
2058,佐藤 由紀彦,V・ファーレン長崎,由紀彦,ユキヒコ,given,player,jleague,Q1524501,http://commons.wikimedia.org/wiki/Special:FilePath/Yukihiko_Sato_2015.jpg,https://commons.wikimedia.org/wiki/File:Yukihiko_Sato_2015.jpg,MF,NA。
2059,佐藤 真一,サガン鳥栖,佐藤 真一,サトウ シンイチ,full,player,jleague,Q4385119,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_5ced71f4d4.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_5ced71f4d4.svg,FW,NA。
2059,佐藤 真一,サガン鳥栖,佐藤,サトウ,family,player,jleague,Q4385119,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_5ced71f4d4.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_5ced71f4d4.svg,FW,NA。
2059,佐藤 真一,サガン鳥栖,真一,シンイチ,given,player,jleague,Q4385119,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_5ced71f4d4.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_5ced71f4d4.svg,FW,NA。
2060,佐藤 真也,ギラヴァンツ北九州,佐藤 真也,サトウ シンヤ,full,player,jleague,Q7497832,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_e4047b27e8.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_e4047b27e8.svg,DF/MF,NA。
2060,佐藤 真也,ギラヴァンツ北九州,佐藤,サトウ,family,player,jleague,Q7497832,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_e4047b27e8.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_e4047b27e8.svg,DF/MF,NA。
2060,佐藤 真也,ギラヴァンツ北九州,真也,シンヤ,given,player,jleague,Q7497832,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_e4047b27e8.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_e4047b27e8.svg,DF/MF,NA。
2061,佐藤 碧,ヴァンラーレ八戸,佐藤 碧,サトウ アオイ,full,player,jleague,Q110403191,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_43f5112669.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_43f5112669.svg,MF,NA。
2061,佐藤 碧,ヴァンラーレ八戸,佐藤,サトウ,family,player,jleague,Q110403191,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_43f5112669.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_43f5112669.svg,MF,NA。
2061,佐藤 碧,ヴァンラーレ八戸,碧,アオイ,given,player,jleague,Q110403191,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_43f5112669.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_43f5112669.svg,MF,NA。
2062,佐藤 祐太,ヴァンラーレ八戸,佐藤 祐太,サトウ ユウタ,full,player,jleague,Q53765000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_83e59bead3.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_83e59bead3.svg,MF,NA。
2062,佐藤 祐太,ヴァンラーレ八戸,佐藤,サトウ,family,player,jleague,Q53765000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_83e59bead3.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_83e59bead3.svg,MF,NA。
2062,佐藤 祐太,ヴァンラーレ八戸,祐太,ユウタ,given,player,jleague,Q53765000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_83e59bead3.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_83e59bead3.svg,MF,NA。
2063,佐藤 祥,栃木SC,佐藤 祥,サトウ ショウ,full,player,jleague,Q7499704,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_061ceba3bf.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_061ceba3bf.svg,MF,NA。
2063,佐藤 祥,栃木SC,佐藤,サトウ,family,player,jleague,Q7499704,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_061ceba3bf.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_061ceba3bf.svg,MF,NA。
2063,佐藤 祥,栃木SC,祥,ショウ,given,player,jleague,Q7499704,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_061ceba3bf.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_061ceba3bf.svg,MF,NA。
2064,佐藤 穣,ザスパクサツ群馬,佐藤 穣,サトウ ミノリ,full,player,jleague,Q5978266,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_c853cfcde0.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_c853cfcde0.svg,MF,NA。
2064,佐藤 穣,ザスパクサツ群馬,佐藤,サトウ,family,player,jleague,Q5978266,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_c853cfcde0.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_c853cfcde0.svg,MF,NA。
2064,佐藤 穣,ザスパクサツ群馬,穣,ミノリ,given,player,jleague,Q5978266,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_c853cfcde0.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_c853cfcde0.svg,MF,NA。
2065,佐藤 聡,FC岐阜,佐藤 聡,サトウ サトシ,full,player,jleague,Q6131477,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_82cbbcc8f6.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_82cbbcc8f6.svg,MF,NA。
2065,佐藤 聡,FC岐阜,佐藤,サトウ,family,player,jleague,Q6131477,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_82cbbcc8f6.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_82cbbcc8f6.svg,MF,NA。
2065,佐藤 聡,FC岐阜,聡,サトシ,given,player,jleague,Q6131477,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_82cbbcc8f6.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_82cbbcc8f6.svg,MF,NA。
2066,佐藤 英二,浦和レッドダイヤモンズ,佐藤 英二,サトウ エイジ,full,player,jleague,Q786378,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_e57f2e2ace.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_e57f2e2ace.svg,MF,NA。
2066,佐藤 英二,浦和レッドダイヤモンズ,佐藤,サトウ,family,player,jleague,Q786378,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_e57f2e2ace.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_e57f2e2ace.svg,MF,NA。
2066,佐藤 英二,浦和レッドダイヤモンズ,英二,エイジ,given,player,jleague,Q786378,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_e57f2e2ace.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_e57f2e2ace.svg,MF,NA。
2067,佐藤 諒,奈良クラブ,佐藤 諒,サトウ リョウ,full,player,jleague,Q110403193,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_8759931dfe.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_8759931dfe.svg,MF,NA。
2067,佐藤 諒,奈良クラブ,佐藤,サトウ,family,player,jleague,Q110403193,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_8759931dfe.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_8759931dfe.svg,MF,NA。
2067,佐藤 諒,奈良クラブ,諒,リョウ,given,player,jleague,Q110403193,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_8759931dfe.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_8759931dfe.svg,MF,NA。
2068,佐藤 謙介,レノファ山口FC,佐藤 謙介,サトウ ケンスケ,full,player,jleague,Q6391551,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_edb3ed7d93.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_edb3ed7d93.svg,MF,NA。
2068,佐藤 謙介,レノファ山口FC,佐藤,サトウ,family,player,jleague,Q6391551,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_edb3ed7d93.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_edb3ed7d93.svg,MF,NA。
2068,佐藤 謙介,レノファ山口FC,謙介,ケンスケ,given,player,jleague,Q6391551,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_edb3ed7d93.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_edb3ed7d93.svg,MF,NA。
2069,佐藤 遵樹,ザスパクサツ群馬,佐藤 遵樹,サトウ ジュンキ,full,player,jleague,Q28691065,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_5b2dd387bd.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_5b2dd387bd.svg,MF,NA。
2069,佐藤 遵樹,ザスパクサツ群馬,佐藤,サトウ,family,player,jleague,Q28691065,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/football/fb_5b2dd387bd.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/football/fb_5b2dd387bd.svg,MF,NA。
