id,original,team,surface,pronunciation,type,org_id,image,image_page
松尾勝彦_阪神_00000,松尾勝彦,阪神,勝彦,カツヒコ,given,松尾勝彦_阪神_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_4ce2f5d432.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_4ce2f5d432.svg
松尾裕二_南海_00000,松尾裕二,南海,松尾裕二,マツオ ユウジ,full,松尾裕二_南海_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_d8a6b0edf5.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_d8a6b0edf5.svg
松尾裕二_南海_00000,松尾裕二,南海,松尾,マツオ,family,松尾裕二_南海_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_d8a6b0edf5.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_d8a6b0edf5.svg
松尾裕二_南海_00000,松尾裕二,南海,裕二,ユウジ,given,松尾裕二_南海_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_d8a6b0edf5.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_d8a6b0edf5.svg
松岡一雄_阪神_00000,松岡一雄,阪神,松岡一雄,マツオカ カズオ,full,松岡一雄_阪神_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_3bf4bad93f.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_3bf4bad93f.svg
松岡一雄_阪神_00000,松岡一雄,阪神,松岡,マツオカ,family,松岡一雄_阪神_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_3bf4bad93f.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_3bf4bad93f.svg
松岡一雄_阪神_00000,松岡一雄,阪神,一雄,カズオ,given,松岡一雄_阪神_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_3bf4bad93f.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_3bf4bad93f.svg
ジョー・マッカーシー_オリックス_00000,ジョー・マッカーシー,オリックス,ジョー・マッカーシー,ジョー・マッカーシー,full,ジョー・マッカーシー_オリックス_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_e5524b8587.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_e5524b8587.svg
ジョー・マッカーシー_オリックス_00000,ジョー・マッカーシー,オリックス,マッカーシー,マッカーシー,family,ジョー・マッカーシー_オリックス_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_e5524b8587.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_e5524b8587.svg
ジョー・マッカーシー_オリックス_00000,ジョー・マッカーシー,オリックス,ジョー,ジョー,given,ジョー・マッカーシー_オリックス_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_e5524b8587.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_e5524b8587.svg
松川虎生_ロッテ_00000,松川虎生,ロッテ,松川虎生,マツカワ コウ,full,松川虎生_ロッテ_00000,http://commons.wikimedia.org/wiki/Special:FilePath/Matukawa.2022.jpg,https://commons.wikimedia.org/wiki/File:Matukawa.2022.jpg
松川虎生_ロッテ_00000,松川虎生,ロッテ,松川,マツカワ,family,松川虎生_ロッテ_00000,http://commons.wikimedia.org/wiki/Special:FilePath/Matukawa.2022.jpg,https://commons.wikimedia.org/wiki/File:Matukawa.2022.jpg
松川虎生_ロッテ_00000,松川虎生,ロッテ,虎生,コウ,given,松川虎生_ロッテ_00000,http://commons.wikimedia.org/wiki/Special:FilePath/Matukawa.2022.jpg,https://commons.wikimedia.org/wiki/File:Matukawa.2022.jpg
松沢勉_阪神_00000,松沢勉,阪神,松沢勉,マツザワ ツトム,full,松沢勉_阪神_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_a5a3bb8ac1.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_a5a3bb8ac1.svg
松沢勉_阪神_00000,松沢勉,阪神,松沢,マツザワ,family,松沢勉_阪神_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_a5a3bb8ac1.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_a5a3bb8ac1.svg
松沢勉_阪神_00000,松沢勉,阪神,勉,ツトム,given,松沢勉_阪神_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_a5a3bb8ac1.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_a5a3bb8ac1.svg
松永満_阪神_00000,松永満,阪神,松永満,マツナガ ミツル,full,松永満_阪神_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_1542f05f4d.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_1542f05f4d.svg
松永満_阪神_00000,松永満,阪神,松永,マツナガ,family,松永満_阪神_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_1542f05f4d.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_1542f05f4d.svg
松永満_阪神_00000,松永満,阪神,満,ミツル,given,松永満_阪神_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_1542f05f4d.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_1542f05f4d.svg
松畑佳明_阪急_00000,松畑佳明,阪急,松畑佳明,マツハタ ヨシアキ,full,松畑佳明_阪急_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_ad852eaa04.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_ad852eaa04.svg
松畑佳明_阪急_00000,松畑佳明,阪急,松畑,マツハタ,family,松畑佳明_阪急_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_ad852eaa04.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_ad852eaa04.svg
松畑佳明_阪急_00000,松畑佳明,阪急,佳明,ヨシアキ,given,松畑佳明_阪急_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_ad852eaa04.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_ad852eaa04.svg
松原由昌_巨人_00000,松原由昌,巨人,松原由昌,マツバラ ヨシマサ,full,松原由昌_巨人_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_09c169f067.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_09c169f067.svg
松原由昌_巨人_00000,松原由昌,巨人,松原,マツバラ,family,松原由昌_巨人_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_09c169f067.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_09c169f067.svg
松原由昌_巨人_00000,松原由昌,巨人,由昌,ヨシマサ,given,松原由昌_巨人_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_09c169f067.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_09c169f067.svg
松本和弘_広島_00000,松本和弘,広島,松本和弘,マツモト カズヒロ,full,松本和弘_広島_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_07348a6e5b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_07348a6e5b.svg
松本和弘_広島_00000,松本和弘,広島,松本,マツモト,family,松本和弘_広島_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_07348a6e5b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_07348a6e5b.svg
松本和弘_広島_00000,松本和弘,広島,和弘,カズヒロ,given,松本和弘_広島_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_07348a6e5b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_07348a6e5b.svg
松本信二_日本ハム_00000,松本信二,日本ハム,松本信二,マツモト シンジ,full,松本信二_日本ハム_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_0439bafcf9.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_0439bafcf9.svg
松本信二_日本ハム_00000,松本信二,日本ハム,松本,マツモト,family,松本信二_日本ハム_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_0439bafcf9.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_0439bafcf9.svg
松本信二_日本ハム_00000,松本信二,日本ハム,信二,シンジ,given,松本信二_日本ハム_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_0439bafcf9.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_0439bafcf9.svg
真部繁敏_南海_00000,真部繁敏,南海,真部繁敏,マナベ シゲトシ,full,真部繁敏_南海_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_7fb55c3f50.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_7fb55c3f50.svg
真部繁敏_南海_00000,真部繁敏,南海,真部,マナベ,family,真部繁敏_南海_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_7fb55c3f50.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_7fb55c3f50.svg
真部繁敏_南海_00000,真部繁敏,南海,繁敏,シゲトシ,given,真部繁敏_南海_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_7fb55c3f50.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_7fb55c3f50.svg
ハンセル・マルセリーノ_DeNA_00000,ハンセル・マルセリーノ,DeNA,ハンセル・マルセリーノ,ハンセル・マルセリーノ,full,ハンセル・マルセリーノ_DeNA_00000,http://commons.wikimedia.org/wiki/Special:FilePath/Yokohama_DeNA_Baystars_Marcelino.107.jpg,https://commons.wikimedia.org/wiki/File:Yokohama_DeNA_Baystars_Marcelino.107.jpg
ハンセル・マルセリーノ_DeNA_00000,ハンセル・マルセリーノ,DeNA,マルセリーノ,マルセリーノ,family,ハンセル・マルセリーノ_DeNA_00000,http://commons.wikimedia.org/wiki/Special:FilePath/Yokohama_DeNA_Baystars_Marcelino.107.jpg,https://commons.wikimedia.org/wiki/File:Yokohama_DeNA_Baystars_Marcelino.107.jpg
ハンセル・マルセリーノ_DeNA_00000,ハンセル・マルセリーノ,DeNA,ハンセル,ハンセル,given,ハンセル・マルセリーノ_DeNA_00000,http://commons.wikimedia.org/wiki/Special:FilePath/Yokohama_DeNA_Baystars_Marcelino.107.jpg,https://commons.wikimedia.org/wiki/File:Yokohama_DeNA_Baystars_Marcelino.107.jpg
ホセ・マルモレホス_楽天_00000,ホセ・マルモレホス,楽天,ホセ・マルモレホス,ホセ・マルモレホス,full,ホセ・マルモレホス_楽天_00000,http://commons.wikimedia.org/wiki/Special:FilePath/Jose_Marmolejos_Rakuten_Eagles_20220508.jpg,https://commons.wikimedia.org/wiki/File:Jose_Marmolejos_Rakuten_Eagles_20220508.jpg
ホセ・マルモレホス_楽天_00000,ホセ・マルモレホス,楽天,マルモレホス,マルモレホス,family,ホセ・マルモレホス_楽天_00000,http://commons.wikimedia.org/wiki/Special:FilePath/Jose_Marmolejos_Rakuten_Eagles_20220508.jpg,https://commons.wikimedia.org/wiki/File:Jose_Marmolejos_Rakuten_Eagles_20220508.jpg
ホセ・マルモレホス_楽天_00000,ホセ・マルモレホス,楽天,ホセ,ホセ,given,ホセ・マルモレホス_楽天_00000,http://commons.wikimedia.org/wiki/Special:FilePath/Jose_Marmolejos_Rakuten_Eagles_20220508.jpg,https://commons.wikimedia.org/wiki/File:Jose_Marmolejos_Rakuten_Eagles_20220508.jpg
丸山一男_阪神_00000,丸山一男,阪神,丸山一男,マルヤマ カズオ,full,丸山一男_阪神_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_aff08bd4a4.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_aff08bd4a4.svg
丸山一男_阪神_00000,丸山一男,阪神,丸山,マルヤマ,family,丸山一男_阪神_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_aff08bd4a4.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_aff08bd4a4.svg
丸山一男_阪神_00000,丸山一男,阪神,一男,カズオ,given,丸山一男_阪神_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_aff08bd4a4.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_aff08bd4a4.svg
丸山和郁_ヤクルト_00000,丸山和郁,ヤクルト,丸山和郁,マルヤマ カズヤ,full,丸山和郁_ヤクルト_00000,http://commons.wikimedia.org/wiki/Special:FilePath/Kazuya_MARUYAMA_SWALLOWS_4_20220809.jpg,https://commons.wikimedia.org/wiki/File:Kazuya_MARUYAMA_SWALLOWS_4_20220809.jpg
丸山和郁_ヤクルト_00000,丸山和郁,ヤクルト,丸山,マルヤマ,family,丸山和郁_ヤクルト_00000,http://commons.wikimedia.org/wiki/Special:FilePath/Kazuya_MARUYAMA_SWALLOWS_4_20220809.jpg,https://commons.wikimedia.org/wiki/File:Kazuya_MARUYAMA_SWALLOWS_4_20220809.jpg
丸山和郁_ヤクルト_00000,丸山和郁,ヤクルト,和郁,カズヤ,given,丸山和郁_ヤクルト_00000,http://commons.wikimedia.org/wiki/Special:FilePath/Kazuya_MARUYAMA_SWALLOWS_4_20220809.jpg,https://commons.wikimedia.org/wiki/File:Kazuya_MARUYAMA_SWALLOWS_4_20220809.jpg
丸山武彦_阪神_00000,丸山武彦,阪神,丸山武彦,マルヤマ タケヒコ,full,丸山武彦_阪神_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_d716c4871b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_d716c4871b.svg
丸山武彦_阪神_00000,丸山武彦,阪神,丸山,マルヤマ,family,丸山武彦_阪神_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_d716c4871b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_d716c4871b.svg
丸山武彦_阪神_00000,丸山武彦,阪神,武彦,タケヒコ,given,丸山武彦_阪神_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_d716c4871b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_d716c4871b.svg
三浦銀二_DeNA_00000,三浦銀二,DeNA,三浦銀二,ミウラ ギンジ,full,三浦銀二_DeNA_00000,http://commons.wikimedia.org/wiki/Special:FilePath/20220315_Ginji_Miura%2C_pitcher_of_the_Yokohama_DeNA_BayStars%2C_at_Meiji_Jinguh_Stadium.jpg,https://commons.wikimedia.org/wiki/File:20220315_Ginji_Miura%2C_pitcher_of_the_Yokohama_DeNA_BayStars%2C_at_Meiji_Jinguh_Stadium.jpg
三浦銀二_DeNA_00000,三浦銀二,DeNA,三浦,ミウラ,family,三浦銀二_DeNA_00000,http://commons.wikimedia.org/wiki/Special:FilePath/20220315_Ginji_Miura%2C_pitcher_of_the_Yokohama_DeNA_BayStars%2C_at_Meiji_Jinguh_Stadium.jpg,https://commons.wikimedia.org/wiki/File:20220315_Ginji_Miura%2C_pitcher_of_the_Yokohama_DeNA_BayStars%2C_at_Meiji_Jinguh_Stadium.jpg
三浦銀二_DeNA_00000,三浦銀二,DeNA,銀二,ギンジ,given,三浦銀二_DeNA_00000,http://commons.wikimedia.org/wiki/Special:FilePath/20220315_Ginji_Miura%2C_pitcher_of_the_Yokohama_DeNA_BayStars%2C_at_Meiji_Jinguh_Stadium.jpg,https://commons.wikimedia.org/wiki/File:20220315_Ginji_Miura%2C_pitcher_of_the_Yokohama_DeNA_BayStars%2C_at_Meiji_Jinguh_Stadium.jpg
三浦正造_阪神_00000,三浦正造,阪神,三浦正造,ミウラ ショウゾウ,full,三浦正造_阪神_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_bf1b72d41d.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_bf1b72d41d.svg
三浦正造_阪神_00000,三浦正造,阪神,三浦,ミウラ,family,三浦正造_阪神_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_bf1b72d41d.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_bf1b72d41d.svg
三浦正造_阪神_00000,三浦正造,阪神,正造,ショウゾウ,given,三浦正造_阪神_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_bf1b72d41d.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_bf1b72d41d.svg
三浦瑞樹_ソフトバンク_00000,三浦瑞樹,ソフトバンク-中日,三浦瑞樹,ミウラ ミズキ,full,三浦瑞樹_ソフトバンク_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_c11c06209a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_c11c06209a.svg
三浦瑞樹_ソフトバンク_00000,三浦瑞樹,ソフトバンク-中日,三浦,ミウラ,family,三浦瑞樹_ソフトバンク_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_c11c06209a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_c11c06209a.svg
三浦瑞樹_ソフトバンク_00000,三浦瑞樹,ソフトバンク-中日,瑞樹,ミズキ,given,三浦瑞樹_ソフトバンク_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_c11c06209a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_c11c06209a.svg
三木茂_日本ハム_00000,三木茂,日本ハム,三木茂,ミキ シゲル,full,三木茂_日本ハム_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_7d108c0f38.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_7d108c0f38.svg
三木茂_日本ハム_00000,三木茂,日本ハム,三木,ミキ,family,三木茂_日本ハム_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_7d108c0f38.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_7d108c0f38.svg
三木茂_日本ハム_00000,三木茂,日本ハム,茂,シゲル,given,三木茂_日本ハム_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_7d108c0f38.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_7d108c0f38.svg
ダニエル・ミサキ_巨人_00000,ダニエル・ミサキ,巨人,ダニエル・ミサキ,ダニエル・ミサキ,full,ダニエル・ミサキ_巨人_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_8cb8a90af0.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_8cb8a90af0.svg
ダニエル・ミサキ_巨人_00000,ダニエル・ミサキ,巨人,ミサキ,ミサキ,family,ダニエル・ミサキ_巨人_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_8cb8a90af0.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_8cb8a90af0.svg
ダニエル・ミサキ_巨人_00000,ダニエル・ミサキ,巨人,ダニエル,ダニエル,given,ダニエル・ミサキ_巨人_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_8cb8a90af0.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_8cb8a90af0.svg
三代祥貴_ソフトバンク_00000,三代祥貴,ソフトバンク,三代祥貴,ミシロ ヨシキ,full,三代祥貴_ソフトバンク_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_d02c4caa89.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_d02c4caa89.svg
三代祥貴_ソフトバンク_00000,三代祥貴,ソフトバンク,三代,ミシロ,family,三代祥貴_ソフトバンク_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_d02c4caa89.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_d02c4caa89.svg
三代祥貴_ソフトバンク_00000,三代祥貴,ソフトバンク,祥貴,ヨシキ,given,三代祥貴_ソフトバンク_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_d02c4caa89.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_d02c4caa89.svg
水谷実智郎_中日_00000,水谷実智郎,中日-ロッテ,水谷実智郎,ミズタニ ミチオ,full,水谷実智郎_中日_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_e51150bb16.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_e51150bb16.svg
水谷実智郎_中日_00000,水谷実智郎,中日-ロッテ,水谷,ミズタニ,family,水谷実智郎_中日_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_e51150bb16.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_e51150bb16.svg
水谷実智郎_中日_00000,水谷実智郎,中日-ロッテ,実智郎,ミチオ,given,水谷実智郎_中日_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_e51150bb16.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_e51150bb16.svg
水野達稀_日本ハム_00000,水野達稀,日本ハム,水野達稀,ミズノ タツキ,full,水野達稀_日本ハム_00000,http://commons.wikimedia.org/wiki/Special:FilePath/Fighters_Tatsuki_Mizuno_20220403.jpg,https://commons.wikimedia.org/wiki/File:Fighters_Tatsuki_Mizuno_20220403.jpg
水野達稀_日本ハム_00000,水野達稀,日本ハム,水野,ミズノ,family,水野達稀_日本ハム_00000,http://commons.wikimedia.org/wiki/Special:FilePath/Fighters_Tatsuki_Mizuno_20220403.jpg,https://commons.wikimedia.org/wiki/File:Fighters_Tatsuki_Mizuno_20220403.jpg
水野達稀_日本ハム_00000,水野達稀,日本ハム,達稀,タツキ,given,水野達稀_日本ハム_00000,http://commons.wikimedia.org/wiki/Special:FilePath/Fighters_Tatsuki_Mizuno_20220403.jpg,https://commons.wikimedia.org/wiki/File:Fighters_Tatsuki_Mizuno_20220403.jpg
御手洗久文_近鉄_00000,御手洗久文,近鉄,御手洗久文,ミタライ ヒサフミ,full,御手洗久文_近鉄_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_71e87b6845.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_71e87b6845.svg
御手洗久文_近鉄_00000,御手洗久文,近鉄,御手洗,ミタライ,family,御手洗久文_近鉄_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_71e87b6845.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_71e87b6845.svg
御手洗久文_近鉄_00000,御手洗久文,近鉄,久文,ヒサフミ,given,御手洗久文_近鉄_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_71e87b6845.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_71e87b6845.svg
三橋孝明_トンボ_00000,三橋孝明,トンボ,三橋孝明,ミツハシ タカアキ,full,三橋孝明_トンボ_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_fc7857d554.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_fc7857d554.svg
三橋孝明_トンボ_00000,三橋孝明,トンボ,三橋,ミツハシ,family,三橋孝明_トンボ_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_fc7857d554.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_fc7857d554.svg
三橋孝明_トンボ_00000,三橋孝明,トンボ,孝明,タカアキ,given,三橋孝明_トンボ_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_fc7857d554.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_fc7857d554.svg
三原一夫_阪神_00000,三原一夫,阪神,三原一夫,ミハラ カズオ,full,三原一夫_阪神_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_3f9ca4619c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_3f9ca4619c.svg
三原一夫_阪神_00000,三原一夫,阪神,三原,ミハラ,family,三原一夫_阪神_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_3f9ca4619c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_3f9ca4619c.svg
三原一夫_阪神_00000,三原一夫,阪神,一夫,カズオ,given,三原一夫_阪神_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_3f9ca4619c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_3f9ca4619c.svg
三本政之_近鉄_00000,三本政之,近鉄,三本政之,ミモト マサユキ,full,三本政之_近鉄_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_1056440a79.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_1056440a79.svg
三本政之_近鉄_00000,三本政之,近鉄,三本,ミモト,family,三本政之_近鉄_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_1056440a79.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_1056440a79.svg
三本政之_近鉄_00000,三本政之,近鉄,政之,マサユキ,given,三本政之_近鉄_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_1056440a79.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_1056440a79.svg
味谷大誠_中日_00000,味谷大誠,中日,味谷大誠,ミヤ タイセイ,full,味谷大誠_中日_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_dfec702fe6.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_dfec702fe6.svg
味谷大誠_中日_00000,味谷大誠,中日,味谷,ミヤ,family,味谷大誠_中日_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_dfec702fe6.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_dfec702fe6.svg
味谷大誠_中日_00000,味谷大誠,中日,大誠,タイセイ,given,味谷大誠_中日_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_dfec702fe6.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_dfec702fe6.svg
宮川晃_日本ハム_00000,宮川晃,日本ハム,宮川晃,ミヤガワ アキラ,full,宮川晃_日本ハム_00000,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_dd0f0e1b14.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_dd0f0e1b14.svg
