id,original,team,surface,pronunciation,type,org_id,image,image_page
403,五十嵐英夫,近鉄,英夫,ヒデオ,given,403,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_3f89e725cb.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_3f89e725cb.svg
404,五十嵐英樹,横浜,五十嵐,イガラシ,family,404,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_1b0b8e4b04.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_1b0b8e4b04.svg
404,五十嵐英樹,横浜,五十嵐英樹,イガラシヒデキ,full,404,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_1b0b8e4b04.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_1b0b8e4b04.svg
404,五十嵐英樹,横浜,英樹,ヒデキ,given,404,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_1b0b8e4b04.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_1b0b8e4b04.svg
405,五十嵐亮太,ヤクルト-ソフトバンク-ヤクルト,五十嵐,イガラシ,family,405,http://commons.wikimedia.org/wiki/Special:FilePath/Ryota_Igarashi_on_October_3%2C_2010.jpg,https://commons.wikimedia.org/wiki/File:Ryota_Igarashi_on_October_3%2C_2010.jpg
405,五十嵐亮太,ヤクルト-ソフトバンク-ヤクルト,五十嵐亮太,イガラシリョウタ,full,405,http://commons.wikimedia.org/wiki/Special:FilePath/Ryota_Igarashi_on_October_3%2C_2010.jpg,https://commons.wikimedia.org/wiki/File:Ryota_Igarashi_on_October_3%2C_2010.jpg
405,五十嵐亮太,ヤクルト-ソフトバンク-ヤクルト,亮太,リョウタ,given,405,http://commons.wikimedia.org/wiki/Special:FilePath/Ryota_Igarashi_on_October_3%2C_2010.jpg,https://commons.wikimedia.org/wiki/File:Ryota_Igarashi_on_October_3%2C_2010.jpg
406,井川慶,阪神-オリックス,井川,イガワ,family,406,http://commons.wikimedia.org/wiki/Special:FilePath/Kei_Igawa_crop.jpg,https://commons.wikimedia.org/wiki/File:Kei_Igawa_crop.jpg
406,井川慶,阪神-オリックス,井川慶,イガワケイ,full,406,http://commons.wikimedia.org/wiki/Special:FilePath/Kei_Igawa_crop.jpg,https://commons.wikimedia.org/wiki/File:Kei_Igawa_crop.jpg
406,井川慶,阪神-オリックス,慶,ケイ,given,406,http://commons.wikimedia.org/wiki/Special:FilePath/Kei_Igawa_crop.jpg,https://commons.wikimedia.org/wiki/File:Kei_Igawa_crop.jpg
407,伊川義則,近鉄,伊川,イガワ,family,407,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_cec740ec96.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_cec740ec96.svg
407,伊川義則,近鉄,伊川義則,イガワヨシノリ,full,407,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_cec740ec96.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_cec740ec96.svg
407,伊川義則,近鉄,義則,ヨシノリ,given,407,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_cec740ec96.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_cec740ec96.svg
408,生田啓一,ヤクルト,生田,イクタ,family,408,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_39c98165b9.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_39c98165b9.svg
408,生田啓一,ヤクルト,生田啓一,イクタケイイチ,full,408,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_39c98165b9.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_39c98165b9.svg
408,生田啓一,ヤクルト,啓一,ケイイチ,given,408,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_39c98165b9.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_39c98165b9.svg
409,井口和朋,日本ハム,井口,イグチ,family,409,http://commons.wikimedia.org/wiki/Special:FilePath/Kazutomo_Iguchi_Fighters_20220807.jpg,https://commons.wikimedia.org/wiki/File:Kazutomo_Iguchi_Fighters_20220807.jpg
409,井口和朋,日本ハム,井口和朋,イグチカズトモ,full,409,http://commons.wikimedia.org/wiki/Special:FilePath/Kazutomo_Iguchi_Fighters_20220807.jpg,https://commons.wikimedia.org/wiki/File:Kazutomo_Iguchi_Fighters_20220807.jpg
409,井口和朋,日本ハム,和朋,カズトモ,given,409,http://commons.wikimedia.org/wiki/Special:FilePath/Kazutomo_Iguchi_Fighters_20220807.jpg,https://commons.wikimedia.org/wiki/File:Kazutomo_Iguchi_Fighters_20220807.jpg
410,井口忠仁(井口資仁),ダイエー-ロッテ,井口,イグチ,family,410,http://commons.wikimedia.org/wiki/Special:FilePath/2011marines_iguchi.jpg,https://commons.wikimedia.org/wiki/File:2011marines_iguchi.jpg
410,井口忠仁(井口資仁),ダイエー-ロッテ,井口資仁,イグチダタヒト,full,410,http://commons.wikimedia.org/wiki/Special:FilePath/2011marines_iguchi.jpg,https://commons.wikimedia.org/wiki/File:2011marines_iguchi.jpg
410,井口忠仁(井口資仁),ダイエー-ロッテ,資仁,ダタヒト,given,410,http://commons.wikimedia.org/wiki/Special:FilePath/2011marines_iguchi.jpg,https://commons.wikimedia.org/wiki/File:2011marines_iguchi.jpg
411,伊熊博一,中日,伊熊,イグマ,family,411,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_e19e734e00.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_e19e734e00.svg
411,伊熊博一,中日,伊熊博一,イグマヒロカズ,full,411,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_e19e734e00.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_e19e734e00.svg
411,伊熊博一,中日,博一,ヒロカズ,given,411,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_e19e734e00.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_e19e734e00.svg
412,生山裕人,ロッテ,生山,イクヤマ,family,412,http://commons.wikimedia.org/wiki/Special:FilePath/Hiroto_Ikuyama.jpg,https://commons.wikimedia.org/wiki/File:Hiroto_Ikuyama.jpg
412,生山裕人,ロッテ,生山裕人,イクヤマヒロト,full,412,http://commons.wikimedia.org/wiki/Special:FilePath/Hiroto_Ikuyama.jpg,https://commons.wikimedia.org/wiki/File:Hiroto_Ikuyama.jpg
412,生山裕人,ロッテ,裕人,ヒロト,given,412,http://commons.wikimedia.org/wiki/Special:FilePath/Hiroto_Ikuyama.jpg,https://commons.wikimedia.org/wiki/File:Hiroto_Ikuyama.jpg
413,池上誠一,近鉄-横浜,池上,イケウエ,family,413,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_280ee5aefd.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_280ee5aefd.svg
413,池上誠一,近鉄-横浜,池上誠一,イケウエコウイチ,full,413,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_280ee5aefd.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_280ee5aefd.svg
413,池上誠一,近鉄-横浜,誠一,コウイチ,given,413,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_280ee5aefd.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_280ee5aefd.svg
414,池内豊,南海-阪神-大洋-阪急,池内,イケウチ,family,414,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_b9266d1b03.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_b9266d1b03.svg
414,池内豊,南海-阪神-大洋-阪急,池内豊,イケウチユタカ,full,414,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_b9266d1b03.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_b9266d1b03.svg
414,池内豊,南海-阪神-大洋-阪急,豊,ユタカ,given,414,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_b9266d1b03.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_b9266d1b03.svg
415,池谷公二郎,広島,池谷,イケガヤ,family,415,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_801591ad03.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_801591ad03.svg
415,池谷公二郎,広島,池谷公二郎,イケガヤコウジロウ,full,415,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_801591ad03.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_801591ad03.svg
415,池谷公二郎,広島,公二郎,コウジロウ,given,415,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_801591ad03.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_801591ad03.svg
416,池沢義行,巨人-東映-巨人,池沢,イケザワ,family,416,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_dab386a74f.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_dab386a74f.svg
416,池沢義行,巨人-東映-巨人,池沢義行,イケザワヨシユキ,full,416,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_dab386a74f.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_dab386a74f.svg
416,池沢義行,巨人-東映-巨人,義行,ヨシユキ,given,416,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_dab386a74f.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_dab386a74f.svg
417,池島和彦,阪神,池島,イケジマ,family,417,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_f7ac046783.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_f7ac046783.svg
417,池島和彦,阪神,池島和彦,イケジマカズヒコ,full,417,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_f7ac046783.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_f7ac046783.svg
417,池島和彦,阪神,和彦,カズヒコ,given,417,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_f7ac046783.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_f7ac046783.svg
418,池尻勉,南海,池尻,イケジリ,family,418,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_7f2310863b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_7f2310863b.svg
418,池尻勉,南海,池尻勉,イケジリツトム,full,418,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_7f2310863b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_7f2310863b.svg
418,池尻勉,南海,勉,ツトム,given,418,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_7f2310863b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_7f2310863b.svg
419,池田昭,阪急,池田,イケダ,family,419,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_49fa251608.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_49fa251608.svg
419,池田昭,阪急,池田昭,イケダアキラ,full,419,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_49fa251608.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_49fa251608.svg
419,池田昭,阪急,昭,アキラ,given,419,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_49fa251608.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_49fa251608.svg
420,池田宇隆,ロッテ,池田,イケダ,family,420,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_c0aaa258c5.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_c0aaa258c5.svg
420,池田宇隆,ロッテ,池田宇隆,イケダイエタカ,full,420,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_c0aaa258c5.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_c0aaa258c5.svg
420,池田宇隆,ロッテ,宇隆,イエタカ,given,420,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_c0aaa258c5.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_c0aaa258c5.svg
421,池田郁夫,広島,池田,イケダ,family,421,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_c115a0a967.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_c115a0a967.svg
421,池田郁夫,広島,池田郁夫,イケダイクオ,full,421,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_c115a0a967.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_c115a0a967.svg
421,池田郁夫,広島,郁夫,イクオ,given,421,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_c115a0a967.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_c115a0a967.svg
422,池田勝彦,朝日,池田,イケダ,family,422,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_98c30b9c8e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_98c30b9c8e.svg
422,池田勝彦,朝日,池田勝彦,イケダカツヒコ,full,422,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_98c30b9c8e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_98c30b9c8e.svg
422,池田勝彦,朝日,勝彦,カツヒコ,given,422,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_98c30b9c8e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_98c30b9c8e.svg
423,池田啓一,毎日,池田,イケダ,family,423,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_005934d10e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_005934d10e.svg
423,池田啓一,毎日,池田啓一,イケダケイイチ,full,423,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_005934d10e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_005934d10e.svg
423,池田啓一,毎日,啓一,ケイイチ,given,423,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_005934d10e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_005934d10e.svg
424,池田健,ロッテ,池田,イケダ,family,424,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_7233da76b7.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_7233da76b7.svg
424,池田健,ロッテ,池田健,イケダケン,full,424,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_7233da76b7.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_7233da76b7.svg
424,池田健,ロッテ,健,ケン,given,424,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_7233da76b7.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_7233da76b7.svg
425,池田剛基,日本ハム,池田,イケダ,family,425,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_13830c50bc.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_13830c50bc.svg
425,池田剛基,日本ハム,池田剛基,イケダゴウキ,full,425,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_13830c50bc.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_13830c50bc.svg
425,池田剛基,日本ハム,剛基,ゴウキ,given,425,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_13830c50bc.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_13830c50bc.svg
426,池田重喜,大洋-ロッテ,池田,イケダ,family,426,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_55181e3a3f.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_55181e3a3f.svg
426,池田重喜,大洋-ロッテ,池田重喜,イケダシゲキ,full,426,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_55181e3a3f.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_55181e3a3f.svg
426,池田重喜,大洋-ロッテ,重喜,シゲキ,given,426,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_55181e3a3f.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_55181e3a3f.svg
427,池田駿,巨人,池田,イケダ,family,427,http://commons.wikimedia.org/wiki/Special:FilePath/Giants_ikeda48.jpg,https://commons.wikimedia.org/wiki/File:Giants_ikeda48.jpg
427,池田駿,巨人,池田駿,イケダシュン,full,427,http://commons.wikimedia.org/wiki/Special:FilePath/Giants_ikeda48.jpg,https://commons.wikimedia.org/wiki/File:Giants_ikeda48.jpg
427,池田駿,巨人,駿,シュン,given,427,http://commons.wikimedia.org/wiki/Special:FilePath/Giants_ikeda48.jpg,https://commons.wikimedia.org/wiki/File:Giants_ikeda48.jpg
428,池田純一(池田祥浩),阪神,池田,イケダ,family,428,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_4e4884d3aa.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_4e4884d3aa.svg
428,池田純一(池田祥浩),阪神,池田純一,イケダジュンイチ,full,428,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_4e4884d3aa.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_4e4884d3aa.svg
428,池田純一(池田祥浩),阪神,純一,ジュンイチ,given,428,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_4e4884d3aa.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_4e4884d3aa.svg
428,池田祥浩(池田純一),阪神,池田祥浩,イケダヨシヒロ,full,439,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_dd8c453e76.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_dd8c453e76.svg
428,池田祥浩(池田純一),阪神,祥浩,ヨシヒロ,given,439,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_dd8c453e76.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_dd8c453e76.svg
429,池田潤三,大東京,池田,イケダ,family,429,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_a0ef658b0d.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_a0ef658b0d.svg
429,池田潤三,大東京,池田潤三,イケダジュンゾウ,full,429,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_a0ef658b0d.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_a0ef658b0d.svg
429,池田潤三,大東京,潤三,ジュンゾウ,given,429,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_a0ef658b0d.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_a0ef658b0d.svg
430,池田善蔵,太陽-金星・大映-阪急,池田,イケダ,family,430,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_735479b02b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_735479b02b.svg
430,池田善蔵,太陽-金星・大映-阪急,池田善蔵,イケダゼンゾウ,full,430,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_735479b02b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_735479b02b.svg
430,池田善蔵,太陽-金星・大映-阪急,善蔵,ゼンゾウ,given,430,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_735479b02b.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_735479b02b.svg
431,池田隆英,楽天-日本ハム,池田,イケダ,family,431,http://commons.wikimedia.org/wiki/Special:FilePath/T_ikeda20180605.jpg,https://commons.wikimedia.org/wiki/File:T_ikeda20180605.jpg
431,池田隆英,楽天-日本ハム,池田隆英,イケダタカヒデ,full,431,http://commons.wikimedia.org/wiki/Special:FilePath/T_ikeda20180605.jpg,https://commons.wikimedia.org/wiki/File:T_ikeda20180605.jpg
431,池田隆英,楽天-日本ハム,隆英,タカヒデ,given,431,http://commons.wikimedia.org/wiki/Special:FilePath/T_ikeda20180605.jpg,https://commons.wikimedia.org/wiki/File:T_ikeda20180605.jpg
432,池田親興,阪神-ダイエー-ヤクルト,池田,イケダ,family,432,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_0ae16e795d.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_0ae16e795d.svg
432,池田親興,阪神-ダイエー-ヤクルト,池田親興,イケダチカフサ,full,432,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_0ae16e795d.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_0ae16e795d.svg
432,池田親興,阪神-ダイエー-ヤクルト,親興,チカフサ,given,432,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_0ae16e795d.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_0ae16e795d.svg
433,池田力,東急,池田,イケダ,family,433,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_51c47387cb.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_51c47387cb.svg
433,池田力,東急,池田力,イケダツトム,full,433,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_51c47387cb.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_51c47387cb.svg
433,池田力,東急,力,ツトム,given,433,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_51c47387cb.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_51c47387cb.svg
434,池田久之,阪急,池田,イケダ,family,434,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_ea27030c34.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_ea27030c34.svg
434,池田久之,阪急,池田久之,イケダヒサユキ,full,434,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_ea27030c34.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_ea27030c34.svg
434,池田久之,阪急,久之,ヒサユキ,given,434,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_ea27030c34.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_ea27030c34.svg
435,池田英俊,広島,池田,イケダ,family,435,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_69abf61969.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_69abf61969.svg
435,池田英俊,広島,池田英俊,イケダヒデトシ,full,435,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_69abf61969.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_69abf61969.svg
435,池田英俊,広島,英俊,ヒデトシ,given,435,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_69abf61969.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_69abf61969.svg
436,池田弘,クラウン-西武-大洋,池田,イケダ,family,436,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_2a56ce0554.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_2a56ce0554.svg
436,池田弘,クラウン-西武-大洋,池田弘,イケダヒロシ,full,436,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_2a56ce0554.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_2a56ce0554.svg
436,池田弘,クラウン-西武-大洋,弘,ヒロシ,given,436,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_2a56ce0554.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_2a56ce0554.svg
437,池田幸博,ロッテ,池田,イケダ,family,437,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_c1286c4d6a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_c1286c4d6a.svg
437,池田幸博,ロッテ,池田幸博,イケダユキヒロ,full,437,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_c1286c4d6a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_c1286c4d6a.svg
437,池田幸博,ロッテ,幸博,ユキヒロ,given,437,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_c1286c4d6a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_c1286c4d6a.svg
438,池田吉夫(深見吉夫),大阪,池田,イケダ,family,438,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_cc5bbf14d8.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_cc5bbf14d8.svg
438,池田吉夫(深見吉夫),大阪,池田吉夫,イケダヨシオ,full,438,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_cc5bbf14d8.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_cc5bbf14d8.svg
438,池田吉夫(深見吉夫),大阪,吉夫,ヨシオ,given,438,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_cc5bbf14d8.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_cc5bbf14d8.svg
438,深見吉夫(池田吉夫),大阪,深見,フカミ,family,6252,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_67b02f825c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_67b02f825c.svg
438,深見吉夫(池田吉夫),大阪,深見吉夫,フカミヨシオ,full,6252,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_67b02f825c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_67b02f825c.svg
438,深見吉夫(池田吉夫),大阪,吉夫,ヨシオ,given,6252,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_67b02f825c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_67b02f825c.svg
440,池田祥浩,阪神,池田,イケダ,family,440,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/baseball/bb_82963877d6.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/baseball/bb_82963877d6.svg
