id,original,surface,pronunciation,class,extinct,family,genus,image,image_page,wikidata
97,アキノタムラソウ,アキノタムラソウ,アキノタムラソウ,双子葉,no,シソ科,アキギリ属,http://commons.wikimedia.org/wiki/Special:FilePath/Salvia_japonica_akinotamurasu01.jpg,https://commons.wikimedia.org/wiki/File:Salvia_japonica_akinotamurasu01.jpg,Q164413
98,アキノノゲシ,アキノノゲシ,アキノノゲシ,双子葉,no,キク科,アキノノゲシ属,http://commons.wikimedia.org/wiki/Special:FilePath/Akinonogeshi.JPG,https://commons.wikimedia.org/wiki/File:Akinonogeshi.JPG,Q4236769
99,アキノハハコグサ,アキノハハコグサ,アキノハハコグサ,双子葉,no,キク科,ハハコグサ属,http://commons.wikimedia.org/wiki/Special:FilePath/Pseudognaphalium_hypoleucum_2.JPG,https://commons.wikimedia.org/wiki/File:Pseudognaphalium_hypoleucum_2.JPG,Q5758906
100,アキハギク,アキハギク,アキハギク,双子葉,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_dicot.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
101,アキメヒシバ,アキメヒシバ,アキメヒシバ,単子葉,no,イネ科,メヒシバ属,http://commons.wikimedia.org/wiki/Special:FilePath/Digitaria_violascens.jpg,https://commons.wikimedia.org/wiki/File:Digitaria_violascens.jpg,Q15239310
102,アキー,アキー,アキー,双子葉,no,ムクロジ科,Blighia,http://commons.wikimedia.org/wiki/Special:FilePath/Ackee_001.jpg,https://commons.wikimedia.org/wiki/File:Ackee_001.jpg,Q417145
103,アギナシ,アギナシ,アギナシ,単子葉,no,オモダカ科,オモダカ属,http://commons.wikimedia.org/wiki/Special:FilePath/Sagittaria_aginashi_young_leaves.JPG,https://commons.wikimedia.org/wiki/File:Sagittaria_aginashi_young_leaves.JPG,Q5790835
104,アクイラリア・シネンシス,アクイラリア・シネンシス,アクイラリア・シネンシス,双子葉,no,ジンチョウゲ科,アクイラリア属,http://commons.wikimedia.org/wiki/Special:FilePath/HK_Aquilaria_sinensis_Leaves.JPG,https://commons.wikimedia.org/wiki/File:HK_Aquilaria_sinensis_Leaves.JPG,Q716542
105,アクシバ,アクシバ,アクシバ,双子葉,no,ツツジ科,スノキ属,http://commons.wikimedia.org/wiki/Special:FilePath/Vaccinium_japonicum_1.JPG,https://commons.wikimedia.org/wiki/File:Vaccinium_japonicum_1.JPG,Q11086379
106,アクシバモドキ,アクシバモドキ,アクシバモドキ,双子葉,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_dicot.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
107,アクタエア・パキポダ,アクタエア・パキポダ,アクタエア・パキポダ,双子葉,no,キンポウゲ科,ルイヨウショウマ属,http://commons.wikimedia.org/wiki/Special:FilePath/White_Baneberry_%28Actaea_pachypoda%29.jpg,https://commons.wikimedia.org/wiki/File:White_Baneberry_%28Actaea_pachypoda%29.jpg,Q2714447
108,アケビ,アケビ,アケビ,双子葉,no,アケビ科,アケビ属,http://commons.wikimedia.org/wiki/Special:FilePath/Akebia_quinata02.jpg,https://commons.wikimedia.org/wiki/File:Akebia_quinata02.jpg,Q1482093
109,アケビドコロ,アケビドコロ,アケビドコロ,単子葉,no,ヤマノイモ科,ヤマノイモ属,http://commons.wikimedia.org/wiki/Special:FilePath/Starr_030807-0029_Dioscorea_pentaphylla.jpg,https://commons.wikimedia.org/wiki/File:Starr_030807-0029_Dioscorea_pentaphylla.jpg,Q5279590
110,アケボノスミレ,アケボノスミレ,アケボノスミレ,双子葉,no,スミレ科,スミレ属,http://commons.wikimedia.org/wiki/Special:FilePath/%EA%B3%A0%EA%B9%94%EC%A0%9C%EB%B9%84%EA%BD%83.JPG,https://commons.wikimedia.org/wiki/File:%EA%B3%A0%EA%B9%94%EC%A0%9C%EB%B9%84%EA%BD%83.JPG,Q6692858
111,アケボノソウ,アケボノソウ,アケボノソウ,双子葉,no,リンドウ科,センブリ属,http://commons.wikimedia.org/wiki/Special:FilePath/Swertia_bimaculata_%28Montage_s5%29.jpg,https://commons.wikimedia.org/wiki/File:Swertia_bimaculata_%28Montage_s5%29.jpg,Q15238251
112,アケボノフウロ,アケボノフウロ,アケボノフウロ,双子葉,no,フウロソウ科,フウロソウ属,http://commons.wikimedia.org/wiki/Special:FilePath/%28MHNT%29_Geranium_macrorrhizum_inflorescence_and_foliage_-_Les_Martels%2C_Giroussens_Tarn.jpg,https://commons.wikimedia.org/wiki/File:%28MHNT%29_Geranium_macrorrhizum_inflorescence_and_foliage_-_Les_Martels%2C_Giroussens_Tarn.jpg,Q805037
113,アサ,アサ,アサ,双子葉,no,アサ科,アサ属,http://commons.wikimedia.org/wiki/Special:FilePath/Cannabis_sativa_2.jpg,https://commons.wikimedia.org/wiki/File:Cannabis_sativa_2.jpg,Q26726
114,アサイー,アサイー,アサイー,単子葉,no,ヤシ科,Euterpe,http://commons.wikimedia.org/wiki/Special:FilePath/Euterpe_oleracea_salu.jpg,https://commons.wikimedia.org/wiki/File:Euterpe_oleracea_salu.jpg,Q33943
115,アサガオ,アサガオ,アサガオ,双子葉,no,ヒルガオ科,サツマイモ属,http://commons.wikimedia.org/wiki/Special:FilePath/Ipomoea_nil_Akatsukinoumi1.jpg,https://commons.wikimedia.org/wiki/File:Ipomoea_nil_Akatsukinoumi1.jpg,Q162117
116,アサガオガラクサ,アサガオガラクサ,アサガオガラクサ,双子葉,no,ヒルガオ科,エボルブルス属,http://commons.wikimedia.org/wiki/Special:FilePath/Dwarf_Morning-glory_%28Evolvulus_alsinoides%29_in_Hyderabad_W_IMG_7978.jpg,https://commons.wikimedia.org/wiki/File:Dwarf_Morning-glory_%28Evolvulus_alsinoides%29_in_Hyderabad_W_IMG_7978.jpg,Q10927597
117,アサギフユボタン,アサギフユボタン,アサギフユボタン,双子葉,no,キンポウゲ科,ヘレボルス属,http://commons.wikimedia.org/wiki/Special:FilePath/Helleborus_viridis01.jpg,https://commons.wikimedia.org/wiki/File:Helleborus_viridis01.jpg,Q149328
118,アサギリソウ,アサギリソウ,アサギリソウ,双子葉,no,キク科,ヨモギ属,http://commons.wikimedia.org/wiki/Special:FilePath/Artemisia_schmidtiana.jpg,https://commons.wikimedia.org/wiki/File:Artemisia_schmidtiana.jpg,Q610080
119,アサクサノリ,アサクサノリ,アサクサノリ,藻類,no,Bangiaceae,アマノリ属,http://commons.wikimedia.org/wiki/Special:FilePath/Asakusanori-tamagawakakou-P2220015.jpg,https://commons.wikimedia.org/wiki/File:Asakusanori-tamagawakakou-P2220015.jpg,Q3908542
120,アサザ,アサザ,アサザ,双子葉,no,ミツガシワ科,アサザ属,http://commons.wikimedia.org/wiki/Special:FilePath/NymphoidesPeltata-flower2-hr.jpg,https://commons.wikimedia.org/wiki/File:NymphoidesPeltata-flower2-hr.jpg,Q159743
121,アサダ,アサダ,アサダ,双子葉,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_dicot.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
122,アサノハカエデ,アサノハカエデ,アサノハカエデ,双子葉,no,ムクロジ科,カエデ属,http://commons.wikimedia.org/wiki/Special:FilePath/Acer_argutum_1.JPG,https://commons.wikimedia.org/wiki/File:Acer_argutum_1.JPG,Q357629
123,アサフェティダ,アサフェティダ,アサフェティダ,双子葉,no,セリ科,オオウイキョウ属,http://commons.wikimedia.org/wiki/Special:FilePath/The_flora_homoeopathica_%28Plate_VII%29_BHL6163567_bis.jpg,https://commons.wikimedia.org/wiki/File:The_flora_homoeopathica_%28Plate_VII%29_BHL6163567_bis.jpg,Q111185
124,アサマヒゴタイ,アサマヒゴタイ,アサマヒゴタイ,双子葉,no,キク科,トウヒレン属,http://commons.wikimedia.org/wiki/Special:FilePath/Saussurea_savatieri_1.JPG,https://commons.wikimedia.org/wiki/File:Saussurea_savatieri_1.JPG,Q57541087
125,アサマフウロ,アサマフウロ,アサマフウロ,双子葉,no,フウロソウ科,フウロソウ属,http://commons.wikimedia.org/wiki/Special:FilePath/Geranium_soboliferum_-_Botanical_Garden_in_Kaisaniemi%2C_Helsinki_-_DSC03588.JPG,https://commons.wikimedia.org/wiki/File:Geranium_soboliferum_-_Botanical_Garden_in_Kaisaniemi%2C_Helsinki_-_DSC03588.JPG,Q15227526
126,アサマリンドウ,アサマリンドウ,アサマリンドウ,双子葉,no,リンドウ科,リンドウ属,http://commons.wikimedia.org/wiki/Special:FilePath/Gentiana_sikokiana_s13.jpg,https://commons.wikimedia.org/wiki/File:Gentiana_sikokiana_s13.jpg,Q15560401
127,アサムマンゴ,アサムマンゴ,アサムマンゴ,双子葉,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_dicot.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
128,アザミゲシ,アザミゲシ,アザミゲシ,双子葉,no,ケシ科,Argemone,http://commons.wikimedia.org/wiki/Special:FilePath/Argemone_mexicana_flower_2.jpg,https://commons.wikimedia.org/wiki/File:Argemone_mexicana_flower_2.jpg,Q683404
129,アザレアツバキ,アザレアツバキ,アザレアツバキ,双子葉,no,ツバキ科,ツバキ属,http://commons.wikimedia.org/wiki/Special:FilePath/Camellia_changii_-_Kunming_Botanical_Garden_-_DSC02888.JPG,https://commons.wikimedia.org/wiki/File:Camellia_changii_-_Kunming_Botanical_Garden_-_DSC02888.JPG,Q15390883
130,アシカキ,アシカキ,アシカキ,単子葉,no,イネ科,サヤヌカグサ属,http://commons.wikimedia.org/wiki/Special:FilePath/Leersia_japonica_2.JPG,https://commons.wikimedia.org/wiki/File:Leersia_japonica_2.JPG,Q10888655
131,アシタカジャコウソウ,アシタカジャコウソウ,アシタカジャコウソウ,双子葉,no,シソ科,ジャコウソウ属,http://commons.wikimedia.org/wiki/Special:FilePath/Chelonopsis_yagiharana_2.JPG,https://commons.wikimedia.org/wiki/File:Chelonopsis_yagiharana_2.JPG,Q18564364
132,アシタバ,アシタバ,アシタバ,双子葉,no,セリ科,シシウド属,http://commons.wikimedia.org/wiki/Special:FilePath/Angelica_keiskei_leaves.jpg,https://commons.wikimedia.org/wiki/File:Angelica_keiskei_leaves.jpg,Q4805168
133,アシダンセラ,アシダンセラ,アシダンセラ,単子葉,no,アヤメ科,グラジオラス属,http://commons.wikimedia.org/wiki/Special:FilePath/Gladiolus_callianthus_%281345579492%29.jpg,https://commons.wikimedia.org/wiki/File:Gladiolus_callianthus_%281345579492%29.jpg,Q319791
134,アシナガムシトリスミレ,アシナガムシトリスミレ,アシナガムシトリスミレ,双子葉,no,タヌキモ科,ムシトリスミレ属,http://commons.wikimedia.org/wiki/Special:FilePath/Pinguicula_moranensis.jpg,https://commons.wikimedia.org/wiki/File:Pinguicula_moranensis.jpg,Q1518126
135,アシボソ,アシボソ,アシボソ,単子葉,no,イネ科,アシボソ属,http://commons.wikimedia.org/wiki/Special:FilePath/Microstegium_vimineum_USDA.jpg,https://commons.wikimedia.org/wiki/File:Microstegium_vimineum_USDA.jpg,Q5699638
136,アシュワガンダ,アシュワガンダ,アシュワガンダ,双子葉,no,ナス科,Withania,http://commons.wikimedia.org/wiki/Special:FilePath/Withania_somnifera_1DS-II_3-7489.jpg,https://commons.wikimedia.org/wiki/File:Withania_somnifera_1DS-II_3-7489.jpg,Q852660
137,アジアンタム・トラペジフォルメ,アジアンタム・トラペジフォルメ,アジアンタム・トラペジフォルメ,シダ植物,no,イノモトソウ科,ホウライシダ属,http://commons.wikimedia.org/wiki/Special:FilePath/Adiantum_trapeziforme.JPG,https://commons.wikimedia.org/wiki/File:Adiantum_trapeziforme.JPG,Q4682661
138,アジアンタム・ペルビアヌム,アジアンタム・ペルビアヌム,アジアンタム・ペルビアヌム,シダ植物,no,イノモトソウ科,ホウライシダ属,http://commons.wikimedia.org/wiki/Special:FilePath/Adiantum_peruvianum-2.jpg,https://commons.wikimedia.org/wiki/File:Adiantum_peruvianum-2.jpg,Q2824387
139,アジェラティーナ・コンコルディア,アジェラティーナ・コンコルディア,アジェラティーナ・コンコルディア,双子葉,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_dicot.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
140,アジサイ,アジサイ,アジサイ,双子葉,no,アジサイ科,アジサイ属,http://commons.wikimedia.org/wiki/Special:FilePath/%28Natural%29_Hydrangea_macrophylla%2C_Iwafune%2C_Isumi%2C_Chiba%2C_Japan_2.jpg,https://commons.wikimedia.org/wiki/File:%28Natural%29_Hydrangea_macrophylla%2C_Iwafune%2C_Isumi%2C_Chiba%2C_Japan_2.jpg,Q159219
141,アジョワン,アジョワン,アジョワン,双子葉,no,セリ科,Trachyspermum,http://commons.wikimedia.org/wiki/Special:FilePath/Carom_Flowers.jpg,https://commons.wikimedia.org/wiki/File:Carom_Flowers.jpg,Q413254
142,アスカリナ・ルシダ,アスカリナ・ルシダ,アスカリナ・ルシダ,双子葉,no,センリョウ科,Ascarina,http://commons.wikimedia.org/wiki/Special:FilePath/Ascarina_lucida_187839337.jpg,https://commons.wikimedia.org/wiki/File:Ascarina_lucida_187839337.jpg,Q3472516
143,アスター・コステイ,アスター・コステイ,アスター・コステイ,双子葉,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_dicot.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
144,アスチルベ,アスチルベ,アスチルベ,双子葉,no,ユキノシタ科,チダケサシ属,http://commons.wikimedia.org/wiki/Special:FilePath/Astilbe-arendsii-total.JPG,https://commons.wikimedia.org/wiki/File:Astilbe-arendsii-total.JPG,Q10855099
145,アステル・アルピヌス,アステル・アルピヌス,アステル・アルピヌス,双子葉,no,キク科,シオン属,http://commons.wikimedia.org/wiki/Special:FilePath/Aster-alpinus.JPG,https://commons.wikimedia.org/wiki/File:Aster-alpinus.JPG,Q1342885
146,アストラガールス・アクティローストリス,アストラガールス・アクティローストリス,アストラガールス・アクティローストリス,双子葉,no,マメ科,ゲンゲ属,http://commons.wikimedia.org/wiki/Special:FilePath/Astragalus_acutirostris_%285947349096%29.jpg,https://commons.wikimedia.org/wiki/File:Astragalus_acutirostris_%285947349096%29.jpg,Q521327
147,アスナロ,アスナロ,アスナロ,裸子植物,no,ヒノキ科,Thujopsis,http://commons.wikimedia.org/wiki/Special:FilePath/Thujopsis_dolabrata4.jpg,https://commons.wikimedia.org/wiki/File:Thujopsis_dolabrata4.jpg,Q1330391
148,アスパラガス,アスパラガス,アスパラガス,単子葉,no,クサスギカズラ科,クサスギカズラ属,http://commons.wikimedia.org/wiki/Special:FilePath/Asparagus_plants_-_geograph.org.uk_-_552470.jpg,https://commons.wikimedia.org/wiki/File:Asparagus_plants_-_geograph.org.uk_-_552470.jpg,Q28367
149,アスパラソバージュ,アスパラソバージュ,アスパラソバージュ,単子葉,no,クサスギカズラ科,オオアマナ属,http://commons.wikimedia.org/wiki/Special:FilePath/Ornithogalum_pyrenaicum_140608.jpg,https://commons.wikimedia.org/wiki/File:Ornithogalum_pyrenaicum_140608.jpg,Q2303755
150,アスヒカズラ,アスヒカズラ,アスヒカズラ,シダ植物,no,ヒカゲノカズラ科,アスヒカズラ属,http://commons.wikimedia.org/wiki/Special:FilePath/Diphasiastrum_complanatum_151207c.jpg,https://commons.wikimedia.org/wiki/File:Diphasiastrum_complanatum_151207c.jpg,Q787930
151,アスフォデルス・アルブス,アスフォデルス・アルブス,アスフォデルス・アルブス,単子葉,no,ワスレグサ科,Asphodelus,http://commons.wikimedia.org/wiki/Special:FilePath/Asphodelus_albus.004_-_A_Coru%C3%B1a.jpg,https://commons.wikimedia.org/wiki/File:Asphodelus_albus.004_-_A_Coru%C3%B1a.jpg,Q1098135
152,アズキ,アズキ,アズキ,双子葉,no,マメ科,ササゲ属,http://commons.wikimedia.org/wiki/Special:FilePath/Azuki_Beans.jpg,https://commons.wikimedia.org/wiki/File:Azuki_Beans.jpg,Q380279
153,アズキナシ,アズキナシ,アズキナシ,双子葉,no,バラ科,ナナカマド属,http://commons.wikimedia.org/wiki/Special:FilePath/Sorbus-alnifolia-flowers.JPG,https://commons.wikimedia.org/wiki/File:Sorbus-alnifolia-flowers.JPG,Q1151129
154,アズサ,アズサ,アズサ,双子葉,no,カバノキ科,カバノキ属,http://commons.wikimedia.org/wiki/Special:FilePath/Betula_grossa_bark.jpg,https://commons.wikimedia.org/wiki/File:Betula_grossa_bark.jpg,Q199105
155,アズマイチゲ,アズマイチゲ,アズマイチゲ,双子葉,no,キンポウゲ科,イチリンソウ属,http://commons.wikimedia.org/wiki/Special:FilePath/Anemone_raddeana_1.JPG,https://commons.wikimedia.org/wiki/File:Anemone_raddeana_1.JPG,Q10933113
156,アズマギク,アズマギク,アズマギク,双子葉,no,キク科,ムカシヨモギ属,http://commons.wikimedia.org/wiki/Special:FilePath/Erigeron_thunbergii_var._glabratus_02.jpg,https://commons.wikimedia.org/wiki/File:Erigeron_thunbergii_var._glabratus_02.jpg,Q5758999
157,アズマシャクナゲ,アズマシャクナゲ,アズマシャクナゲ,双子葉,no,ツツジ科,ツツジ属,http://commons.wikimedia.org/wiki/Special:FilePath/Rhododendron_degronianum_-_University_of_Copenhagen_Botanical_Garden_-_DSC07548.JPG,https://commons.wikimedia.org/wiki/File:Rhododendron_degronianum_-_University_of_Copenhagen_Botanical_Garden_-_DSC07548.JPG,Q12067194
158,アズマシロカネソウ,アズマシロカネソウ,アズマシロカネソウ,双子葉,no,キンポウゲ科,シロカネソウ属,http://commons.wikimedia.org/wiki/Special:FilePath/Dichocarpum_nipponicum_6.JPG,https://commons.wikimedia.org/wiki/File:Dichocarpum_nipponicum_6.JPG,Q15375104
159,アズマナルコ,アズマナルコ,アズマナルコ,単子葉,no,カヤツリグサ科,スゲ属,http://commons.wikimedia.org/wiki/Special:FilePath/Carex_shimidzensis_azumanrk12.jpg,https://commons.wikimedia.org/wiki/File:Carex_shimidzensis_azumanrk12.jpg,Q15581549
160,アズマレイジンソウ,アズマレイジンソウ,アズマレイジンソウ,双子葉,no,キンポウゲ科,トリカブト属,http://commons.wikimedia.org/wiki/Special:FilePath/Aconitum_pterocaule_1.JPG,https://commons.wikimedia.org/wiki/File:Aconitum_pterocaule_1.JPG,Q15361509
