id,original,surface,pronunciation,type,category,org,debut_year,status,image,image_page,wikidata,channel,description,subscribers,subscribers_as_of,image_credit,image_usage,image_terms_page,scope
558,堀元見,堀元,ホリモト,family,youtuber,NA,2012,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_c52cfa93db.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_c52cfa93db.svg,Q110403281,衒学チャンネル,著述家、YouTuber、Podcaster。,32700,2026-08-15,,,,japan
558,堀元見,見,ケン,given,youtuber,NA,2012,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_c52cfa93db.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_c52cfa93db.svg,Q110403281,衒学チャンネル,著述家、YouTuber、Podcaster。,32700,2026-08-15,,,,japan
558,堀元見,堀元見,ホリモトケン,full,youtuber,NA,2012,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_c52cfa93db.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_c52cfa93db.svg,Q110403281,衒学チャンネル,著述家、YouTuber、Podcaster。,32700,2026-08-15,,,,japan
559,堀未央奈,堀,ホリ,family,youtuber,乃木坂46,2013,current,http://commons.wikimedia.org/wiki/Special:FilePath/Hori_Miona_%28cropped%292.jpg,https://commons.wikimedia.org/wiki/File:Hori_Miona_%28cropped%292.jpg,Q24838611,miona hori / 堀未央奈,タレント、ファッションモデル、YouTuberである。,190000,2026-08-15,,,,japan
559,堀未央奈,未央奈,ミオナ,given,youtuber,乃木坂46,2013,current,http://commons.wikimedia.org/wiki/Special:FilePath/Hori_Miona_%28cropped%292.jpg,https://commons.wikimedia.org/wiki/File:Hori_Miona_%28cropped%292.jpg,Q24838611,miona hori / 堀未央奈,タレント、ファッションモデル、YouTuberである。,190000,2026-08-15,,,,japan
559,堀未央奈,堀未央奈,ホリミオナ,full,youtuber,乃木坂46,2013,current,http://commons.wikimedia.org/wiki/Special:FilePath/Hori_Miona_%28cropped%292.jpg,https://commons.wikimedia.org/wiki/File:Hori_Miona_%28cropped%292.jpg,Q24838611,miona hori / 堀未央奈,タレント、ファッションモデル、YouTuberである。,190000,2026-08-15,,,,japan
560,堀田隆一,堀田,ホッタ,family,youtuber,NA,NA,current,http://commons.wikimedia.org/wiki/Special:FilePath/Ryuichi_Hotta_20230906.png,https://commons.wikimedia.org/wiki/File:Ryuichi_Hotta_20230906.png,Q117424667,いのほた言語学チャンネル,日本の言語学者。,23800,2026-08-15,,,,japan
560,堀田隆一,隆一,リュウイチ,given,youtuber,NA,NA,current,http://commons.wikimedia.org/wiki/Special:FilePath/Ryuichi_Hotta_20230906.png,https://commons.wikimedia.org/wiki/File:Ryuichi_Hotta_20230906.png,Q117424667,いのほた言語学チャンネル,日本の言語学者。,23800,2026-08-15,,,,japan
560,堀田隆一,堀田隆一,ホッタリュウイチ,full,youtuber,NA,NA,current,http://commons.wikimedia.org/wiki/Special:FilePath/Ryuichi_Hotta_20230906.png,https://commons.wikimedia.org/wiki/File:Ryuichi_Hotta_20230906.png,Q117424667,いのほた言語学チャンネル,日本の言語学者。,23800,2026-08-15,,,,japan
562,多井隆晴,多井,オオイ,family,youtuber,NA,2020,current,http://commons.wikimedia.org/wiki/Special:FilePath/Takaharu_Ooi_2019.jpg,https://commons.wikimedia.org/wiki/File:Takaharu_Ooi_2019.jpg,Q11430614,たかちゃんねる,日本の競技麻雀のプロ麻雀士。,290000,2026-08-15,,,,japan
562,多井隆晴,隆晴,タカハル,given,youtuber,NA,2020,current,http://commons.wikimedia.org/wiki/Special:FilePath/Takaharu_Ooi_2019.jpg,https://commons.wikimedia.org/wiki/File:Takaharu_Ooi_2019.jpg,Q11430614,たかちゃんねる,日本の競技麻雀のプロ麻雀士。,290000,2026-08-15,,,,japan
562,多井隆晴,多井隆晴,オオイタカハル,full,youtuber,NA,2020,current,http://commons.wikimedia.org/wiki/Special:FilePath/Takaharu_Ooi_2019.jpg,https://commons.wikimedia.org/wiki/File:Takaharu_Ooi_2019.jpg,Q11430614,たかちゃんねる,日本の競技麻雀のプロ麻雀士。,290000,2026-08-15,,,,japan
563,夜道雪,夜道,ヨミチ,family,youtuber,NA,2018,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_4cb11a5804.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_4cb11a5804.svg,Q97168685,夜道 雪,マルチタレント、YouTuber、声優。,186000,2026-08-15,,,,japan
563,夜道雪,雪,ユキ,given,youtuber,NA,2018,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_4cb11a5804.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_4cb11a5804.svg,Q97168685,夜道 雪,マルチタレント、YouTuber、声優。,186000,2026-08-15,,,,japan
563,夜道雪,夜道雪,ヨミチユキ,full,youtuber,NA,2018,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_4cb11a5804.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_4cb11a5804.svg,Q97168685,夜道 雪,マルチタレント、YouTuber、声優。,186000,2026-08-15,,,,japan
564,夢咲ももな,夢咲,ユメサキ,family,youtuber,君と見るそら,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_b853d8665c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_b853d8665c.svg,Q111112579,夢咲ももな,日本のモデル、タレント、アイドル、インフルエンサー。,73400,2026-08-15,,,,japan
564,夢咲ももな,ももな,モモナ,given,youtuber,君と見るそら,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_b853d8665c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_b853d8665c.svg,Q111112579,夢咲ももな,日本のモデル、タレント、アイドル、インフルエンサー。,73400,2026-08-15,,,,japan
564,夢咲ももな,夢咲ももな,ユメサキモモナ,full,youtuber,君と見るそら,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_b853d8665c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_b853d8665c.svg,Q111112579,夢咲ももな,日本のモデル、タレント、アイドル、インフルエンサー。,73400,2026-08-15,,,,japan
565,大久保八億,大久保,オオクボ,family,youtuber,NA,2025,current,http://commons.wikimedia.org/wiki/Special:FilePath/Hachioku_%C5%8Ckubo_2026.jpg,https://commons.wikimedia.org/wiki/File:Hachioku_%C5%8Ckubo_2026.jpg,Q140338137,八億再生チャンネル,ピン芸人、YouTuber。,30900,2026-08-15,,,,unknown
565,大久保八億,八億,ハチオク,given,youtuber,NA,2025,current,http://commons.wikimedia.org/wiki/Special:FilePath/Hachioku_%C5%8Ckubo_2026.jpg,https://commons.wikimedia.org/wiki/File:Hachioku_%C5%8Ckubo_2026.jpg,Q140338137,八億再生チャンネル,ピン芸人、YouTuber。,30900,2026-08-15,,,,unknown
565,大久保八億,大久保八億,オオクボハチオク,full,youtuber,NA,2025,current,http://commons.wikimedia.org/wiki/Special:FilePath/Hachioku_%C5%8Ckubo_2026.jpg,https://commons.wikimedia.org/wiki/File:Hachioku_%C5%8Ckubo_2026.jpg,Q140338137,八億再生チャンネル,ピン芸人、YouTuber。,30900,2026-08-15,,,,unknown
566,大原優乃,大原,オオハラ,family,youtuber,Dream5,2021,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_b0e1bd70bb.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_b0e1bd70bb.svg,Q38278188,ゆーのちゅーぶ / 大原優乃,グラビアアイドル、女優、ファッションモデル、ダンサー、YouTuber。,348000,2026-08-15,,,,japan
566,大原優乃,優乃,ユウノ,given,youtuber,Dream5,2021,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_b0e1bd70bb.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_b0e1bd70bb.svg,Q38278188,ゆーのちゅーぶ / 大原優乃,グラビアアイドル、女優、ファッションモデル、ダンサー、YouTuber。,348000,2026-08-15,,,,japan
566,大原優乃,大原優乃,オオハラユウノ,full,youtuber,Dream5,2021,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_b0e1bd70bb.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_b0e1bd70bb.svg,Q38278188,ゆーのちゅーぶ / 大原優乃,グラビアアイドル、女優、ファッションモデル、ダンサー、YouTuber。,348000,2026-08-15,,,,japan
567,大和田南那,大和田,オオワダ,family,youtuber,NA,2013,current,http://commons.wikimedia.org/wiki/Special:FilePath/150505_%E3%80%8E%EC%97%AC%EA%B8%B0%EA%B0%80_%EB%A1%9C%EB%8F%84%EC%8A%A4%EB%8B%A4_%EC%97%AC%EA%B8%B0%EC%84%9C%EB%9B%B0%EC%96%B4%EB%9D%BC%21%E3%80%8F%EC%83%A4%EB%A9%94%ED%9A%8C_%ED%9B%84%EA%B8%B0_02.jpg,https://commons.wikimedia.org/wiki/File:150505_%E3%80%8E%EC%97%AC%EA%B8%B0%EA%B0%80_%EB%A1%9C%EB%8F%84%EC%8A%A4%EB%8B%A4_%EC%97%AC%EA%B8%B0%EC%84%9C%EB%9B%B0%EC%96%B4%EB%9D%BC%21%E3%80%8F%EC%83%A4%EB%A9%94%ED%9A%8C_%ED%9B%84%EA%B8%B0_02.jpg,Q15731565,大和田南那,女優、YouTuber、グラビアアイドル、元アイドル。,65300,2026-08-15,,,,japan
567,大和田南那,南那,ナナ,given,youtuber,NA,2013,current,http://commons.wikimedia.org/wiki/Special:FilePath/150505_%E3%80%8E%EC%97%AC%EA%B8%B0%EA%B0%80_%EB%A1%9C%EB%8F%84%EC%8A%A4%EB%8B%A4_%EC%97%AC%EA%B8%B0%EC%84%9C%EB%9B%B0%EC%96%B4%EB%9D%BC%21%E3%80%8F%EC%83%A4%EB%A9%94%ED%9A%8C_%ED%9B%84%EA%B8%B0_02.jpg,https://commons.wikimedia.org/wiki/File:150505_%E3%80%8E%EC%97%AC%EA%B8%B0%EA%B0%80_%EB%A1%9C%EB%8F%84%EC%8A%A4%EB%8B%A4_%EC%97%AC%EA%B8%B0%EC%84%9C%EB%9B%B0%EC%96%B4%EB%9D%BC%21%E3%80%8F%EC%83%A4%EB%A9%94%ED%9A%8C_%ED%9B%84%EA%B8%B0_02.jpg,Q15731565,大和田南那,女優、YouTuber、グラビアアイドル、元アイドル。,65300,2026-08-15,,,,japan
567,大和田南那,大和田南那,オオワダナナ,full,youtuber,NA,2013,current,http://commons.wikimedia.org/wiki/Special:FilePath/150505_%E3%80%8E%EC%97%AC%EA%B8%B0%EA%B0%80_%EB%A1%9C%EB%8F%84%EC%8A%A4%EB%8B%A4_%EC%97%AC%EA%B8%B0%EC%84%9C%EB%9B%B0%EC%96%B4%EB%9D%BC%21%E3%80%8F%EC%83%A4%EB%A9%94%ED%9A%8C_%ED%9B%84%EA%B8%B0_02.jpg,https://commons.wikimedia.org/wiki/File:150505_%E3%80%8E%EC%97%AC%EA%B8%B0%EA%B0%80_%EB%A1%9C%EB%8F%84%EC%8A%A4%EB%8B%A4_%EC%97%AC%EA%B8%B0%EC%84%9C%EB%9B%B0%EC%96%B4%EB%9D%BC%21%E3%80%8F%EC%83%A4%EB%A9%94%ED%9A%8C_%ED%9B%84%EA%B8%B0_02.jpg,Q15731565,大和田南那,女優、YouTuber、グラビアアイドル、元アイドル。,65300,2026-08-15,,,,japan
568,大園桃子,大園,オオゾノ,family,youtuber,乃木坂46,2021,current,http://commons.wikimedia.org/wiki/Special:FilePath/%C5%8Czono_Momoko.jpg,https://commons.wikimedia.org/wiki/File:%C5%8Czono_Momoko.jpg,Q50640297,ももちゅーぶ,実業家、YouTuberである。,380000,2026-08-15,,,,japan
568,大園桃子,桃子,モモコ,given,youtuber,乃木坂46,2021,current,http://commons.wikimedia.org/wiki/Special:FilePath/%C5%8Czono_Momoko.jpg,https://commons.wikimedia.org/wiki/File:%C5%8Czono_Momoko.jpg,Q50640297,ももちゅーぶ,実業家、YouTuberである。,380000,2026-08-15,,,,japan
568,大園桃子,大園桃子,オオゾノモモコ,full,youtuber,乃木坂46,2021,current,http://commons.wikimedia.org/wiki/Special:FilePath/%C5%8Czono_Momoko.jpg,https://commons.wikimedia.org/wiki/File:%C5%8Czono_Momoko.jpg,Q50640297,ももちゅーぶ,実業家、YouTuberである。,380000,2026-08-15,,,,japan
570,大川泰雅,大川,オオカワ,family,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_725109d63c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_725109d63c.svg,Q124626023,Taiga Okawa大川泰雅の遊宙部,日本の俳優、TikToker。,529000,2026-08-15,,,,japan
570,大川泰雅,泰雅,タイガ,given,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_725109d63c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_725109d63c.svg,Q124626023,Taiga Okawa大川泰雅の遊宙部,日本の俳優、TikToker。,529000,2026-08-15,,,,japan
570,大川泰雅,大川泰雅,オオカワタイガ,full,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_725109d63c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_725109d63c.svg,Q124626023,Taiga Okawa大川泰雅の遊宙部,日本の俳優、TikToker。,529000,2026-08-15,,,,japan
571,大松絵美,大松,オオマツ,family,youtuber,NA,2017,current,http://commons.wikimedia.org/wiki/Special:FilePath/Ohmatsu_Emi_2017-06-25.jpg,https://commons.wikimedia.org/wiki/File:Ohmatsu_Emi_2017-06-25.jpg,Q30927684,エミリンチャンネル,女優、元お笑いタレント。,1900000,2026-08-15,,,,japan
571,大松絵美,絵美,エミ,given,youtuber,NA,2017,current,http://commons.wikimedia.org/wiki/Special:FilePath/Ohmatsu_Emi_2017-06-25.jpg,https://commons.wikimedia.org/wiki/File:Ohmatsu_Emi_2017-06-25.jpg,Q30927684,エミリンチャンネル,女優、元お笑いタレント。,1900000,2026-08-15,,,,japan
571,大松絵美,大松絵美,オオマツエミ,full,youtuber,NA,2017,current,http://commons.wikimedia.org/wiki/Special:FilePath/Ohmatsu_Emi_2017-06-25.jpg,https://commons.wikimedia.org/wiki/File:Ohmatsu_Emi_2017-06-25.jpg,Q30927684,エミリンチャンネル,女優、元お笑いタレント。,1900000,2026-08-15,,,,japan
572,大西玲央,大西,オオニシ,family,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_cc763e9928.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_cc763e9928.svg,Q107674127,NA,インタビュアー、スポーツライター、ポッドキャスター、YouTuber。,NA,NA,,,,japan
572,大西玲央,玲央,レオ,given,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_cc763e9928.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_cc763e9928.svg,Q107674127,NA,インタビュアー、スポーツライター、ポッドキャスター、YouTuber。,NA,NA,,,,japan
572,大西玲央,大西玲央,オオニシレオ,full,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_cc763e9928.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_cc763e9928.svg,Q107674127,NA,インタビュアー、スポーツライター、ポッドキャスター、YouTuber。,NA,NA,,,,japan
573,大貫詩織,大貫,オオヌキ,family,youtuber,NA,2019,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_396df76769.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_396df76769.svg,Q108109782,【性教育YouTuber】シオリーヌ,シオリーヌの名前でYouTuberとしても活動している。,187000,2026-08-15,,,,japan
573,大貫詩織,詩織,シオリ,given,youtuber,NA,2019,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_396df76769.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_396df76769.svg,Q108109782,【性教育YouTuber】シオリーヌ,シオリーヌの名前でYouTuberとしても活動している。,187000,2026-08-15,,,,japan
573,大貫詩織,大貫詩織,オオヌキシオリ,full,youtuber,NA,2019,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_396df76769.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_396df76769.svg,Q108109782,【性教育YouTuber】シオリーヌ,シオリーヌの名前でYouTuberとしても活動している。,187000,2026-08-15,,,,japan
576,天津いちは,天津,アマツ,family,youtuber,NA,NA,current,http://commons.wikimedia.org/wiki/Special:FilePath/Amatsu_Ichiha_01.png,https://commons.wikimedia.org/wiki/File:Amatsu_Ichiha_01.png,Q64782880,天津いちは,モデル、コスプレイヤー、YouTuber、TikToker。,267000,2026-08-15,,,,japan
576,天津いちは,いちは,イチハ,given,youtuber,NA,NA,current,http://commons.wikimedia.org/wiki/Special:FilePath/Amatsu_Ichiha_01.png,https://commons.wikimedia.org/wiki/File:Amatsu_Ichiha_01.png,Q64782880,天津いちは,モデル、コスプレイヤー、YouTuber、TikToker。,267000,2026-08-15,,,,japan
576,天津いちは,天津いちは,アマツイチハ,full,youtuber,NA,NA,current,http://commons.wikimedia.org/wiki/Special:FilePath/Amatsu_Ichiha_01.png,https://commons.wikimedia.org/wiki/File:Amatsu_Ichiha_01.png,Q64782880,天津いちは,モデル、コスプレイヤー、YouTuber、TikToker。,267000,2026-08-15,,,,japan
577,天道仁聞,天道,テンヂ,family,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_632d39ca06.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_632d39ca06.svg,Q136692999,NA,日本のカタカムナ研究者、著作家、YouTubeチャンネル運営者。,NA,NA,,,,japan
577,天道仁聞,仁聞,ニンモン,given,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_632d39ca06.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_632d39ca06.svg,Q136692999,NA,日本のカタカムナ研究者、著作家、YouTubeチャンネル運営者。,NA,NA,,,,japan
577,天道仁聞,天道仁聞,テンヂニンモン,full,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_632d39ca06.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_632d39ca06.svg,Q136692999,NA,日本のカタカムナ研究者、著作家、YouTubeチャンネル運営者。,NA,NA,,,,japan
578,奈良岡にこ,奈良岡,ナラオカ,family,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_0fabc30ab2.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_0fabc30ab2.svg,Q22129498,奈良岡にこ Channel,タレント、女優、モデル、YouTuber。,919000,2026-08-15,,,,japan
578,奈良岡にこ,にこ,ニコ,given,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_0fabc30ab2.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_0fabc30ab2.svg,Q22129498,奈良岡にこ Channel,タレント、女優、モデル、YouTuber。,919000,2026-08-15,,,,japan
578,奈良岡にこ,奈良岡にこ,ナラオカニコ,full,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_0fabc30ab2.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_0fabc30ab2.svg,Q22129498,奈良岡にこ Channel,タレント、女優、モデル、YouTuber。,919000,2026-08-15,,,,japan
579,奥野奏,奥野奏,オクノソウ,full,youtuber,NA,2016,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_73c1a49576.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_73c1a49576.svg,Q112238809,靴磨き芸人 奥野の『兎にも角にも靴磨き』,NA,97400,2026-08-15,,,,japan
580,如月蓮,如月,キサラギ,family,youtuber,宝塚歌劇団,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_6096297f7f.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_6096297f7f.svg,Q11446722,如月蓮 - ren room -,女優・歌手・YouTuber。,8910,2026-08-15,,,,japan
580,如月蓮,蓮,レン,given,youtuber,宝塚歌劇団,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_6096297f7f.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_6096297f7f.svg,Q11446722,如月蓮 - ren room -,女優・歌手・YouTuber。,8910,2026-08-15,,,,japan
580,如月蓮,如月蓮,キサラギレン,full,youtuber,宝塚歌劇団,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_6096297f7f.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_6096297f7f.svg,Q11446722,如月蓮 - ren room -,女優・歌手・YouTuber。,8910,2026-08-15,,,,japan
581,宇並哲也,宇並,ウナミ,family,youtuber,NA,2011,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_527c13f54a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_527c13f54a.svg,Q115529786,ウナ丼_STRUT_エンスーCARガイド,自動車評論家、編集者。,583000,2026-08-15,,,,japan
581,宇並哲也,哲也,テツヤ,given,youtuber,NA,2011,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_527c13f54a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_527c13f54a.svg,Q115529786,ウナ丼_STRUT_エンスーCARガイド,自動車評論家、編集者。,583000,2026-08-15,,,,japan
581,宇並哲也,宇並哲也,ウナミテツヤ,full,youtuber,NA,2011,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_527c13f54a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_527c13f54a.svg,Q115529786,ウナ丼_STRUT_エンスーCARガイド,自動車評論家、編集者。,583000,2026-08-15,,,,japan
582,宇佐見天彗,宇佐見,ウサミ,family,youtuber,NA,2016,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_95085d267e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_95085d267e.svg,Q123405300,PASSLABO in 東大医学部発「朝10分」の受験勉強cafe,PASSLABO名義で、主に大学受験に関する動画をYouTube上にアップロードしている。,1160000,2026-08-15,,,,japan
582,宇佐見天彗,天彗,スバル,given,youtuber,NA,2016,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_95085d267e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_95085d267e.svg,Q123405300,PASSLABO in 東大医学部発「朝10分」の受験勉強cafe,PASSLABO名義で、主に大学受験に関する動画をYouTube上にアップロードしている。,1160000,2026-08-15,,,,japan
582,宇佐見天彗,宇佐見天彗,ウサミスバル,full,youtuber,NA,2016,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_95085d267e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_95085d267e.svg,Q123405300,PASSLABO in 東大医学部発「朝10分」の受験勉強cafe,PASSLABO名義で、主に大学受験に関する動画をYouTube上にアップロードしている。,1160000,2026-08-15,,,,japan
583,宋世羅,宋,ソン,family,youtuber,NA,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_a2bc37c238.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_a2bc37c238.svg,Q112239437,宋世羅の羅針盤ちゃんねる,主にビジネスをテーマとして活動するYouTuberでもある。,535000,2026-08-15,,,,unknown
583,宋世羅,世羅,セラ,given,youtuber,NA,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_a2bc37c238.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_a2bc37c238.svg,Q112239437,宋世羅の羅針盤ちゃんねる,主にビジネスをテーマとして活動するYouTuberでもある。,535000,2026-08-15,,,,unknown
583,宋世羅,宋世羅,ソンセラ,full,youtuber,NA,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_a2bc37c238.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_a2bc37c238.svg,Q112239437,宋世羅の羅針盤ちゃんねる,主にビジネスをテーマとして活動するYouTuberでもある。,535000,2026-08-15,,,,unknown
584,宏洋,宏洋,ヒロシ,full,youtuber,NA,2019,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_5030b266ad.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_5030b266ad.svg,Q21018871,宏洋三代目復活のメインチャンネル,俳優、実業家、YouTuber。,173000,2026-08-15,,,,japan
585,実況者ねが本拠地,実況者ねが本拠地,ジッキョウシャネガホンキョチ,full,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_ca6e515ccc.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_ca6e515ccc.svg,Q136692765,実況者ねが本拠地,ゲーム実況者、YouTuber。,707000,2026-08-15,,,,japan
586,宮迫博之,宮迫,ミヤサコ,family,youtuber,ワンナイR&R/雨上がり決死隊,1989,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_2aa6310c6e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_2aa6310c6e.svg,Q1154140,宮迫ですッ!【宮迫博之】,元お笑いタレント。,1210000,2026-08-15,,,,japan
586,宮迫博之,博之,ヒロユキ,given,youtuber,ワンナイR&R/雨上がり決死隊,1989,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_2aa6310c6e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_2aa6310c6e.svg,Q1154140,宮迫ですッ!【宮迫博之】,元お笑いタレント。,1210000,2026-08-15,,,,japan
586,宮迫博之,宮迫博之,ミヤサコヒロユキ,full,youtuber,ワンナイR&R/雨上がり決死隊,1989,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_2aa6310c6e.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_2aa6310c6e.svg,Q1154140,宮迫ですッ!【宮迫博之】,元お笑いタレント。,1210000,2026-08-15,,,,japan
588,寺門ジモン,寺門,テラカド,family,youtuber,ダチョウ倶楽部,2020,current,http://commons.wikimedia.org/wiki/Special:FilePath/Jimon_Terakado_DachouClub20150404.jpg,https://commons.wikimedia.org/wiki/File:Jimon_Terakado_DachouClub20150404.jpg,Q11458095,寺門ジモンのウザちゃんねる,お笑いタレント、俳優、映画監督、YouTuber。,373000,2026-08-15,,,,japan
