id,original,surface,pronunciation,type,category,org,debut_year,status,image,image_page,wikidata,channel,description,subscribers,subscribers_as_of,image_credit,image_usage,image_terms_page,scope
475,ローレン・グレイ,ローレン・グレイ,ローレン・グレイ,full,youtuber,NA,2015,current,http://commons.wikimedia.org/wiki/Special:FilePath/2023_-_Centre_Stage_SAM_9438_%2853331112032%29_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:2023_-_Centre_Stage_SAM_9438_%2853331112032%29_%28cropped%29.jpg,Q56043305,Loren Gray,アメリカのシンガーソングライター。,3580000,2026-08-15,,,,global
479,一木花漣,一木,イチキ,family,youtuber,NA,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_56faeeb654.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_56faeeb654.svg,Q118338487,一木花漣のフルフッキング TV,アングラーズアイドル、YouTuber、女優。,43600,2026-08-15,,,,japan
479,一木花漣,花漣,カレン,given,youtuber,NA,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_56faeeb654.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_56faeeb654.svg,Q118338487,一木花漣のフルフッキング TV,アングラーズアイドル、YouTuber、女優。,43600,2026-08-15,,,,japan
479,一木花漣,一木花漣,イチキカレン,full,youtuber,NA,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_56faeeb654.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_56faeeb654.svg,Q118338487,一木花漣のフルフッキング TV,アングラーズアイドル、YouTuber、女優。,43600,2026-08-15,,,,japan
481,三好美羽,三好,ミヨシ,family,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_d7e9aa083c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_d7e9aa083c.svg,Q117354258,NA,陸上競技系YouTuber。100m女子中学日本記録保持者。,NA,NA,,,,japan
481,三好美羽,美羽,ミワ,given,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_d7e9aa083c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_d7e9aa083c.svg,Q117354258,NA,陸上競技系YouTuber。100m女子中学日本記録保持者。,NA,NA,,,,japan
481,三好美羽,三好美羽,ミヨシミワ,full,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_d7e9aa083c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_d7e9aa083c.svg,Q117354258,NA,陸上競技系YouTuber。100m女子中学日本記録保持者。,NA,NA,,,,japan
482,三谷三四郎,三谷,ミタニ,family,youtuber,ぷ,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_fd8a116aca.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_fd8a116aca.svg,Q109601939,街録ch〜あなたの人生、教えて下さい〜,ディレクター、YouTuber。,1900000,2026-08-15,,,,japan
482,三谷三四郎,三四郎,サンシロウ,given,youtuber,ぷ,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_fd8a116aca.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_fd8a116aca.svg,Q109601939,街録ch〜あなたの人生、教えて下さい〜,ディレクター、YouTuber。,1900000,2026-08-15,,,,japan
482,三谷三四郎,三谷三四郎,ミタニサンシロウ,full,youtuber,ぷ,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_fd8a116aca.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_fd8a116aca.svg,Q109601939,街録ch〜あなたの人生、教えて下さい〜,ディレクター、YouTuber。,1900000,2026-08-15,,,,japan
484,上原浩治,上原,ウエハラ,family,youtuber,NA,2020,current,http://commons.wikimedia.org/wiki/Special:FilePath/Koji_UEHARA_210819.png,https://commons.wikimedia.org/wiki/File:Koji_UEHARA_210819.png,Q1194501,上原浩治の雑談魂,加えて2002年にも沢村賞を受賞、2度目となるセ・リーグのベストナインに選出されている。,1190000,2026-08-15,,,,japan
484,上原浩治,浩治,コウジ,given,youtuber,NA,2020,current,http://commons.wikimedia.org/wiki/Special:FilePath/Koji_UEHARA_210819.png,https://commons.wikimedia.org/wiki/File:Koji_UEHARA_210819.png,Q1194501,上原浩治の雑談魂,加えて2002年にも沢村賞を受賞、2度目となるセ・リーグのベストナインに選出されている。,1190000,2026-08-15,,,,japan
484,上原浩治,上原浩治,ウエハラコウジ,full,youtuber,NA,2020,current,http://commons.wikimedia.org/wiki/Special:FilePath/Koji_UEHARA_210819.png,https://commons.wikimedia.org/wiki/File:Koji_UEHARA_210819.png,Q1194501,上原浩治の雑談魂,加えて2002年にも沢村賞を受賞、2度目となるセ・リーグのベストナインに選出されている。,1190000,2026-08-15,,,,japan
485,上矢えり奈,上矢,カミヤ,family,youtuber,NA,2021,current,http://commons.wikimedia.org/wiki/Special:FilePath/KAMIYAERINA20151005.jpg,https://commons.wikimedia.org/wiki/File:KAMIYAERINA20151005.jpg,Q11590826,にゃんえり【裏】,タレント、女優、YouTuber、元グラビアアイドル。,4780,2026-08-15,,,,japan
485,上矢えり奈,えり奈,エリナ,given,youtuber,NA,2021,current,http://commons.wikimedia.org/wiki/Special:FilePath/KAMIYAERINA20151005.jpg,https://commons.wikimedia.org/wiki/File:KAMIYAERINA20151005.jpg,Q11590826,にゃんえり【裏】,タレント、女優、YouTuber、元グラビアアイドル。,4780,2026-08-15,,,,japan
485,上矢えり奈,上矢えり奈,カミヤエリナ,full,youtuber,NA,2021,current,http://commons.wikimedia.org/wiki/Special:FilePath/KAMIYAERINA20151005.jpg,https://commons.wikimedia.org/wiki/File:KAMIYAERINA20151005.jpg,Q11590826,にゃんえり【裏】,タレント、女優、YouTuber、元グラビアアイドル。,4780,2026-08-15,,,,japan
486,上西萌々,上西,ウエニシ,family,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_16f314805c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_16f314805c.svg,Q126945968,上西萌々official,女性タレント、インフルエンサー、グラビアモデル、YouTuber。,6130,2026-08-15,,,,japan
486,上西萌々,萌々,モモ,given,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_16f314805c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_16f314805c.svg,Q126945968,上西萌々official,女性タレント、インフルエンサー、グラビアモデル、YouTuber。,6130,2026-08-15,,,,japan
486,上西萌々,上西萌々,ウエニシモモ,full,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_16f314805c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_16f314805c.svg,Q126945968,上西萌々official,女性タレント、インフルエンサー、グラビアモデル、YouTuber。,6130,2026-08-15,,,,japan
487,下ヨシ子,下,シモ,family,youtuber,NA,2018,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_76d88df3fd.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_76d88df3fd.svg,Q17159575,下ヨシ子心霊研究所,日本の作家である。,141000,2026-08-15,,,,japan
487,下ヨシ子,ヨシ子,ヨシコ,given,youtuber,NA,2018,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_76d88df3fd.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_76d88df3fd.svg,Q17159575,下ヨシ子心霊研究所,日本の作家である。,141000,2026-08-15,,,,japan
487,下ヨシ子,下ヨシ子,シモヨシコ,full,youtuber,NA,2018,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_76d88df3fd.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_76d88df3fd.svg,Q17159575,下ヨシ子心霊研究所,日本の作家である。,141000,2026-08-15,,,,japan
488,与国秀行,与国,ヨクニ,family,youtuber,武士道,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_8f2600e932.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_8f2600e932.svg,Q24875305,NA,宗教家、元格闘家。,NA,NA,,,,japan
488,与国秀行,秀行,ヒデユキ,given,youtuber,武士道,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_8f2600e932.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_8f2600e932.svg,Q24875305,NA,宗教家、元格闘家。,NA,NA,,,,japan
488,与国秀行,与国秀行,ヨクニヒデユキ,full,youtuber,武士道,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_8f2600e932.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_8f2600e932.svg,Q24875305,NA,宗教家、元格闘家。,NA,NA,,,,japan
489,横澤真人,横澤,ヨコサワ,family,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_ec6cc307db.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_ec6cc307db.svg,,世界のヨコサワ,主に世界中のカジノをめぐる様子や、海外のトーナメントで優勝する様子が投稿されている。,1030000,2026-08-15,,,,unknown
489,横澤真人,真人,マサト,given,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_ec6cc307db.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_ec6cc307db.svg,,世界のヨコサワ,主に世界中のカジノをめぐる様子や、海外のトーナメントで優勝する様子が投稿されている。,1030000,2026-08-15,,,,unknown
489,横澤真人,横澤真人,ヨコサワマサト,full,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_ec6cc307db.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_ec6cc307db.svg,,世界のヨコサワ,主に世界中のカジノをめぐる様子や、海外のトーナメントで優勝する様子が投稿されている。,1030000,2026-08-15,,,,unknown
490,中井健介,中井,ナカイ,family,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_ce5e08373c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_ce5e08373c.svg,Q105704015,中井健介の明日から使える!!フットサルテクニック,日本国籍のフットサル選手、YouTuber。,37100,2026-08-15,,,,japan
490,中井健介,健介,ケンスケ,given,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_ce5e08373c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_ce5e08373c.svg,Q105704015,中井健介の明日から使える!!フットサルテクニック,日本国籍のフットサル選手、YouTuber。,37100,2026-08-15,,,,japan
490,中井健介,中井健介,ナカイケンスケ,full,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_ce5e08373c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_ce5e08373c.svg,Q105704015,中井健介の明日から使える!!フットサルテクニック,日本国籍のフットサル選手、YouTuber。,37100,2026-08-15,,,,japan
491,中島小百合,中島,ナカジマ,family,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_8df1ba43f3.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_8df1ba43f3.svg,Q102246842,ユリの英語発音チャンネル,女性アメリカ英語発音トレーナー、翻訳家、通訳、YouTuber、TikToker。音楽関係の通訳、翻訳家としても活動。,5330,2026-08-15,,,,japan
491,中島小百合,小百合,サユリ,given,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_8df1ba43f3.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_8df1ba43f3.svg,Q102246842,ユリの英語発音チャンネル,女性アメリカ英語発音トレーナー、翻訳家、通訳、YouTuber、TikToker。音楽関係の通訳、翻訳家としても活動。,5330,2026-08-15,,,,japan
491,中島小百合,中島小百合,ナカジマサユリ,full,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_8df1ba43f3.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_8df1ba43f3.svg,Q102246842,ユリの英語発音チャンネル,女性アメリカ英語発音トレーナー、翻訳家、通訳、YouTuber、TikToker。音楽関係の通訳、翻訳家としても活動。,5330,2026-08-15,,,,japan
492,中澤達也,中澤,ナカザワ,family,youtuber,NA,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_42b4b6d5cf.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_42b4b6d5cf.svg,Q112238430,中澤達也,俳優、格闘家、YouTuber。,18400,2026-08-15,,,,japan
492,中澤達也,達也,タツヤ,given,youtuber,NA,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_42b4b6d5cf.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_42b4b6d5cf.svg,Q112238430,中澤達也,俳優、格闘家、YouTuber。,18400,2026-08-15,,,,japan
492,中澤達也,中澤達也,ナカザワタツヤ,full,youtuber,NA,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_42b4b6d5cf.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_42b4b6d5cf.svg,Q112238430,中澤達也,俳優、格闘家、YouTuber。,18400,2026-08-15,,,,japan
493,中田敦彦,中田,ナカタ,family,youtuber,RADIO FISH/オリエンタルラジオ,2018,current,http://commons.wikimedia.org/wiki/Special:FilePath/Nakata_Atsuhiko_official_portrait_2023.png,https://commons.wikimedia.org/wiki/File:Nakata_Atsuhiko_official_portrait_2023.png,Q11366701,中田敦彦のYouTube大学 - NAKATA UNIVERSITY,お笑いコンビとしてはオリエンタルラジオ（相方は藤森慎吾）、歌手としてはダンス&ボーカルグループ・RADIO FISH。,5480000,2026-08-15,,,,japan
493,中田敦彦,敦彦,アツヒコ,given,youtuber,RADIO FISH/オリエンタルラジオ,2018,current,http://commons.wikimedia.org/wiki/Special:FilePath/Nakata_Atsuhiko_official_portrait_2023.png,https://commons.wikimedia.org/wiki/File:Nakata_Atsuhiko_official_portrait_2023.png,Q11366701,中田敦彦のYouTube大学 - NAKATA UNIVERSITY,お笑いコンビとしてはオリエンタルラジオ（相方は藤森慎吾）、歌手としてはダンス&ボーカルグループ・RADIO FISH。,5480000,2026-08-15,,,,japan
493,中田敦彦,中田敦彦,ナカタアツヒコ,full,youtuber,RADIO FISH/オリエンタルラジオ,2018,current,http://commons.wikimedia.org/wiki/Special:FilePath/Nakata_Atsuhiko_official_portrait_2023.png,https://commons.wikimedia.org/wiki/File:Nakata_Atsuhiko_official_portrait_2023.png,Q11366701,中田敦彦のYouTube大学 - NAKATA UNIVERSITY,お笑いコンビとしてはオリエンタルラジオ（相方は藤森慎吾）、歌手としてはダンス&ボーカルグループ・RADIO FISH。,5480000,2026-08-15,,,,japan
494,中野優作,中野,ナカノ,family,youtuber,NA,2021,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_db2a3655da.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_db2a3655da.svg,Q132431651,中野優作 / CAR and LIFE.,起業家、YouTuber。,549000,2026-08-15,,,,japan
494,中野優作,優作,ユウサク,given,youtuber,NA,2021,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_db2a3655da.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_db2a3655da.svg,Q132431651,中野優作 / CAR and LIFE.,起業家、YouTuber。,549000,2026-08-15,,,,japan
494,中野優作,中野優作,ナカノユウサク,full,youtuber,NA,2021,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_db2a3655da.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_db2a3655da.svg,Q132431651,中野優作 / CAR and LIFE.,起業家、YouTuber。,549000,2026-08-15,,,,japan
495,丸山礼,丸山,マルヤマ,family,youtuber,NA,2013,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_29e1c4bded.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_29e1c4bded.svg,Q26044847,丸山礼チャンネル,日本のものまねタレント、お笑いタレントである。,1260000,2026-08-15,,,,japan
495,丸山礼,礼,レイ,given,youtuber,NA,2013,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_29e1c4bded.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_29e1c4bded.svg,Q26044847,丸山礼チャンネル,日本のものまねタレント、お笑いタレントである。,1260000,2026-08-15,,,,japan
495,丸山礼,丸山礼,マルヤマレイ,full,youtuber,NA,2013,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_29e1c4bded.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_29e1c4bded.svg,Q26044847,丸山礼チャンネル,日本のものまねタレント、お笑いタレントである。,1260000,2026-08-15,,,,japan
496,丸竹夷,丸竹夷,マルタケエビス,full,youtuber,NA,2019,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_b65628ddb4.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_b65628ddb4.svg,Q118893730,YouTube高校 / 日本史・世界史,教育者、YouTuber。,699000,2026-08-15,,,,japan
497,丹生明里,丹生,ニブ,family,youtuber,日向坂46,2017,current,http://commons.wikimedia.org/wiki/Special:FilePath/Akari_Nibu_HINATAFES2024_01.jpg,https://commons.wikimedia.org/wiki/File:Akari_Nibu_HINATAFES2024_01.jpg,Q95547987,にぶちゃんねる,タレント、女優、ラジオパーソナリティ、YouTuberである。,112000,2026-08-15,,,,japan
497,丹生明里,明里,アカリ,given,youtuber,日向坂46,2017,current,http://commons.wikimedia.org/wiki/Special:FilePath/Akari_Nibu_HINATAFES2024_01.jpg,https://commons.wikimedia.org/wiki/File:Akari_Nibu_HINATAFES2024_01.jpg,Q95547987,にぶちゃんねる,タレント、女優、ラジオパーソナリティ、YouTuberである。,112000,2026-08-15,,,,japan
497,丹生明里,丹生明里,ニブアカリ,full,youtuber,日向坂46,2017,current,http://commons.wikimedia.org/wiki/Special:FilePath/Akari_Nibu_HINATAFES2024_01.jpg,https://commons.wikimedia.org/wiki/File:Akari_Nibu_HINATAFES2024_01.jpg,Q95547987,にぶちゃんねる,タレント、女優、ラジオパーソナリティ、YouTuberである。,112000,2026-08-15,,,,japan
498,久保田雅人,久保田,クボタ,family,youtuber,NA,2019,current,http://commons.wikimedia.org/wiki/Special:FilePath/Masato_Kubota.jpg,https://commons.wikimedia.org/wiki/File:Masato_Kubota.jpg,Q11369136,ワクワクチャンネルseason2,日本のタレント、声優。,192000,2026-08-15,,,,japan
498,久保田雅人,雅人,マサト,given,youtuber,NA,2019,current,http://commons.wikimedia.org/wiki/Special:FilePath/Masato_Kubota.jpg,https://commons.wikimedia.org/wiki/File:Masato_Kubota.jpg,Q11369136,ワクワクチャンネルseason2,日本のタレント、声優。,192000,2026-08-15,,,,japan
498,久保田雅人,久保田雅人,クボタマサト,full,youtuber,NA,2019,current,http://commons.wikimedia.org/wiki/Special:FilePath/Masato_Kubota.jpg,https://commons.wikimedia.org/wiki/File:Masato_Kubota.jpg,Q11369136,ワクワクチャンネルseason2,日本のタレント、声優。,192000,2026-08-15,,,,japan
500,久慈六郎,久慈,クジ,family,youtuber,NA,2021,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_540979cf93.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_540979cf93.svg,Q135690055,ロト6で3億2000万当てた男・久慈六郎の「還暦からの再出発」Kujiroku Traveler,作家、ブロガー、YouTuber。,2520,2026-08-15,,,,japan
500,久慈六郎,六郎,ロクロウ,given,youtuber,NA,2021,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_540979cf93.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_540979cf93.svg,Q135690055,ロト6で3億2000万当てた男・久慈六郎の「還暦からの再出発」Kujiroku Traveler,作家、ブロガー、YouTuber。,2520,2026-08-15,,,,japan
500,久慈六郎,久慈六郎,クジロクロウ,full,youtuber,NA,2021,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_540979cf93.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_540979cf93.svg,Q135690055,ロト6で3億2000万当てた男・久慈六郎の「還暦からの再出発」Kujiroku Traveler,作家、ブロガー、YouTuber。,2520,2026-08-15,,,,japan
501,亀井有馬,亀井,カメイ,family,youtuber,NA,2017,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_aee91b0e56.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_aee91b0e56.svg,Q27150571,亀井有馬,元俳優、YouTuber、元ゲーム実況者。,60000,2026-08-15,,,,japan
501,亀井有馬,有馬,ユウマ,given,youtuber,NA,2017,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_aee91b0e56.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_aee91b0e56.svg,Q27150571,亀井有馬,元俳優、YouTuber、元ゲーム実況者。,60000,2026-08-15,,,,japan
501,亀井有馬,亀井有馬,カメイユウマ,full,youtuber,NA,2017,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_aee91b0e56.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_aee91b0e56.svg,Q27150571,亀井有馬,元俳優、YouTuber、元ゲーム実況者。,60000,2026-08-15,,,,japan
502,五彩緋夏,五彩,ゴサイ,family,youtuber,NA,2015,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_32c5adb29d.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_32c5adb29d.svg,Q111280247,五彩緋夏 ひなちゃん5しゃい,旧活動名はひなちゃん5しゃい。,857000,2026-08-15,,,,japan
502,五彩緋夏,緋夏,ヒナ,given,youtuber,NA,2015,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_32c5adb29d.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_32c5adb29d.svg,Q111280247,五彩緋夏 ひなちゃん5しゃい,旧活動名はひなちゃん5しゃい。,857000,2026-08-15,,,,japan
502,五彩緋夏,五彩緋夏,ゴサイヒナ,full,youtuber,NA,2015,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_32c5adb29d.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_32c5adb29d.svg,Q111280247,五彩緋夏 ひなちゃん5しゃい,旧活動名はひなちゃん5しゃい。,857000,2026-08-15,,,,japan
503,井たくま,井,イ,family,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_e4fd743c9a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_e4fd743c9a.svg,Q138548804,ニート医師「井たくま」チャンネル,医師およびお笑い芸人、YouTuber。,541000,2026-08-15,,,,japan
503,井たくま,たくま,タクマ,given,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_e4fd743c9a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_e4fd743c9a.svg,Q138548804,ニート医師「井たくま」チャンネル,医師およびお笑い芸人、YouTuber。,541000,2026-08-15,,,,japan
503,井たくま,井たくま,イタクマ,full,youtuber,NA,NA,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_e4fd743c9a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_e4fd743c9a.svg,Q138548804,ニート医師「井たくま」チャンネル,医師およびお笑い芸人、YouTuber。,541000,2026-08-15,,,,japan
504,井上真梨子,井上,イノウエ,family,youtuber,NA,2021,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_223d85d8d6.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_223d85d8d6.svg,Q113565915,まりこ先生の日常美容塾,美容外科医、美容皮膚科医、YouTuber。,22200,2026-08-15,,,,japan
504,井上真梨子,真梨子,マリコ,given,youtuber,NA,2021,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_223d85d8d6.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_223d85d8d6.svg,Q113565915,まりこ先生の日常美容塾,美容外科医、美容皮膚科医、YouTuber。,22200,2026-08-15,,,,japan
504,井上真梨子,井上真梨子,イノウエマリコ,full,youtuber,NA,2021,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_223d85d8d6.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_223d85d8d6.svg,Q113565915,まりこ先生の日常美容塾,美容外科医、美容皮膚科医、YouTuber。,22200,2026-08-15,,,,japan
505,井口眞緒,井口,イグチ,family,youtuber,日向坂46,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_4906a450b3.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_4906a450b3.svg,Q89408963,限界ママちゃんねる【井口眞緒】,日本のタレント、元アイドルである。,82500,2026-08-15,,,,japan
505,井口眞緒,眞緒,マオ,given,youtuber,日向坂46,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_4906a450b3.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_4906a450b3.svg,Q89408963,限界ママちゃんねる【井口眞緒】,日本のタレント、元アイドルである。,82500,2026-08-15,,,,japan
505,井口眞緒,井口眞緒,イグチマオ,full,youtuber,日向坂46,2020,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_4906a450b3.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_4906a450b3.svg,Q89408963,限界ママちゃんねる【井口眞緒】,日本のタレント、元アイドルである。,82500,2026-08-15,,,,japan
506,井村俊哉,井村,イムラ,family,youtuber,NA,2019,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_39dbbc688c.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_39dbbc688c.svg,Q108776528,【休止】Zeppy投資ちゃんねる,投資家、中小企業診断士、YouTuber、元お笑いタレント。,157000,2026-08-15,,,,japan
