id,original,surface,pronunciation,type,school_type,founder,prefecture,city,status,code,wikidata
0,北海道教育大学附属函館幼稚園,北海道教育大学附属函館幼稚園,ホッカイドウキョウイクダイガクフゾクハコダテヨウチエン,common,幼稚園,国立,北海道,函館市,current,A101110000012,Q11402759
0,北海道教育大学附属函館幼稚園,北海道教育大学附属函館,ホッカイドウキョウイクダイガクフゾクハコダテ,name,幼稚園,国立,北海道,函館市,current,A101110000012,Q11402759
1,北海道教育大学附属旭川幼稚園,北海道教育大学附属旭川幼稚園,ホッカイドウキョウイクダイガクフゾクアサヒカワヨウチエン,common,幼稚園,国立,北海道,旭川市,current,A101110000021,Q11402762
1,北海道教育大学附属旭川幼稚園,北海道教育大学附属旭川,ホッカイドウキョウイクダイガクフゾクアサヒカワ,name,幼稚園,国立,北海道,旭川市,current,A101110000021,Q11402762
2,札幌市立手稲中央幼稚園,手稲中央幼稚園,,common,幼稚園,公立,北海道,札幌市,former,A101210000010,
2,札幌市立手稲中央幼稚園,手稲中央,,name,幼稚園,公立,北海道,札幌市,former,A101210000010,
3,札幌市立中央幼稚園,中央幼稚園,,common,幼稚園,公立,北海道,札幌市,current,A101210110017,
3,札幌市立中央幼稚園,中央,,name,幼稚園,公立,北海道,札幌市,current,A101210110017,
4,札幌市立白楊幼稚園,白楊幼稚園,,common,幼稚園,公立,北海道,札幌市,current,A101210220014,
4,札幌市立白楊幼稚園,白楊,,name,幼稚園,公立,北海道,札幌市,current,A101210220014,
5,札幌市立ひがしなえぼ幼稚園,ひがしなえぼ幼稚園,,common,幼稚園,公立,北海道,札幌市,former,A101210330020,
5,札幌市立ひがしなえぼ幼稚園,ひがしなえぼ,,name,幼稚園,公立,北海道,札幌市,former,A101210330020,
6,札幌市立きくすいもとまち幼稚園,きくすいもとまち幼稚園,,common,幼稚園,公立,北海道,札幌市,current,A101210440027,
6,札幌市立きくすいもとまち幼稚園,きくすいもとまち,,name,幼稚園,公立,北海道,札幌市,current,A101210440027,
7,札幌市立かっこう幼稚園,かっこう幼稚園,,common,幼稚園,公立,北海道,札幌市,current,A101210550103,
7,札幌市立かっこう幼稚園,かっこう,,name,幼稚園,公立,北海道,札幌市,current,A101210550103,
8,札幌市立もいわ幼稚園,もいわ幼稚園,,common,幼稚園,公立,北海道,札幌市,former,A101210660011,
8,札幌市立もいわ幼稚園,もいわ,,name,幼稚園,公立,北海道,札幌市,former,A101210660011,
9,札幌市立はまなす幼稚園,はまなす幼稚園,ハマナスヨウチエン,common,幼稚園,公立,北海道,札幌市,current,A101210770027,Q11521292
9,札幌市立はまなす幼稚園,はまなす,ハマナス,name,幼稚園,公立,北海道,札幌市,current,A101210770027,Q11521292
10,札幌市立あつべつきた幼稚園,あつべつきた幼稚園,,common,幼稚園,公立,北海道,札幌市,former,A101210845028,
10,札幌市立あつべつきた幼稚園,あつべつきた,,name,幼稚園,公立,北海道,札幌市,former,A101210845028,
11,函館市立戸井幼稚園,戸井幼稚園,,common,幼稚園,公立,北海道,函館市,current,A101220200017,
11,函館市立戸井幼稚園,戸井,,name,幼稚園,公立,北海道,函館市,current,A101220200017,
12,釧路市立認定こども園阿寒幼稚園,認定こども園阿寒幼稚園,,common,幼稚園,公立,北海道,釧路市,current,A101220600193,
12,釧路市立認定こども園阿寒幼稚園,阿寒,,name,幼稚園,公立,北海道,釧路市,current,A101220600193,
13,釧路市立マリモ幼稚園,マリモ幼稚園,,common,幼稚園,公立,北海道,釧路市,current,A101220600200,
13,釧路市立マリモ幼稚園,マリモ,,name,幼稚園,公立,北海道,釧路市,current,A101220600200,
14,夕張市立ユーパロ幼稚園,ユーパロ幼稚園,,common,幼稚園,公立,北海道,夕張市,former,A101220900010,
14,夕張市立ユーパロ幼稚園,ユーパロ,,name,幼稚園,公立,北海道,夕張市,former,A101220900010,
15,赤平市立赤平幼稚園,赤平幼稚園,,common,幼稚園,公立,北海道,赤平市,current,A101221800019,
15,赤平市立赤平幼稚園,赤平,,name,幼稚園,公立,北海道,赤平市,current,A101221800019,
16,知内町立知内幼稚園,知内幼稚園,,common,幼稚園,公立,北海道,知内町,former,A101233300019,
16,知内町立知内幼稚園,知内,,name,幼稚園,公立,北海道,知内町,former,A101233300019,
17,鹿部町立しかべ幼稚園,しかべ幼稚園,,common,幼稚園,公立,北海道,鹿部町,current,A101234300017,
17,鹿部町立しかべ幼稚園,しかべ,,name,幼稚園,公立,北海道,鹿部町,current,A101234300017,
18,森町立さわら幼稚園,さわら幼稚園,,common,幼稚園,公立,北海道,森町,current,A101234500015,
18,森町立さわら幼稚園,さわら,,name,幼稚園,公立,北海道,森町,current,A101234500015,
19,森町立森幼稚園,森幼稚園,,common,幼稚園,公立,北海道,森町,current,A101234500024,
19,森町立森幼稚園,森,,name,幼稚園,公立,北海道,森町,current,A101234500024,
20,奥尻町立奥尻幼稚園,奥尻幼稚園,,common,幼稚園,公立,北海道,奥尻町,current,A101236700018,
20,奥尻町立奥尻幼稚園,奥尻,,name,幼稚園,公立,北海道,奥尻町,current,A101236700018,
21,奥尻町立青苗幼稚園,青苗幼稚園,,common,幼稚園,公立,北海道,奥尻町,current,A101236700027,
21,奥尻町立青苗幼稚園,青苗,,name,幼稚園,公立,北海道,奥尻町,current,A101236700027,
22,ニセコ町立ニセコ町幼児センター,ニセコ町幼児センター,,common,幼稚園,公立,北海道,ニセコ町,current,A101239500014,
23,共和町立南幼稚園,南幼稚園,,common,幼稚園,公立,北海道,共和町,current,A101240100016,
23,共和町立南幼稚園,南,,name,幼稚園,公立,北海道,共和町,current,A101240100016,
24,共和町立北幼稚園,北幼稚園,,common,幼稚園,公立,北海道,共和町,current,A101240100025,
24,共和町立北幼稚園,北,,name,幼稚園,公立,北海道,共和町,current,A101240100025,
25,東神楽町立東神楽幼稚園,東神楽幼稚園,,common,幼稚園,公立,北海道,東神楽町,former,A101245300013,
25,東神楽町立東神楽幼稚園,東神楽,,name,幼稚園,公立,北海道,東神楽町,former,A101245300013,
26,当麻町立当麻幼稚園,当麻幼稚園,,common,幼稚園,公立,北海道,当麻町,current,A101245400012,
26,当麻町立当麻幼稚園,当麻,,name,幼稚園,公立,北海道,当麻町,current,A101245400012,
27,愛別町立愛別幼稚園,愛別幼稚園,,common,幼稚園,公立,北海道,愛別町,former,A101245600010,
27,愛別町立愛別幼稚園,愛別,,name,幼稚園,公立,北海道,愛別町,former,A101245600010,
28,東川町立東川幼稚園,東川幼稚園,,common,幼稚園,公立,北海道,東川町,former,A101245800018,
28,東川町立東川幼稚園,東川,,name,幼稚園,公立,北海道,東川町,former,A101245800018,
29,音威子府村立音威子府幼稚園,音威子府幼稚園,,common,幼稚園,公立,北海道,音威子府村,current,A101247000012,
29,音威子府村立音威子府幼稚園,音威子府,,name,幼稚園,公立,北海道,音威子府村,current,A101247000012,
30,小平町立小平幼稚園,小平幼稚園,,common,幼稚園,公立,北海道,小平町,current,A101248200018,
30,小平町立小平幼稚園,小平,,name,幼稚園,公立,北海道,小平町,current,A101248200018,
31,小平町立鬼鹿幼稚園,鬼鹿幼稚園,,common,幼稚園,公立,北海道,小平町,former,A101248200027,
31,小平町立鬼鹿幼稚園,鬼鹿,,name,幼稚園,公立,北海道,小平町,former,A101248200027,
32,大空町立女満別幼稚園,女満別幼稚園,,common,幼稚園,公立,北海道,大空町,former,A101256400019,
32,大空町立女満別幼稚園,女満別,,name,幼稚園,公立,北海道,大空町,former,A101256400019,
33,大空町立東藻琴幼稚園,東藻琴幼稚園,,common,幼稚園,公立,北海道,大空町,former,A101256400028,
33,大空町立東藻琴幼稚園,東藻琴,,name,幼稚園,公立,北海道,大空町,former,A101256400028,
34,新得町立新得幼稚園,新得幼稚園,,common,幼稚園,公立,北海道,新得町,former,A101263500014,
34,新得町立新得幼稚園,新得,,name,幼稚園,公立,北海道,新得町,former,A101263500014,
35,清水町立清水幼稚園,清水幼稚園,,common,幼稚園,公立,北海道,清水町,former,A101263600013,
35,清水町立清水幼稚園,清水,,name,幼稚園,公立,北海道,清水町,former,A101263600013,
36,更別村立更別幼稚園,更別幼稚園,,common,幼稚園,公立,北海道,更別村,current,A101263900010,
36,更別村立更別幼稚園,更別,,name,幼稚園,公立,北海道,更別村,current,A101263900010,
37,認定こども園上更別幼稚園,認定こども園上更別幼稚園,,common,幼稚園,公立,北海道,更別村,current,A101263900029,
37,認定こども園上更別幼稚園,上更別,,name,幼稚園,公立,北海道,更別村,current,A101263900029,
38,幕別町立わかば幼稚園,わかば幼稚園,,common,幼稚園,公立,北海道,幕別町,former,A101264300023,
38,幕別町立わかば幼稚園,わかば,,name,幼稚園,公立,北海道,幕別町,former,A101264300023,
39,浦幌町立浦幌幼稚園,浦幌幼稚園,,common,幼稚園,公立,北海道,浦幌町,former,A101264900018,
39,浦幌町立浦幌幼稚園,浦幌,,name,幼稚園,公立,北海道,浦幌町,former,A101264900018,
40,標茶町立標茶幼稚園,標茶幼稚園,,common,幼稚園,公立,北海道,標茶町,former,A101266400018,
40,標茶町立標茶幼稚園,標茶,,name,幼稚園,公立,北海道,標茶町,former,A101266400018,
41,認定こども園中西別幼稚園,認定こども園中西別幼稚園,,common,幼稚園,公立,北海道,別海町,former,A101269100024,
41,認定こども園中西別幼稚園,中西別,,name,幼稚園,公立,北海道,別海町,former,A101269100024,
42,認定こども園上西春別幼稚園,認定こども園上西春別幼稚園,,common,幼稚園,公立,北海道,別海町,current,A101269100033,
42,認定こども園上西春別幼稚園,上西春別,,name,幼稚園,公立,北海道,別海町,current,A101269100033,
43,認定こども園野付幼稚園,認定こども園野付幼稚園,,common,幼稚園,公立,北海道,別海町,current,A101269100042,
43,認定こども園野付幼稚園,野付,,name,幼稚園,公立,北海道,別海町,current,A101269100042,
44,中標津町立計根別幼稚園,計根別幼稚園,,common,幼稚園,公立,北海道,中標津町,current,A101269200041,
44,中標津町立計根別幼稚園,計根別,,name,幼稚園,公立,北海道,中標津町,current,A101269200041,
45,羅臼町立羅臼幼稚園,羅臼幼稚園,,common,幼稚園,公立,北海道,羅臼町,former,A101269400012,
45,羅臼町立羅臼幼稚園,羅臼,,name,幼稚園,公立,北海道,羅臼町,former,A101269400012,
46,羅臼町立春松幼稚園,春松幼稚園,,common,幼稚園,公立,北海道,羅臼町,former,A101269400021,
46,羅臼町立春松幼稚園,春松,,name,幼稚園,公立,北海道,羅臼町,former,A101269400021,
47,羅臼町立知床未来幼稚園,知床未来幼稚園,,common,幼稚園,公立,北海道,羅臼町,current,A101269400030,
47,羅臼町立知床未来幼稚園,知床未来,,name,幼稚園,公立,北海道,羅臼町,current,A101269400030,
48,札幌ルンビニー幼稚園,札幌ルンビニー幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310000027,
48,札幌ルンビニー幼稚園,札幌ルンビニー,,name,幼稚園,私立,北海道,札幌市,current,A101310000027,
49,札幌大谷第二幼稚園,札幌大谷第二幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310100017,
49,札幌大谷第二幼稚園,札幌大谷第二,,name,幼稚園,私立,北海道,札幌市,current,A101310100017,
50,桑園幼稚園,桑園幼稚園,,common,幼稚園,私立,北海道,札幌市,former,A101310100026,
50,桑園幼稚園,桑園,,name,幼稚園,私立,北海道,札幌市,former,A101310100026,
51,大通幼稚園,大通幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310100035,
51,大通幼稚園,大通,,name,幼稚園,私立,北海道,札幌市,current,A101310100035,
52,ひかり幼稚園,ひかり幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310100044,
52,ひかり幼稚園,ひかり,,name,幼稚園,私立,北海道,札幌市,current,A101310100044,
53,めばえ幼稚園,めばえ幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310100053,
53,めばえ幼稚園,めばえ,,name,幼稚園,私立,北海道,札幌市,current,A101310100053,
54,こひつじ幼稚園,こひつじ幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310100062,
54,こひつじ幼稚園,こひつじ,,name,幼稚園,私立,北海道,札幌市,current,A101310100062,
55,さゆり幼稚園,さゆり幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310100071,
55,さゆり幼稚園,さゆり,,name,幼稚園,私立,北海道,札幌市,current,A101310100071,
56,札幌ルーテル幼稚園,札幌ルーテル幼稚園,,common,幼稚園,私立,北海道,札幌市,former,A101310100080,
56,札幌ルーテル幼稚園,札幌ルーテル,,name,幼稚園,私立,北海道,札幌市,former,A101310100080,
57,札幌円山幼稚園,札幌円山幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310100099,
57,札幌円山幼稚園,札幌円山,,name,幼稚園,私立,北海道,札幌市,current,A101310100099,
58,宮の森幼稚園,宮の森幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310100106,
58,宮の森幼稚園,宮の森,,name,幼稚園,私立,北海道,札幌市,current,A101310100106,
59,札幌いづみ幼稚園,札幌いづみ幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310100115,
59,札幌いづみ幼稚園,札幌いづみ,,name,幼稚園,私立,北海道,札幌市,current,A101310100115,
60,認定こども園つぼみ幼稚園,認定こども園つぼみ幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310100124,
60,認定こども園つぼみ幼稚園,つぼみ,,name,幼稚園,私立,北海道,札幌市,current,A101310100124,
61,ばんけい幼稚園,ばんけい幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310100133,
61,ばんけい幼稚園,ばんけい,,name,幼稚園,私立,北海道,札幌市,current,A101310100133,
62,認定こども園新琴似幼稚園,認定こども園新琴似幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310200016,Q11503645
62,認定こども園新琴似幼稚園,新琴似,,name,幼稚園,私立,北海道,札幌市,current,A101310200016,Q11503645
63,札幌北幼稚園,札幌北幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310200025,
63,札幌北幼稚園,札幌北,,name,幼稚園,私立,北海道,札幌市,current,A101310200025,
64,新琴似育英幼稚園,新琴似育英幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310200034,
64,新琴似育英幼稚園,新琴似育英,,name,幼稚園,私立,北海道,札幌市,current,A101310200034,
65,藤幼稚園,藤幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310200043,Q18339153
65,藤幼稚園,藤,,name,幼稚園,私立,北海道,札幌市,current,A101310200043,Q18339153
66,麻生明星幼稚園,麻生明星幼稚園,,common,幼稚園,私立,北海道,札幌市,former,A101310200052,
66,麻生明星幼稚園,麻生明星,,name,幼稚園,私立,北海道,札幌市,former,A101310200052,
67,新川幼稚園,新川幼稚園,シンカワヨウチエン,common,幼稚園,私立,北海道,札幌市,current,A101310200061,Q17228818
67,新川幼稚園,新川,シンカワ,name,幼稚園,私立,北海道,札幌市,current,A101310200061,Q17228818
68,篠路光真幼稚園,篠路光真幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310200070,
68,篠路光真幼稚園,篠路光真,,name,幼稚園,私立,北海道,札幌市,current,A101310200070,
69,認定こども園つよし幼稚園,認定こども園つよし幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310200089,
69,認定こども園つよし幼稚園,つよし,,name,幼稚園,私立,北海道,札幌市,current,A101310200089,
70,ＣｉｎｑＰｅｒｌｅｓ幼稚園,ＣｉｎｑＰｅｒｌｅｓ幼稚園,,common,幼稚園,私立,北海道,札幌市,former,A101310200098,
70,ＣｉｎｑＰｅｒｌｅｓ幼稚園,ＣｉｎｑＰｅｒｌｅｓ,,name,幼稚園,私立,北海道,札幌市,former,A101310200098,
71,そうせい幼稚園,そうせい幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310200105,
71,そうせい幼稚園,そうせい,,name,幼稚園,私立,北海道,札幌市,current,A101310200105,
72,札幌三育幼稚園,札幌三育幼稚園,サッポロサンイクヨウチエン,common,幼稚園,私立,北海道,札幌市,current,A101310200114,Q17228641
72,札幌三育幼稚園,札幌三育,サッポロサンイク,name,幼稚園,私立,北海道,札幌市,current,A101310200114,Q17228641
73,百合が原幼稚園,百合が原幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310200123,
73,百合が原幼稚園,百合が原,,name,幼稚園,私立,北海道,札幌市,current,A101310200123,
74,茨戸メリー幼稚園,茨戸メリー幼稚園,,common,幼稚園,私立,北海道,札幌市,former,A101310200132,
74,茨戸メリー幼稚園,茨戸メリー,,name,幼稚園,私立,北海道,札幌市,former,A101310200132,
75,札幌大谷大学附属幼稚園,札幌大谷大学附属幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310300015,Q17157734
75,札幌大谷大学附属幼稚園,札幌大谷大学附属,,name,幼稚園,私立,北海道,札幌市,current,A101310300015,Q17157734
76,札幌幼稚園,札幌幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310300024,
76,札幌幼稚園,札幌,,name,幼稚園,私立,北海道,札幌市,current,A101310300024,
77,天使幼稚園,天使幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310300033,
77,天使幼稚園,天使,,name,幼稚園,私立,北海道,札幌市,current,A101310300033,
78,聖ミカエル幼稚園,聖ミカエル幼稚園,,common,幼稚園,私立,北海道,札幌市,former,A101310300042,
78,聖ミカエル幼稚園,聖ミカエル,,name,幼稚園,私立,北海道,札幌市,former,A101310300042,
79,北栄幼稚園,北栄幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310300051,
79,北栄幼稚園,北栄,,name,幼稚園,私立,北海道,札幌市,current,A101310300051,
80,あゆみ幼稚園,あゆみ幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310300060,
80,あゆみ幼稚園,あゆみ,,name,幼稚園,私立,北海道,札幌市,current,A101310300060,
81,札幌あかしや幼稚園,札幌あかしや幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310300079,
81,札幌あかしや幼稚園,札幌あかしや,,name,幼稚園,私立,北海道,札幌市,current,A101310300079,
82,あゆみ第二幼稚園,あゆみ第二幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310300088,
82,あゆみ第二幼稚園,あゆみ第二,,name,幼稚園,私立,北海道,札幌市,current,A101310300088,
83,白石幼稚園,白石幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310400014,
83,白石幼稚園,白石,,name,幼稚園,私立,北海道,札幌市,current,A101310400014,
84,北郷札幌幼稚園,北郷札幌幼稚園,,common,幼稚園,私立,北海道,札幌市,former,A101310400023,
84,北郷札幌幼稚園,北郷札幌,,name,幼稚園,私立,北海道,札幌市,former,A101310400023,
85,南郷札幌幼稚園,南郷札幌幼稚園,,common,幼稚園,私立,北海道,札幌市,former,A101310400032,
85,南郷札幌幼稚園,南郷札幌,,name,幼稚園,私立,北海道,札幌市,former,A101310400032,
86,本郷幼稚園,本郷幼稚園,,common,幼稚園,私立,北海道,札幌市,former,A101310400041,
86,本郷幼稚園,本郷,,name,幼稚園,私立,北海道,札幌市,former,A101310400041,
87,あさひ幼稚園,あさひ幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310400050,
87,あさひ幼稚園,あさひ,,name,幼稚園,私立,北海道,札幌市,current,A101310400050,
88,札幌白樺幼稚園,札幌白樺幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310400069,
88,札幌白樺幼稚園,札幌白樺,,name,幼稚園,私立,北海道,札幌市,current,A101310400069,
89,札幌若葉幼稚園,札幌若葉幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310500013,
89,札幌若葉幼稚園,札幌若葉,,name,幼稚園,私立,北海道,札幌市,current,A101310500013,
90,札幌ゆたか幼稚園,札幌ゆたか幼稚園,,common,幼稚園,私立,北海道,札幌市,former,A101310500022,
90,札幌ゆたか幼稚園,札幌ゆたか,,name,幼稚園,私立,北海道,札幌市,former,A101310500022,
91,札幌第一幼稚園,札幌第一幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310500031,
91,札幌第一幼稚園,札幌第一,,name,幼稚園,私立,北海道,札幌市,current,A101310500031,
92,黎明幼稚園,黎明幼稚園,,common,幼稚園,私立,北海道,札幌市,former,A101310500040,
92,黎明幼稚園,黎明,,name,幼稚園,私立,北海道,札幌市,former,A101310500040,
93,美晴幼稚園,美晴幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310500059,
93,美晴幼稚園,美晴,,name,幼稚園,私立,北海道,札幌市,current,A101310500059,
94,認定こども園なかのしま幼稚園,認定こども園なかのしま幼稚園,,common,幼稚園,私立,北海道,札幌市,former,A101310500068,
94,認定こども園なかのしま幼稚園,なかのしま,,name,幼稚園,私立,北海道,札幌市,former,A101310500068,
95,幌南学園幼稚園,幌南学園幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310500077,
95,幌南学園幼稚園,幌南学園,,name,幼稚園,私立,北海道,札幌市,current,A101310500077,
96,西岡ふたば幼稚園,西岡ふたば幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310500086,
96,西岡ふたば幼稚園,西岡ふたば,,name,幼稚園,私立,北海道,札幌市,current,A101310500086,
97,札幌白ゆり幼稚園,札幌白ゆり幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310500095,
97,札幌白ゆり幼稚園,札幌白ゆり,,name,幼稚園,私立,北海道,札幌市,current,A101310500095,
98,札幌くりのみ幼稚園,札幌くりのみ幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310500102,
98,札幌くりのみ幼稚園,札幌くりのみ,,name,幼稚園,私立,北海道,札幌市,current,A101310500102,
99,札幌創価幼稚園,札幌創価幼稚園,サッポロソウカヨウチエン,common,幼稚園,私立,北海道,札幌市,current,A101310500111,Q11521159
99,札幌創価幼稚園,札幌創価,サッポロソウカ,name,幼稚園,私立,北海道,札幌市,current,A101310500111,Q11521159
100,ふくずみ幼稚園,ふくずみ幼稚園,,common,幼稚園,私立,北海道,札幌市,former,A101310500120,
100,ふくずみ幼稚園,ふくずみ,,name,幼稚園,私立,北海道,札幌市,former,A101310500120,
101,つきさむ幼稚園,つきさむ幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310500139,
101,つきさむ幼稚園,つきさむ,,name,幼稚園,私立,北海道,札幌市,current,A101310500139,
102,札幌わかくさ幼稚園,札幌わかくさ幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310600012,
102,札幌わかくさ幼稚園,札幌わかくさ,,name,幼稚園,私立,北海道,札幌市,current,A101310600012,
103,澄川幼稚園,澄川幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310600021,
103,澄川幼稚園,澄川,,name,幼稚園,私立,北海道,札幌市,current,A101310600021,
104,真駒内幼稚園,真駒内幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310600030,
104,真駒内幼稚園,真駒内,,name,幼稚園,私立,北海道,札幌市,current,A101310600030,
105,真駒内聖母幼稚園,真駒内聖母幼稚園,,common,幼稚園,私立,北海道,札幌市,former,A101310600049,
105,真駒内聖母幼稚園,真駒内聖母,,name,幼稚園,私立,北海道,札幌市,former,A101310600049,
106,まこまない明星幼稚園,まこまない明星幼稚園,,common,幼稚園,私立,北海道,札幌市,former,A101310600058,
106,まこまない明星幼稚園,まこまない明星,,name,幼稚園,私立,北海道,札幌市,former,A101310600058,
107,もなみ幼稚園,もなみ幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310600067,
107,もなみ幼稚園,もなみ,,name,幼稚園,私立,北海道,札幌市,current,A101310600067,
108,北海道文教大学附属幼稚園,北海道文教大学附属幼稚園,,common,幼稚園,私立,北海道,札幌市,former,A101310600076,
108,北海道文教大学附属幼稚園,北海道文教大学附属,,name,幼稚園,私立,北海道,札幌市,former,A101310600076,
109,森の幼稚園,森の幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310600085,
109,森の幼稚園,森の,,name,幼稚園,私立,北海道,札幌市,current,A101310600085,
110,第２もなみ幼稚園,第２もなみ幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310600094,
110,第２もなみ幼稚園,第２もなみ,,name,幼稚園,私立,北海道,札幌市,current,A101310600094,
111,札幌梅香幼稚園,札幌梅香幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310600101,
111,札幌梅香幼稚園,札幌梅香,,name,幼稚園,私立,北海道,札幌市,current,A101310600101,
112,札幌トモエ幼稚園,札幌トモエ幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310600110,
112,札幌トモエ幼稚園,札幌トモエ,,name,幼稚園,私立,北海道,札幌市,current,A101310600110,
113,ときわみなみの幼稚園,ときわみなみの幼稚園,,common,幼稚園,私立,北海道,札幌市,former,A101310600129,
113,ときわみなみの幼稚園,ときわみなみの,,name,幼稚園,私立,北海道,札幌市,former,A101310600129,
114,藤ヶ丘幼稚園,藤ヶ丘幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310600138,
114,藤ヶ丘幼稚園,藤ヶ丘,,name,幼稚園,私立,北海道,札幌市,current,A101310600138,
115,札幌みすまい幼稚園,札幌みすまい幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310600147,
115,札幌みすまい幼稚園,札幌みすまい,,name,幼稚園,私立,北海道,札幌市,current,A101310600147,
116,琴似中央幼稚園,琴似中央幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310700020,
116,琴似中央幼稚園,琴似中央,,name,幼稚園,私立,北海道,札幌市,current,A101310700020,
117,あづま幼稚園,あづま幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310700039,
117,あづま幼稚園,あづま,,name,幼稚園,私立,北海道,札幌市,current,A101310700039,
118,インターナショナル山の手幼稚園,インターナショナル山の手幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310700048,
118,インターナショナル山の手幼稚園,インターナショナル山の手,,name,幼稚園,私立,北海道,札幌市,current,A101310700048,
119,さくらの森幼稚園,さくらの森幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310700057,
119,さくらの森幼稚園,さくらの森,,name,幼稚園,私立,北海道,札幌市,current,A101310700057,
120,琴似教会幼稚園,琴似教会幼稚園,,common,幼稚園,私立,北海道,札幌市,former,A101310700066,
120,琴似教会幼稚園,琴似教会,,name,幼稚園,私立,北海道,札幌市,former,A101310700066,
121,西野札幌幼稚園,西野札幌幼稚園,,common,幼稚園,私立,北海道,札幌市,former,A101310700075,
121,西野札幌幼稚園,西野札幌,,name,幼稚園,私立,北海道,札幌市,former,A101310700075,
122,幸明幼稚園,幸明幼稚園,,common,幼稚園,私立,北海道,札幌市,former,A101310700084,
122,幸明幼稚園,幸明,,name,幼稚園,私立,北海道,札幌市,former,A101310700084,
123,西野桜幼稚園,西野桜幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310700093,
123,西野桜幼稚園,西野桜,,name,幼稚園,私立,北海道,札幌市,current,A101310700093,
124,西野第２桜幼稚園,西野第２桜幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310700100,
124,西野第２桜幼稚園,西野第２桜,,name,幼稚園,私立,北海道,札幌市,current,A101310700100,
125,平和幼稚園,平和幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310700119,
125,平和幼稚園,平和,,name,幼稚園,私立,北海道,札幌市,current,A101310700119,
126,宮ノ丘幼稚園,宮ノ丘幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310700128,
126,宮ノ丘幼稚園,宮ノ丘,,name,幼稚園,私立,北海道,札幌市,current,A101310700128,
127,北光幼稚園,北光幼稚園,,common,幼稚園,私立,北海道,札幌市,former,A101310800010,
127,北光幼稚園,北光,,name,幼稚園,私立,北海道,札幌市,former,A101310800010,
128,厚別幼稚園,厚別幼稚園,,common,幼稚園,私立,北海道,札幌市,current,A101310800029,
128,厚別幼稚園,厚別,,name,幼稚園,私立,北海道,札幌市,current,A101310800029,
