id,original,surface,pronunciation,class,extinct,order,family,image,image_page,wikidata
1196,トガリクラニア・パイジファ,トガリクラニア・パイジファ,トガリクラニア・パイジファ,カメムシ,no,カメムシ目,ヨコバイ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_truebug.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1197,トガリクラニア・ルブロヴィッタ,トガリクラニア・ルブロヴィッタ,トガリクラニア・ルブロヴィッタ,カメムシ,no,カメムシ目,ヨコバイ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_truebug.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1198,トガリシロオビサビカミキリ,トガリシロオビサビカミキリ,トガリシロオビサビカミキリ,甲虫,no,コウチュウ目,カミキリムシ科,http://commons.wikimedia.org/wiki/Special:FilePath/Brown-spotted_longicorn_beetle_holding_on_to_the_grass_-_2.jpg,https://commons.wikimedia.org/wiki/File:Brown-spotted_longicorn_beetle_holding_on_to_the_grass_-_2.jpg,Q15859479
1199,トガリチャバネセセリ,トガリチャバネセセリ,トガリチャバネセセリ,チョウ,no,チョウ目,セセリチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Borbo_cinnara.jpg,https://commons.wikimedia.org/wiki/File:Borbo_cinnara.jpg,Q5927557
1200,トガリテンシャ・ヴェルティナ,トガリテンシャ・ヴェルティナ,トガリテンシャ・ヴェルティナ,チョウ,no,チョウ目,シャチホコガ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_butterfly.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1201,トゲアトキリゴミムシ,トゲアトキリゴミムシ,トゲアトキリゴミムシ,甲虫,no,コウチュウ目,オサムシ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_beetle.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1202,トゲアリ,トゲアリ,トゲアリ,ハチ,no,ハチ目,アリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Polyrhachis_lamellidens_DSC_0502.jpg,https://commons.wikimedia.org/wiki/File:Polyrhachis_lamellidens_DSC_0502.jpg,Q3651878
1203,トゲオヤンマ,トゲオヤンマ,トゲオヤンマ,トンボ,no,蜻蛉目,ヤンマ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_dragonfly.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1204,トゲナナフシ,トゲナナフシ,トゲナナフシ,その他,no,ナナフシ目,Lonchodidae,http://commons.wikimedia.org/wiki/Special:FilePath/Neohirasea_japonica1.jpg,https://commons.wikimedia.org/wiki/File:Neohirasea_japonica1.jpg,Q11845922
1205,トゲナベブタムシ,トゲナベブタムシ,トゲナベブタムシ,カメムシ,no,カメムシ目,Aphelocheiridae,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_truebug.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1206,トコジラミ,トコジラミ,トコジラミ,カメムシ,no,カメムシ目,Cimicidae,http://commons.wikimedia.org/wiki/Special:FilePath/Bed_bug%2C_Cimex_lectularius.jpg,https://commons.wikimedia.org/wiki/File:Bed_bug%2C_Cimex_lectularius.jpg,Q940337
1207,トシコツメアシフタオシジミ,トシコツメアシフタオシジミ,トシコツメアシフタオシジミ,チョウ,no,チョウ目,シジミチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Hypolycaena_toshikoae_male.JPG,https://commons.wikimedia.org/wiki/File:Hypolycaena_toshikoae_male.JPG,Q5972097
1208,トシコハリマオセセリ,トシコハリマオセセリ,トシコハリマオセセリ,チョウ,no,チョウ目,セセリチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Pyroneura_toshikoae_male_uppertside.jpg,https://commons.wikimedia.org/wiki/File:Pyroneura_toshikoae_male_uppertside.jpg,Q5973847
1209,トシコユメドリキララシジミ,トシコユメドリキララシジミ,トシコユメドリキララシジミ,チョウ,no,チョウ目,シジミチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Deramas_toshikoae_%E2%99%80_upperside.jpg,https://commons.wikimedia.org/wiki/File:Deramas_toshikoae_%E2%99%80_upperside.jpg,Q5261331
1210,トドノネオオワタムシ,トドノネオオワタムシ,トドノネオオワタムシ,カメムシ,no,カメムシ目,Aphididae,http://commons.wikimedia.org/wiki/Special:FilePath/%E3%83%88%E3%83%89%E3%83%8E%E3%83%8D%E3%82%AA%E3%82%AA%E3%83%AF%E3%82%BF%E3%83%A0%E3%82%B7.jpg,https://commons.wikimedia.org/wiki/File:%E3%83%88%E3%83%89%E3%83%8E%E3%83%8D%E3%82%AA%E3%82%AA%E3%83%AF%E3%82%BF%E3%83%A0%E3%82%B7.jpg,Q7779347
1211,トノサマバッタ,トノサマバッタ,トノサマバッタ,バッタ,no,バッタ目,バッタ科,http://commons.wikimedia.org/wiki/Special:FilePath/Wanderheuschrecke-03.jpg,https://commons.wikimedia.org/wiki/File:Wanderheuschrecke-03.jpg,Q1059580
1212,トビイロウンカ,トビイロウンカ,トビイロウンカ,カメムシ,no,カメムシ目,ウンカ科,http://commons.wikimedia.org/wiki/Special:FilePath/Nilaparvata_lugens_-_Brown_planthopper_-_UGA5190055.jpg,https://commons.wikimedia.org/wiki/File:Nilaparvata_lugens_-_Brown_planthopper_-_UGA5190055.jpg,Q3595463
1213,トビイロケアリ,トビイロケアリ,トビイロケアリ,ハチ,no,ハチ目,アリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Lasius.niger.-.lindsey.jpg,https://commons.wikimedia.org/wiki/File:Lasius.niger.-.lindsey.jpg,Q839823
1214,トビイロゲンゴロウ,トビイロゲンゴロウ,トビイロゲンゴロウ,甲虫,no,コウチュウ目,ゲンゴロウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Cybister_sugillatus_Erichson%2C_1834_male_%288191543410%29.png,https://commons.wikimedia.org/wiki/File:Cybister_sugillatus_Erichson%2C_1834_male_%288191543410%29.png,Q4562786
1215,トビイロゴキブリ,トビイロゴキブリ,トビイロゴキブリ,その他,no,,ゴキブリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Periplaneta_brunnea.jpg,https://commons.wikimedia.org/wiki/File:Periplaneta_brunnea.jpg,Q4976370
1216,トビイロシワアリ,トビイロシワアリ,トビイロシワアリ,ハチ,no,ハチ目,アリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Tetramorium_tsushimae_casent0103103_profile_1.jpg,https://commons.wikimedia.org/wiki/File:Tetramorium_tsushimae_casent0103103_profile_1.jpg,Q7779109
1217,トビイロスズメ,トビイロスズメ,トビイロスズメ,チョウ,no,チョウ目,スズメガ科,http://commons.wikimedia.org/wiki/Special:FilePath/Clanis_bilineata_bilineata_MHNT_CUT_2010_0_104_Ban_Van_Heun_Laos_female.jpg,https://commons.wikimedia.org/wiki/File:Clanis_bilineata_bilineata_MHNT_CUT_2010_0_104_Ban_Van_Heun_Laos_female.jpg,Q1381602
1218,トビイロハゴロモ,トビイロハゴロモ,トビイロハゴロモ,カメムシ,no,カメムシ目,アオバハゴロモ科,http://commons.wikimedia.org/wiki/Special:FilePath/Mimophantia_maritima_tobiirohgrm02.jpg,https://commons.wikimedia.org/wiki/File:Mimophantia_maritima_tobiirohgrm02.jpg,Q10585554
1219,トビイロヤンマ,トビイロヤンマ,トビイロヤンマ,トンボ,no,蜻蛉目,ヤンマ科,http://commons.wikimedia.org/wiki/Special:FilePath/Anaciaeschna_jaspidea_by_Manoj_V_Nair.jpg,https://commons.wikimedia.org/wiki/File:Anaciaeschna_jaspidea_by_Manoj_V_Nair.jpg,Q1996677
1220,トビキバハリアリ,トビキバハリアリ,トビキバハリアリ,ハチ,no,ハチ目,アリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Jumping_jack_dragging_pebble.jpg,https://commons.wikimedia.org/wiki/File:Jumping_jack_dragging_pebble.jpg,Q138636
1221,トビサルハムシ,トビサルハムシ,トビサルハムシ,甲虫,no,コウチュウ目,ハムシ科,http://commons.wikimedia.org/wiki/Special:FilePath/Trichochrysea_japana_39018730_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Trichochrysea_japana_39018730_%28cropped%29.jpg,Q107365438
1222,トビスジコナミシャク,トビスジコナミシャク,トビスジコナミシャク,チョウ,no,チョウ目,シャクガ科,http://commons.wikimedia.org/wiki/Special:FilePath/Xanthorhoe_designata.jpg,https://commons.wikimedia.org/wiki/File:Xanthorhoe_designata.jpg,Q1309756
1223,トビモンオオエダシャク,トビモンオオエダシャク,トビモンオオエダシャク,チョウ,no,チョウ目,シャクガ科,http://commons.wikimedia.org/wiki/Special:FilePath/Biston_robustum_male.JPG,https://commons.wikimedia.org/wiki/File:Biston_robustum_male.JPG,Q4918537
1224,トホシテントウ,トホシテントウ,トホシテントウ,甲虫,no,コウチュウ目,テントウムシ科,http://commons.wikimedia.org/wiki/Special:FilePath/Epilachna_admirabilis_-_Institute_for_Nature_Study%2C_Tokyo.JPG,https://commons.wikimedia.org/wiki/File:Epilachna_admirabilis_-_Institute_for_Nature_Study%2C_Tokyo.JPG,Q18231998
1225,トホシハナカミキリ,トホシハナカミキリ,トホシハナカミキリ,甲虫,no,コウチュウ目,カミキリムシ科,http://commons.wikimedia.org/wiki/Special:FilePath/Brachyta_danilevskyi_s3.jpg,https://commons.wikimedia.org/wiki/File:Brachyta_danilevskyi_s3.jpg,Q4953590
1226,トマトキバガ,トマトキバガ,トマトキバガ,チョウ,no,チョウ目,キバガ科,http://commons.wikimedia.org/wiki/Special:FilePath/35.127_BF825a_Tuta_absoluta_%286411721185%29.jpg,https://commons.wikimedia.org/wiki/File:35.127_BF825a_Tuta_absoluta_%286411721185%29.jpg,Q46858
1227,トマトハモグリバエ,トマトハモグリバエ,トマトハモグリバエ,ハエ,no,ハエ目,ハモグリバエ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_fly.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1228,トモエスズメ,トモエスズメ,トモエスズメ,チョウ,no,チョウ目,スズメガ科,http://commons.wikimedia.org/wiki/Special:FilePath/Daphnis_hypothous_hypothous_MHNT_CUT_2010_0_291_Ambon_island_Indonesia_female.jpg,https://commons.wikimedia.org/wiki/File:Daphnis_hypothous_hypothous_MHNT_CUT_2010_0_291_Ambon_island_Indonesia_female.jpg,Q138266
1229,トモコトラフシジミ,トモコトラフシジミ,トモコトラフシジミ,チョウ,no,チョウ目,シジミチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Rapala_tomokoae_%E2%99%82_upperside.jpg,https://commons.wikimedia.org/wiki/File:Rapala_tomokoae_%E2%99%82_upperside.jpg,Q5972137
1230,トモコムラサキシジミ,トモコムラサキシジミ,トモコムラサキシジミ,チョウ,no,チョウ目,シジミチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Arhopala_tomokoae_%E2%99%82_underside.jpg,https://commons.wikimedia.org/wiki/File:Arhopala_tomokoae_%E2%99%82_underside.jpg,Q200862
1231,トモコユメドリキララシジミ,トモコユメドリキララシジミ,トモコユメドリキララシジミ,チョウ,no,チョウ目,シジミチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Deramas_tomokoae_male_upperside.jpg,https://commons.wikimedia.org/wiki/File:Deramas_tomokoae_male_upperside.jpg,Q5261330
1232,トラガ,トラガ,トラガ,チョウ,no,チョウ目,ヤガ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_butterfly.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1233,トラツリアブ,トラツリアブ,トラツリアブ,ハエ,no,ハエ目,ツリアブ科,http://commons.wikimedia.org/wiki/Special:FilePath/Anastoechus_nitidulus_%289270548696%29.jpg,https://commons.wikimedia.org/wiki/File:Anastoechus_nitidulus_%289270548696%29.jpg,Q14171405
1234,トラフアゲハ,トラフアゲハ,トラフアゲハ,チョウ,no,チョウ目,アゲハチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Eastern_Tiger_Swallowtail_Papilio_glaucus_Wings_2908px.jpg,https://commons.wikimedia.org/wiki/File:Eastern_Tiger_Swallowtail_Papilio_glaucus_Wings_2908px.jpg,Q310069
1235,トラフシジミ,トラフシジミ,トラフシジミ,チョウ,no,チョウ目,シジミチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Rapala_arata.jpg,https://commons.wikimedia.org/wiki/File:Rapala_arata.jpg,Q5972191
1236,トラフトンボ,トラフトンボ,トラフトンボ,トンボ,no,蜻蛉目,エゾトンボ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_dragonfly.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1237,トラフマダラ,トラフマダラ,トラフマダラ,チョウ,no,チョウ目,タテハチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Lycorea_halia_halia_MHNT_dos.jpg,https://commons.wikimedia.org/wiki/File:Lycorea_halia_halia_MHNT_dos.jpg,Q1215883
1238,トリチスイコバエ,トリチスイコバエ,トリチスイコバエ,ハエ,no,ハエ目,Carnidae,http://commons.wikimedia.org/wiki/Special:FilePath/Carnus_hemapterus.JPG,https://commons.wikimedia.org/wiki/File:Carnus_hemapterus.JPG,Q223279
1239,トルキスタンゴキブリ,トルキスタンゴキブリ,トルキスタンゴキブリ,その他,no,,ゴキブリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Shelfordella_lateralis_nymphs_in_mud.jpg,https://commons.wikimedia.org/wiki/File:Shelfordella_lateralis_nymphs_in_mud.jpg,Q10667015
1240,トルキスタンシロアリモドキ,トルキスタンシロアリモドキ,トルキスタンシロアリモドキ,その他,no,シロアリモドキ目,Embiidae,http://commons.wikimedia.org/wiki/Special:FilePath/Embia_tartara.jpg,https://commons.wikimedia.org/wiki/File:Embia_tartara.jpg,Q2593441
1241,トレッダウェイウラオビフタオシジミ,トレッダウェイウラオビフタオシジミ,トレッダウェイウラオビフタオシジミ,チョウ,no,チョウ目,シジミチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Dacalana_treadawayi_%E2%99%82_upperside.jpg,https://commons.wikimedia.org/wiki/File:Dacalana_treadawayi_%E2%99%82_upperside.jpg,Q5207583
1242,トレッダウェイユメドリキララシジミ,トレッダウェイユメドリキララシジミ,トレッダウェイユメドリキララシジミ,チョウ,no,チョウ目,シジミチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Deramas_treadawayi_female_upperside.jpg,https://commons.wikimedia.org/wiki/File:Deramas_treadawayi_female_upperside.jpg,Q5261332
1243,トロッテリア・カルネレンシス,トロッテリア・カルネレンシス,トロッテリア・カルネレンシス,ハエ,no,ハエ目,タマバエ,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_fly.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1244,トロッテリア・ガリー,トロッテリア・ガリー,トロッテリア・ガリー,ハエ,no,ハエ目,タマバエ,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_fly.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1245,トロッテリア・リグストリ,トロッテリア・リグストリ,トロッテリア・リグストリ,ハエ,no,ハエ目,タマバエ,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_fly.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1246,トワダオオカ,トワダオオカ,トワダオオカ,ハエ,no,ハエ目,カ科,http://commons.wikimedia.org/wiki/Special:FilePath/Toxorhynchites_towadensis_towadaooka01.jpg,https://commons.wikimedia.org/wiki/File:Toxorhynchites_towadensis_towadaooka01.jpg,Q13853558
1247,トンボエダシャク,トンボエダシャク,トンボエダシャク,チョウ,no,チョウ目,シャクガ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_butterfly.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1248,ドウイロクワガタ,ドウイロクワガタ,ドウイロクワガタ,甲虫,no,コウチュウ目,クワガタムシ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_beetle.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1249,ドウガネブイブイ,ドウガネブイブイ,ドウガネブイブイ,甲虫,no,コウチュウ目,コガネムシ科,http://commons.wikimedia.org/wiki/Special:FilePath/Anomala_cuprea_294356470.jpg,https://commons.wikimedia.org/wiki/File:Anomala_cuprea_294356470.jpg,Q7735691
1250,ドクガ,ドクガ,ドクガ,チョウ,no,チョウ目,トモエガ科,http://commons.wikimedia.org/wiki/Special:FilePath/Artaxa_subflava_313278121.jpg,https://commons.wikimedia.org/wiki/File:Artaxa_subflava_313278121.jpg,Q7342726
1251,ドブムナトゲユスリカ,ドブムナトゲユスリカ,ドブムナトゲユスリカ,ハエ,no,ハエ目,ユスリカ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_fly.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1252,ドルーリーオオアゲハ,ドルーリーオオアゲハ,ドルーリーオオアゲハ,チョウ,no,チョウ目,アゲハチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Antimachus.jpg,https://commons.wikimedia.org/wiki/File:Antimachus.jpg,Q1315652
1253,ナイオウゾウムシ,ナイオウゾウムシ,ナイオウゾウムシ,甲虫,no,コウチュウ目,ゾウムシ科,http://commons.wikimedia.org/wiki/Special:FilePath/Ngaio_Weevil.JPG,https://commons.wikimedia.org/wiki/File:Ngaio_Weevil.JPG,Q4750847
1254,ナカイケミヒメテントウ,ナカイケミヒメテントウ,ナカイケミヒメテントウ,甲虫,no,コウチュウ目,テントウムシ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_beetle.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1255,ナカウスツマキリヨトウ,ナカウスツマキリヨトウ,ナカウスツマキリヨトウ,チョウ,no,チョウ目,ヤガ科,http://commons.wikimedia.org/wiki/Special:FilePath/Callopistria_maillardi.jpg,https://commons.wikimedia.org/wiki/File:Callopistria_maillardi.jpg,Q5022885
1256,ナカモトギンスジミツオシジミ,ナカモトギンスジミツオシジミ,ナカモトギンスジミツオシジミ,チョウ,no,チョウ目,シジミチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Capaecilma_nakamotoi_H._Hayashi%2C_male_upperside.JPG,https://commons.wikimedia.org/wiki/File:Capaecilma_nakamotoi_H._Hayashi%2C_male_upperside.JPG,Q5051436
1257,ナガサキアゲハ,ナガサキアゲハ,ナガサキアゲハ,チョウ,no,チョウ目,アゲハチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Papilio-pjt1.jpg,https://commons.wikimedia.org/wiki/File:Papilio-pjt1.jpg,Q1303868
1258,ナガチャクシコメツキ,ナガチャクシコメツキ,ナガチャクシコメツキ,甲虫,no,コウチュウ目,コメツキムシ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_beetle.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1259,ナガツヤドロムシ,ナガツヤドロムシ,ナガツヤドロムシ,甲虫,no,コウチュウ目,Elmidae,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_beetle.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1260,ナガニジゴミムシダマシ,ナガニジゴミムシダマシ,ナガニジゴミムシダマシ,甲虫,no,コウチュウ目,ゴミムシダマシ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_beetle.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1261,ナガメ,ナガメ,ナガメ,カメムシ,no,カメムシ目,カメムシ科,http://commons.wikimedia.org/wiki/Special:FilePath/Eurydema_dominulus_bl.jpg,https://commons.wikimedia.org/wiki/File:Eurydema_dominulus_bl.jpg,Q7779355
1262,ナキイナゴ,ナキイナゴ,ナキイナゴ,バッタ,no,バッタ目,バッタ科,http://commons.wikimedia.org/wiki/Special:FilePath/Mongolotettix_japonicus_from_iNaturalist_photo_393993321_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Mongolotettix_japonicus_from_iNaturalist_photo_393993321_%28cropped%29.jpg,Q7780028
1263,ナギサミズカメムシ,ナギサミズカメムシ,ナギサミズカメムシ,カメムシ,no,カメムシ目,ミズカメムシ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_truebug.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1264,ナシグンバイ,ナシグンバイ,ナシグンバイ,カメムシ,no,カメムシ目,グンバイムシ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_truebug.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1265,ナツアカネ,ナツアカネ,ナツアカネ,トンボ,no,蜻蛉目,トンボ科,http://commons.wikimedia.org/wiki/Special:FilePath/Sympetrum_darwinianum_%28male%29.jpg,https://commons.wikimedia.org/wiki/File:Sympetrum_darwinianum_%28male%29.jpg,Q3477004
1266,ナツノツヅレサセコオロギ,ナツノツヅレサセコオロギ,ナツノツヅレサセコオロギ,バッタ,no,バッタ目,コオロギ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_grasshopper.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1267,ナツミキイチゴシジミ,ナツミキイチゴシジミ,ナツミキイチゴシジミ,チョウ,no,チョウ目,シジミチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Sinthusa_natsumiae_male.jpg,https://commons.wikimedia.org/wiki/File:Sinthusa_natsumiae_male.jpg,Q5972286
1268,ナテワアゲハ,ナテワアゲハ,ナテワアゲハ,チョウ,no,チョウ目,アゲハチョウ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_butterfly.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1269,ナナフシモドキ,ナナフシモドキ,ナナフシモドキ,その他,no,ナナフシ目,ナナフシ科,http://commons.wikimedia.org/wiki/Special:FilePath/Baculum_irregulariterdentatum.jpg,https://commons.wikimedia.org/wiki/File:Baculum_irregulariterdentatum.jpg,Q10649453
1270,ナナホシテントウ,ナナホシテントウ,ナナホシテントウ,甲虫,no,コウチュウ目,テントウムシ科,http://commons.wikimedia.org/wiki/Special:FilePath/BIEDRONA.JPG,https://commons.wikimedia.org/wiki/File:BIEDRONA.JPG,Q159543
1271,ナベブタムシ,ナベブタムシ,ナベブタムシ,カメムシ,no,カメムシ目,Aphelocheiridae,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_truebug.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1272,ナミアゲハ,ナミアゲハ,ナミアゲハ,チョウ,no,チョウ目,アゲハチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Papilio_xuthus_070707.jpg,https://commons.wikimedia.org/wiki/File:Papilio_xuthus_070707.jpg,Q132092
1273,ナミエシロチョウ,ナミエシロチョウ,ナミエシロチョウ,チョウ,no,チョウ目,シロチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Appias_paulina_ega.jpg,https://commons.wikimedia.org/wiki/File:Appias_paulina_ega.jpg,Q1309585
1274,ナミテントウ,ナミテントウ,ナミテントウ,甲虫,no,コウチュウ目,テントウムシ科,http://commons.wikimedia.org/wiki/Special:FilePath/Harmonia_axyridis01.jpg,https://commons.wikimedia.org/wiki/File:Harmonia_axyridis01.jpg,Q499627
1275,ナミニクバエ,ナミニクバエ,ナミニクバエ,ハエ,no,ハエ目,ニクバエ科,http://commons.wikimedia.org/wiki/Special:FilePath/Sarcophaga_similis.jpg,https://commons.wikimedia.org/wiki/File:Sarcophaga_similis.jpg,Q7779523
1276,ナミルリモンハナバチ,ナミルリモンハナバチ,ナミルリモンハナバチ,ハチ,no,ハチ目,ミツバチ科,http://commons.wikimedia.org/wiki/Special:FilePath/Thyreus_decorus_16d9610c.jpg,https://commons.wikimedia.org/wiki/File:Thyreus_decorus_16d9610c.jpg,Q2168922
1277,ナンキョクユスリカ,ナンキョクユスリカ,ナンキョクユスリカ,ハエ,no,ハエ目,ユスリカ科,http://commons.wikimedia.org/wiki/Special:FilePath/Belgica_antarctica_mating.jpg,https://commons.wikimedia.org/wiki/File:Belgica_antarctica_mating.jpg,Q136577
1278,ナンベイオオタガメ,ナンベイオオタガメ,ナンベイオオタガメ,カメムシ,no,カメムシ目,コオイムシ科,http://commons.wikimedia.org/wiki/Special:FilePath/Lethocerus_grandis.jpg,https://commons.wikimedia.org/wiki/File:Lethocerus_grandis.jpg,Q14524541
1279,ナンベイオオヤガ,ナンベイオオヤガ,ナンベイオオヤガ,チョウ,no,チョウ目,トモエガ科,http://commons.wikimedia.org/wiki/Special:FilePath/Thysania_agrippina_0001b_L.D.jpg,https://commons.wikimedia.org/wiki/File:Thysania_agrippina_0001b_L.D.jpg,Q2391405
1280,ナンベイタガメ,ナンベイタガメ,ナンベイタガメ,カメムシ,no,カメムシ目,コオイムシ科,http://commons.wikimedia.org/wiki/Special:FilePath/Die_wanzenartigen_Insecten_%28Tab._CCLVIII%29_%287746527656%29.jpg,https://commons.wikimedia.org/wiki/File:Die_wanzenartigen_Insecten_%28Tab._CCLVIII%29_%287746527656%29.jpg,Q10559866
1281,ナンヨウキクイムシ,ナンヨウキクイムシ,ナンヨウキクイムシ,甲虫,no,コウチュウ目,ゾウムシ科,http://commons.wikimedia.org/wiki/Special:FilePath/L208.jpg,https://commons.wikimedia.org/wiki/File:L208.jpg,Q24956064
1282,ナンヨウチビアシナガバチ,ナンヨウチビアシナガバチ,ナンヨウチビアシナガバチ,ハチ,no,ハチ目,スズメバチ科,http://commons.wikimedia.org/wiki/Special:FilePath/Ropalidia_marginata.jpg,https://commons.wikimedia.org/wiki/File:Ropalidia_marginata.jpg,Q3941191
1283,ニイニイゼミ,ニイニイゼミ,ニイニイゼミ,カメムシ,no,カメムシ目,セミ科,http://commons.wikimedia.org/wiki/Special:FilePath/Platypleura_kaempferi_s3.JPG,https://commons.wikimedia.org/wiki/File:Platypleura_kaempferi_s3.JPG,Q5976705
1284,ニカメイチュウ,ニカメイチュウ,ニカメイチュウ,チョウ,no,チョウ目,ツトガ科,http://commons.wikimedia.org/wiki/Special:FilePath/Chilo_suppressalis_%2814784444333%29.jpg,https://commons.wikimedia.org/wiki/File:Chilo_suppressalis_%2814784444333%29.jpg,Q421516
1285,ニシキオオツバメガ,ニシキオオツバメガ,ニシキオオツバメガ,チョウ,no,チョウ目,ツバメガ科,http://commons.wikimedia.org/wiki/Special:FilePath/Urania_riphaeus_engraving.jpg,https://commons.wikimedia.org/wiki/File:Urania_riphaeus_engraving.jpg,Q1145460
1286,ニシキキンカメムシ,ニシキキンカメムシ,ニシキキンカメムシ,カメムシ,no,カメムシ目,キンカメムシ,http://commons.wikimedia.org/wiki/Special:FilePath/Poecilocoris_splendidulus%2C_Kami%2C_Kochi_2.jpg,https://commons.wikimedia.org/wiki/File:Poecilocoris_splendidulus%2C_Kami%2C_Kochi_2.jpg,Q109298051
1287,ニシトラフアゲハ,ニシトラフアゲハ,ニシトラフアゲハ,チョウ,no,チョウ目,アゲハチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Wtigerswallowtail.JPG,https://commons.wikimedia.org/wiki/File:Wtigerswallowtail.JPG,Q309617
