id,original,surface,pronunciation,class,extinct,order,family,image,image_page,wikidata
180,イチモンジセセリ,イチモンジセセリ,イチモンジセセリ,チョウ,no,チョウ目,セセリチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Parnara.guttata.jpg,https://commons.wikimedia.org/wiki/File:Parnara.guttata.jpg,Q1314537
181,イチモンジチョウ,イチモンジチョウ,イチモンジチョウ,チョウ,no,チョウ目,タテハチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Limenitis_camilla1.jpg,https://commons.wikimedia.org/wiki/File:Limenitis_camilla1.jpg,Q374057
182,イッシキキモンカミキリ,イッシキキモンカミキリ,イッシキキモンカミキリ,甲虫,no,コウチュウ目,カミキリムシ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_beetle.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
183,イッシキトゲハムシ,イッシキトゲハムシ,イッシキトゲハムシ,甲虫,no,コウチュウ目,ハムシ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_beetle.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
184,イトカメムシ,イトカメムシ,イトカメムシ,カメムシ,no,カメムシ目,イトカメムシ科,http://commons.wikimedia.org/wiki/Special:FilePath/Yemma_exilis_itokmms02.jpg,https://commons.wikimedia.org/wiki/File:Yemma_exilis_itokmms02.jpg,Q66311075
185,イナバテナガコガネ,イナバテナガコガネ,イナバテナガコガネ,甲虫,yes,コウチュウ目,コガネムシ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_beetle.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
186,イヌノミ,イヌノミ,イヌノミ,その他,no,ノミ目,Pulicidae,http://commons.wikimedia.org/wiki/Special:FilePath/Ctenocephalides-canis.jpg,https://commons.wikimedia.org/wiki/File:Ctenocephalides-canis.jpg,Q1366855
187,イヌビワコバチ,イヌビワコバチ,イヌビワコバチ,ハチ,no,ハチ目,イチジクコバチ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_bee.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
188,イネカメムシ,イネカメムシ,イネカメムシ,カメムシ,no,カメムシ目,カメムシ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_truebug.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
189,イネミズゾウムシ,イネミズゾウムシ,イネミズゾウムシ,甲虫,no,コウチュウ目,Erirhinidae,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_beetle.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
190,イブキヒメギス,イブキヒメギス,イブキヒメギス,バッタ,no,バッタ目,キリギリス科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_grasshopper.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
191,イボタガ,イボタガ,イボタガ,チョウ,no,チョウ目,Brahmaeidae,http://commons.wikimedia.org/wiki/Special:FilePath/Brahmaea_japonica.jpg,https://commons.wikimedia.org/wiki/File:Brahmaea_japonica.jpg,Q4955528
192,イボタケンモン,イボタケンモン,イボタケンモン,チョウ,no,チョウ目,ヤガ科,http://commons.wikimedia.org/wiki/Special:FilePath/Craniophora_ligustri%2C_Coronet%2C_Trawscoed%2C_North_Wales%2C_May_2017_2_%2834946782222%29.jpg,https://commons.wikimedia.org/wiki/File:Craniophora_ligustri%2C_Coronet%2C_Trawscoed%2C_North_Wales%2C_May_2017_2_%2834946782222%29.jpg,Q1824824
193,イボタロウムシ,イボタロウムシ,イボタロウムシ,カメムシ,no,カメムシ目,カタカイガラムシ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_truebug.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
194,イボバッタ,イボバッタ,イボバッタ,バッタ,no,バッタ目,バッタ科,http://commons.wikimedia.org/wiki/Special:FilePath/Trilophidia_annulata.JPG,https://commons.wikimedia.org/wiki/File:Trilophidia_annulata.JPG,Q7779661
195,イモサルハムシ,イモサルハムシ,イモサルハムシ,甲虫,no,コウチュウ目,ハムシ科,http://commons.wikimedia.org/wiki/Special:FilePath/Colasposoma_dauricum_87990012.jpg,https://commons.wikimedia.org/wiki/File:Colasposoma_dauricum_87990012.jpg,Q58924374
196,イラガ,イラガ,イラガ,チョウ,no,チョウ目,イラガ科,http://commons.wikimedia.org/wiki/Special:FilePath/Monema_flavescens_flavescens_female.JPG,https://commons.wikimedia.org/wiki/File:Monema_flavescens_flavescens_female.JPG,Q6898941
197,イラクサギンウワバ,イラクサギンウワバ,イラクサギンウワバ,チョウ,no,チョウ目,ヤガ科,http://commons.wikimedia.org/wiki/Special:FilePath/Cabbage_ooper_-_Trichoplusia_ni_-_5506404.jpg,https://commons.wikimedia.org/wiki/File:Cabbage_ooper_-_Trichoplusia_ni_-_5506404.jpg,Q722651
198,イラワンツメアシフタオシジミ,イラワンツメアシフタオシジミ,イラワンツメアシフタオシジミ,チョウ,no,チョウ目,シジミチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Hypolycaena_irawana_%E2%99%80_upperrside.jpg,https://commons.wikimedia.org/wiki/File:Hypolycaena_irawana_%E2%99%80_upperrside.jpg,Q5970906
199,イリオモテクチボソコメツキ,イリオモテクチボソコメツキ,イリオモテクチボソコメツキ,甲虫,no,コウチュウ目,コメツキムシ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_beetle.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
200,イリオモテボタル,イリオモテボタル,イリオモテボタル,甲虫,no,コウチュウ目,Rhagophthalmidae,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_beetle.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
201,イリスコムラサキ,イリスコムラサキ,イリスコムラサキ,チョウ,no,チョウ目,タテハチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Apatura_iris_MHNT_CUT_2013_3_18_Compiegne.jpg,https://commons.wikimedia.org/wiki/File:Apatura_iris_MHNT_CUT_2013_3_18_Compiegne.jpg,Q30982
202,イルマウラオビフタオシジミ,イルマウラオビフタオシジミ,イルマウラオビフタオシジミ,チョウ,no,チョウ目,シジミチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Dacalana_irmae_%E2%99%82%E3%80%81%E2%99%80.JPG,https://commons.wikimedia.org/wiki/File:Dacalana_irmae_%E2%99%82%E3%80%81%E2%99%80.JPG,Q5207579
203,イワカワシジミ,イワカワシジミ,イワカワシジミ,チョウ,no,チョウ目,シジミチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Close_wing_position_of_Artipe_eryx_%28Linnaeus%2C_1771%29_%E2%80%93_Green_Flash_%28Female%29.jpg,https://commons.wikimedia.org/wiki/File:Close_wing_position_of_Artipe_eryx_%28Linnaeus%2C_1771%29_%E2%80%93_Green_Flash_%28Female%29.jpg,Q5970937
204,イワサキクサゼミ,イワサキクサゼミ,イワサキクサゼミ,カメムシ,no,カメムシ目,セミ科,http://commons.wikimedia.org/wiki/Special:FilePath/Mogannia_minuta.jpg,https://commons.wikimedia.org/wiki/File:Mogannia_minuta.jpg,Q10943658
205,イワツバメシラミバエ,イワツバメシラミバエ,イワツバメシラミバエ,ハエ,no,ハエ目,シラミバエ科,http://commons.wikimedia.org/wiki/Special:FilePath/Stenepteryx_hirundinis.jpg,https://commons.wikimedia.org/wiki/File:Stenepteryx_hirundinis.jpg,Q14430543
206,インカツノコガネ,インカツノコガネ,インカツノコガネ,甲虫,no,コウチュウ目,Cetoniidae,http://commons.wikimedia.org/wiki/Special:FilePath/Inca_clathrata_male.JPG,https://commons.wikimedia.org/wiki/File:Inca_clathrata_male.JPG,Q2462102
207,インゲンテントウ,インゲンテントウ,インゲンテントウ,甲虫,no,コウチュウ目,テントウムシ科,http://commons.wikimedia.org/wiki/Special:FilePath/Mexican_Bean_Beetle_-_Epilachna_varivestis%2C_Elkhorn_Garden_Plots%2C_Columbia%2C_Maryland.jpg,https://commons.wikimedia.org/wiki/File:Mexican_Bean_Beetle_-_Epilachna_varivestis%2C_Elkhorn_Garden_Plots%2C_Columbia%2C_Maryland.jpg,Q1563577
208,インペラトールホソアカクワガタ,インペラトールホソアカクワガタ,インペラトールホソアカクワガタ,甲虫,no,コウチュウ目,クワガタムシ科,http://commons.wikimedia.org/wiki/Special:FilePath/Imperator3.JPG,https://commons.wikimedia.org/wiki/File:Imperator3.JPG,Q2289345
209,ウィーレリアパルビフロレルス,ウィーレリアパルビフロレルス,ウィーレリアパルビフロレルス,チョウ,no,チョウ目,Pterophoridae,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_butterfly.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
210,ウエストウッドオオシカクワガタ,ウエストウッドオオシカクワガタ,ウエストウッドオオシカクワガタ,甲虫,no,コウチュウ目,クワガタムシ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_beetle.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
211,ウォレスズ・ジャイアント・ビー,ウォレスズ・ジャイアント・ビー,ウォレスズ・ジャイアント・ビー,ハチ,no,ハチ目,ハキリバチ科,http://commons.wikimedia.org/wiki/Special:FilePath/Megachile_pluto_-_frontal_view_-_Naturalis_Biodiversity_Center_%281953%29.jpg,https://commons.wikimedia.org/wiki/File:Megachile_pluto_-_frontal_view_-_Naturalis_Biodiversity_Center_%281953%29.jpg,Q134348
212,ウォレスノコギリクワガタ,ウォレスノコギリクワガタ,ウォレスノコギリクワガタ,甲虫,no,コウチュウ目,クワガタムシ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_beetle.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
213,ウシアブ,ウシアブ,ウシアブ,ハエ,no,ハエ目,アブ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_fly.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
214,ウシカメムシ,ウシカメムシ,ウシカメムシ,カメムシ,no,カメムシ目,カメムシ科,http://commons.wikimedia.org/wiki/Special:FilePath/Alcimocoris_japonensis_usikmms02.jpg,https://commons.wikimedia.org/wiki/File:Alcimocoris_japonensis_usikmms02.jpg,Q107527280
215,ウスイロオナガシジミ,ウスイロオナガシジミ,ウスイロオナガシジミ,チョウ,no,チョウ目,シジミチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/AntigiusButleriFUpUnAC1.jpg,https://commons.wikimedia.org/wiki/File:AntigiusButleriFUpUnAC1.jpg,Q5970976
216,ウスイロケンモン,ウスイロケンモン,ウスイロケンモン,チョウ,no,チョウ目,ヤガ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_butterfly.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
217,ウスイロコノマチョウ,ウスイロコノマチョウ,ウスイロコノマチョウ,チョウ,no,チョウ目,タテハチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Common_evening_brown.jpg,https://commons.wikimedia.org/wiki/File:Common_evening_brown.jpg,Q2715925
218,ウスイロコモリハムシ,ウスイロコモリハムシ,ウスイロコモリハムシ,甲虫,no,コウチュウ目,ハムシ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_beetle.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
219,ウスイロササキリ,ウスイロササキリ,ウスイロササキリ,バッタ,no,バッタ目,キリギリス科,http://commons.wikimedia.org/wiki/Special:FilePath/Conocephalus_chinensis_from_iNaturalist_photo_571734962.jpg,https://commons.wikimedia.org/wiki/File:Conocephalus_chinensis_from_iNaturalist_photo_571734962.jpg,Q7779671
220,ウスオビフユエダシャク,ウスオビフユエダシャク,ウスオビフユエダシャク,チョウ,no,チョウ目,シャクガ科,http://commons.wikimedia.org/wiki/Special:FilePath/Larerannis_orthogrammaria_%E2%99%82_%2840033032155%29.jpg,https://commons.wikimedia.org/wiki/File:Larerannis_orthogrammaria_%E2%99%82_%2840033032155%29.jpg,Q13383571
221,ウスオビルリゴキブリ,ウスオビルリゴキブリ,ウスオビルリゴキブリ,その他,no,,ムカシゴキブリ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_insect_other.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
222,ウスキシロチョウ,ウスキシロチョウ,ウスキシロチョウ,チョウ,no,チョウ目,シロチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Common_Emigrant_%28Catopsilia_pomona%29_on_Catunaregam_spinosa_%28Mountain_Pomegranate%29_W_IMG_9102.jpg,https://commons.wikimedia.org/wiki/File:Common_Emigrant_%28Catopsilia_pomona%29_on_Catunaregam_spinosa_%28Mountain_Pomegranate%29_W_IMG_9102.jpg,Q1768128
223,ウスクモエダシャク,ウスクモエダシャク,ウスクモエダシャク,チョウ,no,チョウ目,シャクガ科,http://commons.wikimedia.org/wiki/Special:FilePath/Grey-striped_wavy_Geometridae_on_wall.jpg,https://commons.wikimedia.org/wiki/File:Grey-striped_wavy_Geometridae_on_wall.jpg,Q13555708
224,ウスタビガ,ウスタビガ,ウスタビガ,チョウ,no,チョウ目,ヤママユガ科,http://commons.wikimedia.org/wiki/Special:FilePath/Rhodinia_fugax_fugax.JPG,https://commons.wikimedia.org/wiki/File:Rhodinia_fugax_fugax.JPG,Q2692940
225,ウスバカマキリ,ウスバカマキリ,ウスバカマキリ,その他,no,カマキリ目,カマキリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Mantis_religiosa_MHNT_enti%C3%A8re.jpg,https://commons.wikimedia.org/wiki/File:Mantis_religiosa_MHNT_enti%C3%A8re.jpg,Q268319
226,ウスバカミキリ,ウスバカミキリ,ウスバカミキリ,甲虫,no,コウチュウ目,カミキリムシ科,http://commons.wikimedia.org/wiki/Special:FilePath/Megopis_sinica_%28White%2C_1853%29_%283926918342%29.jpg,https://commons.wikimedia.org/wiki/File:Megopis_sinica_%28White%2C_1853%29_%283926918342%29.jpg,Q7736297
227,ウスバキチョウ,ウスバキチョウ,ウスバキチョウ,チョウ,no,チョウ目,アゲハチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Parnassius_eversmanni_ulster.jpg,https://commons.wikimedia.org/wiki/File:Parnassius_eversmanni_ulster.jpg,Q1303888
228,ウスバキトンボ,ウスバキトンボ,ウスバキトンボ,トンボ,no,蜻蛉目,トンボ科,http://commons.wikimedia.org/wiki/Special:FilePath/Pantala_flavescens-Kadavoor-2017-05-04-002.jpg,https://commons.wikimedia.org/wiki/File:Pantala_flavescens-Kadavoor-2017-05-04-002.jpg,Q1477924
229,ウスバシロチョウ,ウスバシロチョウ,ウスバシロチョウ,チョウ,no,チョウ目,アゲハチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/ParnassiusGlacialis1937.jpg,https://commons.wikimedia.org/wiki/File:ParnassiusGlacialis1937.jpg,Q1937280
230,ウズラカメムシ,ウズラカメムシ,ウズラカメムシ,カメムシ,no,カメムシ目,カメムシ科,http://commons.wikimedia.org/wiki/Special:FilePath/Aelia_fieberi_uzurakmms03.jpg,https://commons.wikimedia.org/wiki/File:Aelia_fieberi_uzurakmms03.jpg,Q12647078
231,ウチジロマイマイ,ウチジロマイマイ,ウチジロマイマイ,チョウ,no,チョウ目,トモエガ科,http://commons.wikimedia.org/wiki/Special:FilePath/Dark_brown_moth_on_the_wall_-_3.jpg,https://commons.wikimedia.org/wiki/File:Dark_brown_moth_on_the_wall_-_3.jpg,Q13479192
232,ウチワヤンマ,ウチワヤンマ,ウチワヤンマ,トンボ,no,蜻蛉目,サナエトンボ科,http://commons.wikimedia.org/wiki/Special:FilePath/Sinictinogomphus_clavatus.jpg,https://commons.wikimedia.org/wiki/File:Sinictinogomphus_clavatus.jpg,Q597505
233,ウバタマコメツキ,ウバタマコメツキ,ウバタマコメツキ,甲虫,no,コウチュウ目,コメツキムシ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_beetle.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
234,ウバタマムシ,ウバタマムシ,ウバタマムシ,甲虫,no,コウチュウ目,タマムシ科,http://commons.wikimedia.org/wiki/Special:FilePath/%E3%82%A6%E3%83%90%E3%82%BF%E3%83%9E%E3%83%A0%E3%82%B7_Chalcophora_japonica_japonica_3.JPG,https://commons.wikimedia.org/wiki/File:%E3%82%A6%E3%83%90%E3%82%BF%E3%83%9E%E3%83%A0%E3%82%B7_Chalcophora_japonica_japonica_3.JPG,Q5068641
235,ウマノオバチ,ウマノオバチ,ウマノオバチ,ハチ,no,ハチ目,コマユバチ科,http://commons.wikimedia.org/wiki/Special:FilePath/Euurobracon_yokahamae.png,https://commons.wikimedia.org/wiki/File:Euurobracon_yokahamae.png,Q13631054
236,ウミトゲアリ,ウミトゲアリ,ウミトゲアリ,ハチ,no,ハチ目,アリ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_bee.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
237,ウメスカシクロバ,ウメスカシクロバ,ウメスカシクロバ,チョウ,no,チョウ目,マダラガ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_butterfly.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
238,ウラキンシジミ,ウラキンシジミ,ウラキンシジミ,チョウ,no,チョウ目,シジミチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Ussuriana_stygiana.JPG,https://commons.wikimedia.org/wiki/File:Ussuriana_stygiana.JPG,Q5971032
239,ウラギンシジミ,ウラギンシジミ,ウラギンシジミ,チョウ,no,チョウ目,シジミチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Angled_sunbeam.jpg,https://commons.wikimedia.org/wiki/File:Angled_sunbeam.jpg,Q5194710
240,ウラギンスジヒョウモン,ウラギンスジヒョウモン,ウラギンスジヒョウモン,チョウ,no,チョウ目,タテハチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Argynnis_laodice_female.jpg,https://commons.wikimedia.org/wiki/File:Argynnis_laodice_female.jpg,Q247173
241,ウラギンヒョウモン,ウラギンヒョウモン,ウラギンヒョウモン,チョウ,no,チョウ目,タテハチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Argynnis_adippe_auf_Centaurea_jacea_03.jpg,https://commons.wikimedia.org/wiki/File:Argynnis_adippe_auf_Centaurea_jacea_03.jpg,Q119699
242,ウラクロシジミ,ウラクロシジミ,ウラクロシジミ,チョウ,no,チョウ目,シジミチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/061-Iratsume_orsedice.JPG,https://commons.wikimedia.org/wiki/File:061-Iratsume_orsedice.JPG,Q13368528
243,ウラゴマダラシジミ,ウラゴマダラシジミ,ウラゴマダラシジミ,チョウ,no,チョウ目,シジミチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Artopoetes_pryeri._2.jpg,https://commons.wikimedia.org/wiki/File:Artopoetes_pryeri._2.jpg,Q5971094
244,ウラジロミドリシジミ,ウラジロミドリシジミ,ウラジロミドリシジミ,チョウ,no,チョウ目,シジミチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/FavoniusSaphirinusMUpUnAC1.jpg,https://commons.wikimedia.org/wiki/File:FavoniusSaphirinusMUpUnAC1.jpg,Q5971124
245,ウラナミアカシジミ,ウラナミアカシジミ,ウラナミアカシジミ,チョウ,no,チョウ目,シジミチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Japonica_saepestriata.JPG,https://commons.wikimedia.org/wiki/File:Japonica_saepestriata.JPG,Q777427
246,ウラナミシジミ,ウラナミシジミ,ウラナミシジミ,チョウ,no,チョウ目,シジミチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Lampides_boeticus_2011-11-03.jpg,https://commons.wikimedia.org/wiki/File:Lampides_boeticus_2011-11-03.jpg,Q929463
247,ウラナミシロチョウ,ウラナミシロチョウ,ウラナミシロチョウ,チョウ,no,チョウ目,シロチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Catopsilia_pyranthe_male%2C_Burdwan%2C_West_Bengal%2C_India_14_09_2012.jpg,https://commons.wikimedia.org/wiki/File:Catopsilia_pyranthe_male%2C_Burdwan%2C_West_Bengal%2C_India_14_09_2012.jpg,Q1768649
248,ウラナミジャノメ,ウラナミジャノメ,ウラナミジャノメ,チョウ,no,チョウ目,タテハチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/341-Ypthima_motschulskyi.JPG,https://commons.wikimedia.org/wiki/File:341-Ypthima_motschulskyi.JPG,Q5974369
249,ウラベニカスリタテハ,ウラベニカスリタテハ,ウラベニカスリタテハ,チョウ,no,チョウ目,タテハチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/ComputerHotline_-_Lepidoptera_sp._%28by%29_%2829%29.jpg,https://commons.wikimedia.org/wiki/File:ComputerHotline_-_Lepidoptera_sp._%28by%29_%2829%29.jpg,Q2711113
250,ウリキンウワバ,ウリキンウワバ,ウリキンウワバ,チョウ,no,チョウ目,ヤガ科,http://commons.wikimedia.org/wiki/Special:FilePath/Snake_gourd_semilooper_anadevidia_peponis_larvae.JPG,https://commons.wikimedia.org/wiki/File:Snake_gourd_semilooper_anadevidia_peponis_larvae.JPG,Q4750753
251,ウリハムシ,ウリハムシ,ウリハムシ,甲虫,no,コウチュウ目,ハムシ科,http://commons.wikimedia.org/wiki/Special:FilePath/Aulacophora_femoralis_urihamusi01.JPG,https://commons.wikimedia.org/wiki/File:Aulacophora_femoralis_urihamusi01.JPG,Q2751450
252,ウリミバエ,ウリミバエ,ウリミバエ,ハエ,no,ハエ目,ミバエ科,http://commons.wikimedia.org/wiki/Special:FilePath/Melon_fly_%28Bactrocera_cucurbitae%29_03.jpg,https://commons.wikimedia.org/wiki/File:Melon_fly_%28Bactrocera_cucurbitae%29_03.jpg,Q2698536
253,ウルシゴキブリ,ウルシゴキブリ,ウルシゴキブリ,その他,no,,ゴキブリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Periplaneta_japanna.jpg,https://commons.wikimedia.org/wiki/File:Periplaneta_japanna.jpg,Q10623969
254,ウロコアリ,ウロコアリ,ウロコアリ,ハチ,no,ハチ目,アリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Strumigenys_lewisi_casent0010646_profile_1.jpg,https://commons.wikimedia.org/wiki/File:Strumigenys_lewisi_casent0010646_profile_1.jpg,Q14405249
255,ウンナンシボリアゲハ,ウンナンシボリアゲハ,ウンナンシボリアゲハ,チョウ,no,チョウ目,アゲハチョウ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_butterfly.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
256,ウンモンスズメ,ウンモンスズメ,ウンモンスズメ,チョウ,no,チョウ目,スズメガ科,http://commons.wikimedia.org/wiki/Special:FilePath/Callambulyx_tatarinovii.JPG,https://commons.wikimedia.org/wiki/File:Callambulyx_tatarinovii.JPG,Q1755062
257,エウニカ・エウフェミーア,エウニカ・エウフェミーア,エウニカ・エウフェミーア,チョウ,no,チョウ目,タテハチョウ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_butterfly.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
258,エウニカ・コンコルディア,エウニカ・コンコルディア,エウニカ・コンコルディア,チョウ,no,チョウ目,タテハチョウ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_butterfly.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
259,エグリゴミムシ,エグリゴミムシ,エグリゴミムシ,甲虫,no,コウチュウ目,オサムシ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_beetle.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
260,エグリバケブカハムシ,エグリバケブカハムシ,エグリバケブカハムシ,甲虫,no,コウチュウ目,ハムシ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_beetle.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
261,エサキクチボソコメツキ,エサキクチボソコメツキ,エサキクチボソコメツキ,甲虫,no,コウチュウ目,コメツキムシ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_beetle.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
262,エサキタイコウチ,エサキタイコウチ,エサキタイコウチ,カメムシ,no,カメムシ目,タイコウチ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_truebug.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
263,エゾアカネ,エゾアカネ,エゾアカネ,トンボ,no,蜻蛉目,トンボ科,http://commons.wikimedia.org/wiki/Special:FilePath/Sympetrum_flaveolum_male_-_Kulna.jpg,https://commons.wikimedia.org/wiki/File:Sympetrum_flaveolum_male_-_Kulna.jpg,Q387616
264,エゾキイロキリガ,エゾキイロキリガ,エゾキイロキリガ,チョウ,no,チョウ目,ヤガ科,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_butterfly.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
265,エゾゲンゴロウモドキ,エゾゲンゴロウモドキ,エゾゲンゴロウモドキ,甲虫,no,コウチュウ目,ゲンゴロウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Dytiscus_marginalis_01_by-dpckk.jpg,https://commons.wikimedia.org/wiki/File:Dytiscus_marginalis_01_by-dpckk.jpg,Q20851
266,エゾスジグロシロチョウ,エゾスジグロシロチョウ,エゾスジグロシロチョウ,チョウ,no,チョウ目,シロチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/%28MHNT%29_Pieris_napi_napi_-_Foret_de_Bouconne%2C_France_-_female.jpg,https://commons.wikimedia.org/wiki/File:%28MHNT%29_Pieris_napi_napi_-_Foret_de_Bouconne%2C_France_-_female.jpg,Q683592
267,エゾスズメ,エゾスズメ,エゾスズメ,チョウ,no,チョウ目,スズメガ科,http://commons.wikimedia.org/wiki/Special:FilePath/Phyllosphingia_dissimilis_dissimilis_MHNT_CUT_2010_0_199_North_Korea_male_dorsal.jpg,https://commons.wikimedia.org/wiki/File:Phyllosphingia_dissimilis_dissimilis_MHNT_CUT_2010_0_199_North_Korea_male_dorsal.jpg,Q3315832
268,エゾゼミ,エゾゼミ,エゾゼミ,カメムシ,no,カメムシ目,セミ科,http://commons.wikimedia.org/wiki/Special:FilePath/Tibicen_japonicus_-_National_Museum_of_Nature_and_Science%2C_Tokyo_-_DSC06840.JPG,https://commons.wikimedia.org/wiki/File:Tibicen_japonicus_-_National_Museum_of_Nature_and_Science%2C_Tokyo_-_DSC06840.JPG,Q5976381
269,エゾチッチゼミ,エゾチッチゼミ,エゾチッチゼミ,カメムシ,no,カメムシ目,セミ科,http://commons.wikimedia.org/wiki/Special:FilePath/Kosemia_yezoensis_from_iNaturalist_photo_300884201.jpg,https://commons.wikimedia.org/wiki/File:Kosemia_yezoensis_from_iNaturalist_photo_300884201.jpg,Q5976413
270,エゾトンボ,エゾトンボ,エゾトンボ,トンボ,no,蜻蛉目,エゾトンボ科,http://commons.wikimedia.org/wiki/Special:FilePath/Somatochlora_viridiaenea%28Male_%2C_Japan_%2C_2019.09.14%29.jpg,https://commons.wikimedia.org/wiki/File:Somatochlora_viridiaenea%28Male_%2C_Japan_%2C_2019.09.14%29.jpg,Q2672395
