id,original,surface,pronunciation,class,extinct,order,family,image,image_page,wikidata
1681,クロサイ,クロサイ,クロサイ,哺乳類,no,奇蹄目,サイ科,http://commons.wikimedia.org/wiki/Special:FilePath/2012_Black_Rhinoceros_Gemsbokvlakte.jpg,https://commons.wikimedia.org/wiki/File:2012_Black_Rhinoceros_Gemsbokvlakte.jpg,Q95036
1682,ウキゴリ,ウキゴリ,ウキゴリ,魚類,no,ハゼ目,ハゼ科,http://commons.wikimedia.org/wiki/Special:FilePath/Gymnogobius_urotaenia1.jpg,https://commons.wikimedia.org/wiki/File:Gymnogobius_urotaenia1.jpg,Q1052556
1683,オオヨタカ,オオヨタカ,オオヨタカ,鳥類,no,ヨタカ目,ヨタカ科,http://commons.wikimedia.org/wiki/Special:FilePath/Nyctidromus_albicollis_-_Adam_Jackson_-_441800224.jpeg,https://commons.wikimedia.org/wiki/File:Nyctidromus_albicollis_-_Adam_Jackson_-_441800224.jpeg,Q1122212
1684,カンムリクマタカ,カンムリクマタカ,カンムリクマタカ,鳥類,no,タカ目,タカ科,http://commons.wikimedia.org/wiki/Special:FilePath/Crowned_Eagle_%28Stephanoaetus_coronatus%29%2C_at_Ndumo_Nature_Reserve%2C_KwaZulu-Natal%2C_South_Africa_%2828947411865%29.jpg,https://commons.wikimedia.org/wiki/File:Crowned_Eagle_%28Stephanoaetus_coronatus%29%2C_at_Ndumo_Nature_Reserve%2C_KwaZulu-Natal%2C_South_Africa_%2828947411865%29.jpg,Q591640
1685,ハリモモチュウシャクシギ,ハリモモチュウシャクシギ,ハリモモチュウシャクシギ,鳥類,no,チドリ目,シギ科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_ef0f62c72b8c_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_ef0f62c72b8c_generated.webp,
1686,サンショクウミワシ,サンショクウミワシ,サンショクウミワシ,鳥類,no,タカ目,タカ科,http://commons.wikimedia.org/wiki/Special:FilePath/Hvidhovedet_afrikansk_%C3%B8rn2.png,https://commons.wikimedia.org/wiki/File:Hvidhovedet_afrikansk_%C3%B8rn2.png,Q217497
1687,ワキグロタイヨウチョウ,ワキグロタイヨウチョウ,ワキグロタイヨウチョウ,鳥類,no,スズメ目,タイヨウチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Aethopyga_flagrans_51119231.jpg,https://commons.wikimedia.org/wiki/File:Aethopyga_flagrans_51119231.jpg,Q2359591
1688,ノドジロコビトクイナ,ノドジロコビトクイナ,ノドジロコビトクイナ,鳥類,no,ツル目,クイナ科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_d83b2ff42bfe_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_d83b2ff42bfe_generated.webp,
1689,レンカク,レンカク,レンカク,鳥類,no,チドリ目,レンカク科,http://commons.wikimedia.org/wiki/Special:FilePath/Pheasant_tailed_Jacana_%28Non-breeding%29_I_IMG_8638.jpg,https://commons.wikimedia.org/wiki/File:Pheasant_tailed_Jacana_%28Non-breeding%29_I_IMG_8638.jpg,Q18861
1690,ツバメ,ツバメ,ツバメ,鳥類,no,スズメ目,ツバメ科,http://commons.wikimedia.org/wiki/Special:FilePath/Barn_Swallow_%2895504589%29.jpeg,https://commons.wikimedia.org/wiki/File:Barn_Swallow_%2895504589%29.jpeg,Q25429
1691,コシアカヒメゴシキドリ,コシアカヒメゴシキドリ,コシアカヒメゴシキドリ,鳥類,no,キツツキ目,アフリカゴシキドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Red-rumped_Tinkerbird_-_Ankasa_-_Ghana_14_S4E2139.jpg,https://commons.wikimedia.org/wiki/File:Red-rumped_Tinkerbird_-_Ankasa_-_Ghana_14_S4E2139.jpg,Q971880
1692,モリトビハツカネズミ,モリトビハツカネズミ,モリトビハツカネズミ,哺乳類,no,ネズミ目,トビネズミ科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_add5faf89def_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_add5faf89def_generated.webp,
1693,サンタマルガリータカンガルーネズミ,サンタマルガリータカンガルーネズミ,サンタマルガリータカンガルーネズミ,NA,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_unknown.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1694,アカトゲバンディクート,アカトゲバンディクート,アカトゲバンディクート,哺乳類,no,バンディクート目,バンディクート科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_6f7c5778731f_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_6f7c5778731f_generated.webp,
1695,シュウダンムクドリ,シュウダンムクドリ,シュウダンムクドリ,鳥類,no,スズメ目,ムクドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Grosbeak_Starling%2C_Pinasungkulan%2C_North_Sulawesi%2C_Indonesia_0A2A5992_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Grosbeak_Starling%2C_Pinasungkulan%2C_North_Sulawesi%2C_Indonesia_0A2A5992_%28cropped%29.jpg,Q639889
1696,ハシボソコビトドリ,ハシボソコビトドリ,ハシボソコビトドリ,鳥類,no,ブッポウソウ目,コビトドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Narrow_billed_tody_6.jpg,https://commons.wikimedia.org/wiki/File:Narrow_billed_tody_6.jpg,Q640693
1697,ヒメウタムシクイ,ヒメウタムシクイ,ヒメウタムシクイ,NA,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_unknown.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1698,ヒズキンムクドリモドキ,ヒズキンムクドリモドキ,ヒズキンムクドリモドキ,鳥類,no,スズメ目,ムクドリモドキ科,http://commons.wikimedia.org/wiki/Special:FilePath/Amblyramphus_holosericeus1.jpg,https://commons.wikimedia.org/wiki/File:Amblyramphus_holosericeus1.jpg,Q1586092
1699,シロオビツバメ,シロオビツバメ,シロオビツバメ,鳥類,no,スズメ目,ツバメ科,http://commons.wikimedia.org/wiki/Special:FilePath/Atticora_fasciata_181560461.jpg,https://commons.wikimedia.org/wiki/File:Atticora_fasciata_181560461.jpg,Q1587061
1700,ホシバネフルーツコウモリ,ホシバネフルーツコウモリ,ホシバネフルーツコウモリ,哺乳類,no,翼手目,オオコウモリ科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_843fe7b56f66_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_843fe7b56f66_generated.webp,
1701,クロオウチュウ,クロオウチュウ,クロオウチュウ,鳥類,no,スズメ目,オウチュウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Fork-tailed_Drongo%2C_Dicrurus_adsimilis%2C_at_Marakele_National_Park%2C_Limpopo%2C_South_Africa_%2845863627405%29.jpg,https://commons.wikimedia.org/wiki/File:Fork-tailed_Drongo%2C_Dicrurus_adsimilis%2C_at_Marakele_National_Park%2C_Limpopo%2C_South_Africa_%2845863627405%29.jpg,Q742259
1702,ルリノドインカハチドリ,ルリノドインカハチドリ,ルリノドインカハチドリ,鳥類,no,Trochiliformes,ハチドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Coeligena_violifer_106475417.jpg,https://commons.wikimedia.org/wiki/File:Coeligena_violifer_106475417.jpg,Q837342
1703,マユヒタキ,マユヒタキ,マユヒタキ,鳥類,no,スズメ目,ヒタキ科,http://commons.wikimedia.org/wiki/Special:FilePath/Ultramarine_Flycatcher_I_IMG_6835.jpg,https://commons.wikimedia.org/wiki/File:Ultramarine_Flycatcher_I_IMG_6835.jpg,Q900078
1704,アサギアメリカムシクイ,アサギアメリカムシクイ,アサギアメリカムシクイ,鳥類,no,スズメ目,アメリカムシクイ科,http://commons.wikimedia.org/wiki/Special:FilePath/Northern_parula_%2881098%29.jpg,https://commons.wikimedia.org/wiki/File:Northern_parula_%2881098%29.jpg,Q27075910
1705,パラワンアナグマ,パラワンアナグマ,パラワンアナグマ,哺乳類,no,ネコ目,スカンク科,http://commons.wikimedia.org/wiki/Special:FilePath/Mydaus_marchei_Palawan_stink_badger_Huet_1887.jpg,https://commons.wikimedia.org/wiki/File:Mydaus_marchei_Palawan_stink_badger_Huet_1887.jpg,Q922103
1706,セグロミズナギドリ,セグロミズナギドリ,セグロミズナギドリ,鳥類,no,ミズナギドリ目,ミズナギドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Audobon%27s_Shearwater.jpg,https://commons.wikimedia.org/wiki/File:Audobon%27s_Shearwater.jpg,Q1262671
1707,ハジロオオバン,ハジロオオバン,ハジロオオバン,鳥類,no,ツル目,クイナ科,http://commons.wikimedia.org/wiki/Special:FilePath/Fulica_leucoptera_GALLARETA_CHICA.jpg,https://commons.wikimedia.org/wiki/File:Fulica_leucoptera_GALLARETA_CHICA.jpg,Q1268737
1708,ツボモリジャコウネズミ,ツボモリジャコウネズミ,ツボモリジャコウネズミ,NA,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_unknown.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1709,ツバメハチドリ,ツバメハチドリ,ツバメハチドリ,鳥類,no,Trochiliformes,ハチドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Eupetomena_macroura_-Piraju%2C_Sao_Paulo%2C_Brazil-8.jpg,https://commons.wikimedia.org/wiki/File:Eupetomena_macroura_-Piraju%2C_Sao_Paulo%2C_Brazil-8.jpg,Q906894
1710,ズアカカマドドリ,ズアカカマドドリ,ズアカカマドドリ,鳥類,no,スズメ目,カマドドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Cranioleuca_demissa_-_Tepui_Spinetail%3B_Mount_Roraima%2C_Venezuela.jpg,https://commons.wikimedia.org/wiki/File:Cranioleuca_demissa_-_Tepui_Spinetail%3B_Mount_Roraima%2C_Venezuela.jpg,Q558913
1711,ジュゴン,ジュゴン,ジュゴン,哺乳類,no,海牛目,ジュゴン科,http://commons.wikimedia.org/wiki/Special:FilePath/Dugong_Marsa_Alam.jpg,https://commons.wikimedia.org/wiki/File:Dugong_Marsa_Alam.jpg,Q129544
1712,セアカハゲラ,セアカハゲラ,セアカハゲラ,鳥類,no,キツツキ目,キツツキ科,http://commons.wikimedia.org/wiki/Special:FilePath/Veniliornis_callonotus_1849.jpg,https://commons.wikimedia.org/wiki/File:Veniliornis_callonotus_1849.jpg,Q1265073
1713,アシナガネズミカンガルー,アシナガネズミカンガルー,アシナガネズミカンガルー,哺乳類,no,カンガルー目,ネズミカンガルー科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_1c62c82e55c4_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_1c62c82e55c4_generated.webp,
1714,メダイチドリ,メダイチドリ,メダイチドリ,鳥類,no,チドリ目,チドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Lesser_Sand_Plover_Charadrius_mongolus_in_breeding_plumage_best_by_Vedant_Kasambe_DSC_5787.jpg,https://commons.wikimedia.org/wiki/File:Lesser_Sand_Plover_Charadrius_mongolus_in_breeding_plumage_best_by_Vedant_Kasambe_DSC_5787.jpg,Q305255
1715,ナンベイモリポケットマウス,ナンベイモリポケットマウス,ナンベイモリポケットマウス,NA,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_unknown.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1716,ミヤマオウム,ミヤマオウム,ミヤマオウム,鳥類,no,オウム目,Nestoridae,http://commons.wikimedia.org/wiki/Special:FilePath/Kea.jpg,https://commons.wikimedia.org/wiki/File:Kea.jpg,Q193337
1717,モリヤマネ,モリヤマネ,モリヤマネ,哺乳類,no,ネズミ目,ヤマネ科,http://commons.wikimedia.org/wiki/Special:FilePath/Dryomys_nitedula.jpg,https://commons.wikimedia.org/wiki/File:Dryomys_nitedula.jpg,Q300984
1718,ヨーロッパケナガイタチ,ヨーロッパケナガイタチ,ヨーロッパケナガイタチ,哺乳類,no,ネコ目,イタチ科,http://commons.wikimedia.org/wiki/Special:FilePath/Ilder.jpg,https://commons.wikimedia.org/wiki/File:Ilder.jpg,Q26582
1719,コバシヒメアリサザイ,コバシヒメアリサザイ,コバシヒメアリサザイ,鳥類,no,スズメ目,アリドリ科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_eccd8c228d1f_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_eccd8c228d1f_generated.webp,
1720,シロハラミソサザイ,シロハラミソサザイ,シロハラミソサザイ,鳥類,no,スズメ目,ミソサザイ科,http://commons.wikimedia.org/wiki/Special:FilePath/Bewick%27s_Wren_%2827640631069%29.jpg,https://commons.wikimedia.org/wiki/File:Bewick%27s_Wren_%2827640631069%29.jpg,Q997457
1721,ミラードヤワゲネズミ,ミラードヤワゲネズミ,ミラードヤワゲネズミ,哺乳類,no,ネズミ目,ネズミ科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_af901806dd7b_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_af901806dd7b_generated.webp,
1722,シマアジ,シマアジ,シマアジ,鳥類,no,カモ目,カモ科,http://commons.wikimedia.org/wiki/Special:FilePath/Anas_querquedula%2C_Llobregat_Delta%2C_Barcelona_6.jpg,https://commons.wikimedia.org/wiki/File:Anas_querquedula%2C_Llobregat_Delta%2C_Barcelona_6.jpg,Q28106902
1723,アレンハチドリ,アレンハチドリ,アレンハチドリ,鳥類,no,Trochiliformes,ハチドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Allen%27s_Hummingbird_%28Selasphorus_sasin%29.jpg,https://commons.wikimedia.org/wiki/File:Allen%27s_Hummingbird_%28Selasphorus_sasin%29.jpg,Q1262651
1724,アネハヅル,アネハヅル,アネハヅル,鳥類,no,ツル目,ツル科,http://commons.wikimedia.org/wiki/Special:FilePath/Demoiselle_Cranes_at_Tal_Chappar.jpg,https://commons.wikimedia.org/wiki/File:Demoiselle_Cranes_at_Tal_Chappar.jpg,Q23759614
1725,カタクチイワシ,カタクチイワシ,カタクチイワシ,魚類,no,ニシン目,カタクチイワシ科,http://commons.wikimedia.org/wiki/Special:FilePath/Engraulis_japonicus_01.JPG,https://commons.wikimedia.org/wiki/File:Engraulis_japonicus_01.JPG,Q516676
1726,クロオファスコガーレ,クロオファスコガーレ,クロオファスコガーレ,哺乳類,no,フクロネコ目,フクロネコ科,http://commons.wikimedia.org/wiki/Special:FilePath/Phascogale_4.jpg,https://commons.wikimedia.org/wiki/File:Phascogale_4.jpg,Q194194
1727,キジインコ,キジインコ,キジインコ,鳥類,no,オウム目,ヨウム科,http://commons.wikimedia.org/wiki/Special:FilePath/Eastern_Ground_Parrot_at_Barren_Grounds_Nature_Reserve_NSW_Australia.jpg,https://commons.wikimedia.org/wiki/File:Eastern_Ground_Parrot_at_Barren_Grounds_Nature_Reserve_NSW_Australia.jpg,Q889662
1728,ニシズグロカモメ,ニシズグロカモメ,ニシズグロカモメ,鳥類,no,チドリ目,カモメ科,http://commons.wikimedia.org/wiki/Special:FilePath/2013-08-01_Ichthyaetus_melanocephalus%2C_Brierdene%2C_Whitley_Bay%2C_Northumberland_1.jpg,https://commons.wikimedia.org/wiki/File:2013-08-01_Ichthyaetus_melanocephalus%2C_Brierdene%2C_Whitley_Bay%2C_Northumberland_1.jpg,Q276189
1729,ソデグロガラス,ソデグロガラス,ソデグロガラス,鳥類,no,スズメ目,カラス科,http://commons.wikimedia.org/wiki/Special:FilePath/Zavattariornis_stresemanni_-Yabello_Wildlife_Sanctuary%2C_Ethiopia-8.jpg,https://commons.wikimedia.org/wiki/File:Zavattariornis_stresemanni_-Yabello_Wildlife_Sanctuary%2C_Ethiopia-8.jpg,Q416528
1730,マドラスツパイ,マドラスツパイ,マドラスツパイ,哺乳類,no,ツパイ目,ツパイ科,http://commons.wikimedia.org/wiki/Special:FilePath/TupaiaElliotiWolf.jpg,https://commons.wikimedia.org/wiki/File:TupaiaElliotiWolf.jpg,Q581371
1731,カンムリハワイミツスイ,カンムリハワイミツスイ,カンムリハワイミツスイ,鳥類,no,スズメ目,アトリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Akohekohe.jpg,https://commons.wikimedia.org/wiki/File:Akohekohe.jpg,Q591208
1732,ブチサンショウウオ,ブチサンショウウオ,ブチサンショウウオ,両生類,no,有尾目,サンショウウオ科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_63e13b8c2852_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_63e13b8c2852_generated.webp,
1733,ノドジロオタテドリ,ノドジロオタテドリ,ノドジロオタテドリ,鳥類,no,スズメ目,オタテドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Scytalopus_superciliaris_-_White-browed_Tapaculo_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Scytalopus_superciliaris_-_White-browed_Tapaculo_%28cropped%29.jpg,Q1260582
1734,コアオバト,コアオバト,コアオバト,鳥類,no,ハト目,ハト科,http://commons.wikimedia.org/wiki/Special:FilePath/Treron_vernans_male_-_Kent_Ridge_Park.jpg,https://commons.wikimedia.org/wiki/File:Treron_vernans_male_-_Kent_Ridge_Park.jpg,Q863151
1735,インドクジャク,インドクジャク,インドクジャク,鳥類,no,キジ目,キジ科,http://commons.wikimedia.org/wiki/Special:FilePath/Indian_Peacock_in_Tholpetty_Wildlife_Sanctuary_01.JPG,https://commons.wikimedia.org/wiki/File:Indian_Peacock_in_Tholpetty_Wildlife_Sanctuary_01.JPG,Q61865
1736,クリチャヒワ,クリチャヒワ,クリチャヒワ,鳥類,no,スズメ目,アトリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Crithagra_alario_-Namaqua_National_Park%2C_Northern_Cape%2C_South_Africa_-female-6.jpg,https://commons.wikimedia.org/wiki/File:Crithagra_alario_-Namaqua_National_Park%2C_Northern_Cape%2C_South_Africa_-female-6.jpg,Q1302446
1737,アミメジツグミ,アミメジツグミ,アミメジツグミ,鳥類,no,スズメ目,ツグミ科,http://commons.wikimedia.org/wiki/Special:FilePath/Zoothera_andromedae.jpg,https://commons.wikimedia.org/wiki/File:Zoothera_andromedae.jpg,Q509111
1738,シルバーデバネズミ,シルバーデバネズミ,シルバーデバネズミ,哺乳類,no,ネズミ目,デバネズミ科,http://commons.wikimedia.org/wiki/Special:FilePath/Silvery_mole-rat.png,https://commons.wikimedia.org/wiki/File:Silvery_mole-rat.png,Q302881
1739,キンイロフウキンチョウ,キンイロフウキンチョウ,キンイロフウキンチョウ,鳥類,no,スズメ目,フウキンチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Golden_Tanager_Tangara_Dorada_%28Tangara_arthus_arthus%29_%2827279453011%29.jpg,https://commons.wikimedia.org/wiki/File:Golden_Tanager_Tangara_Dorada_%28Tangara_arthus_arthus%29_%2827279453011%29.jpg,Q776016
1740,カンムリカワセミ,カンムリカワセミ,カンムリカワセミ,鳥類,no,ブッポウソウ目,カワセミ科,http://commons.wikimedia.org/wiki/Special:FilePath/Corythornis_cristatus_1b.jpg,https://commons.wikimedia.org/wiki/File:Corythornis_cristatus_1b.jpg,Q21127307
1741,ヒゲゴシキドリ,ヒゲゴシキドリ,ヒゲゴシキドリ,鳥類,no,キツツキ目,アフリカゴシキドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Bearded_Barbet_-_Lybius_dubius_%2836684180651%29.jpg,https://commons.wikimedia.org/wiki/File:Bearded_Barbet_-_Lybius_dubius_%2836684180651%29.jpg,Q586075
1742,ベリエルクサマウス,ベリエルクサマウス,ベリエルクサマウス,NA,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_unknown.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
1743,エボシドリ,エボシドリ,エボシドリ,鳥類,no,エボシドリ目,エボシドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Knysna_Turacos.JPG,https://commons.wikimedia.org/wiki/File:Knysna_Turacos.JPG,Q937505
1744,キンクロヒメキツツキ,キンクロヒメキツツキ,キンクロヒメキツツキ,鳥類,no,キツツキ目,キツツキ科,http://commons.wikimedia.org/wiki/Special:FilePath/Picumnus_exilis_buffonii_-_Golden-spangled_Piculet_%28female%29%3B_Pte._Figueiredo%2C_Amazonas%2C_Brazil.jpg,https://commons.wikimedia.org/wiki/File:Picumnus_exilis_buffonii_-_Golden-spangled_Piculet_%28female%29%3B_Pte._Figueiredo%2C_Amazonas%2C_Brazil.jpg,Q1271295
1745,ヒメハゲラ,ヒメハゲラ,ヒメハゲラ,鳥類,no,キツツキ目,キツツキ科,http://commons.wikimedia.org/wiki/Special:FilePath/Little_Woodpecker_%28Veniliornis_passerinus%29.jpg,https://commons.wikimedia.org/wiki/File:Little_Woodpecker_%28Veniliornis_passerinus%29.jpg,Q594083
1746,ノドグロアリドリ,ノドグロアリドリ,ノドグロアリドリ,鳥類,no,スズメ目,アリドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Myrmophilax_atrothorax_-_Black-throated_Antbird_%28male%29%3B_Manaus%2C_Amazonas%2C_Brazil.jpg,https://commons.wikimedia.org/wiki/File:Myrmophilax_atrothorax_-_Black-throated_Antbird_%28male%29%3B_Manaus%2C_Amazonas%2C_Brazil.jpg,Q1268150
1747,ムネアカシルスイキツツキ,ムネアカシルスイキツツキ,ムネアカシルスイキツツキ,鳥類,no,キツツキ目,キツツキ科,http://commons.wikimedia.org/wiki/Special:FilePath/Red-Breasted_Sapsucker.jpg,https://commons.wikimedia.org/wiki/File:Red-Breasted_Sapsucker.jpg,Q1274659
1748,ハイオムジカザリドリ,ハイオムジカザリドリ,ハイオムジカザリドリ,鳥類,no,スズメ目,カザリドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/LipaugusSubalarisSmit.jpg,https://commons.wikimedia.org/wiki/File:LipaugusSubalarisSmit.jpg,Q1921529
1749,キューバキヌバネドリ,キューバキヌバネドリ,キューバキヌバネドリ,鳥類,no,キヌバネドリ目,キヌバネドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Priotelus_temnurus_-Camaguey%2C_Camaguey_Province%2C_Cuba-8.jpg,https://commons.wikimedia.org/wiki/File:Priotelus_temnurus_-Camaguey%2C_Camaguey_Province%2C_Cuba-8.jpg,Q742552
1750,カワヤツメ,カワヤツメ,カワヤツメ,魚類,no,ヤツメウナギ目,ヤツメウナギ科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_f7cd7fcc41b9_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_f7cd7fcc41b9_generated.webp,
1751,キゴシフウキンチョウ,キゴシフウキンチョウ,キゴシフウキンチョウ,鳥類,no,スズメ目,フウキンチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Hemithraupis_flavicollis_-_Yellow-backed_Tanager_%28female%29.JPG,https://commons.wikimedia.org/wiki/File:Hemithraupis_flavicollis_-_Yellow-backed_Tanager_%28female%29.JPG,Q1588530
1752,ルリショウビン,ルリショウビン,ルリショウビン,鳥類,no,ブッポウソウ目,カワセミ科,http://commons.wikimedia.org/wiki/Special:FilePath/Kingfisher_6764.jpg,https://commons.wikimedia.org/wiki/File:Kingfisher_6764.jpg,Q1266497
1753,シマサボテンミソサザイ,シマサボテンミソサザイ,シマサボテンミソサザイ,鳥類,no,スズメ目,ミソサザイ科,http://commons.wikimedia.org/wiki/Special:FilePath/Campylorhynchus_megalopterus_1849.jpg,https://commons.wikimedia.org/wiki/File:Campylorhynchus_megalopterus_1849.jpg,Q2667953
1754,ルリノドハチクイ,ルリノドハチクイ,ルリノドハチクイ,鳥類,no,ブッポウソウ目,ハチクイ科,http://commons.wikimedia.org/wiki/Special:FilePath/Blue-throated_bee-eater_%28Merops_viridis%29.jpg,https://commons.wikimedia.org/wiki/File:Blue-throated_bee-eater_%28Merops_viridis%29.jpg,Q863179
1755,チビオナガテンレック,チビオナガテンレック,チビオナガテンレック,哺乳類,no,アフリカトガリネズミ目,テンレック科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_f369e961d6ca_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_f369e961d6ca_generated.webp,
1756,ヒメハマシギ,ヒメハマシギ,ヒメハマシギ,鳥類,no,チドリ目,シギ科,http://commons.wikimedia.org/wiki/Special:FilePath/Western_Sandpiper.jpg,https://commons.wikimedia.org/wiki/File:Western_Sandpiper.jpg,Q488341
1757,ニシシマバンディクート,ニシシマバンディクート,ニシシマバンディクート,哺乳類,no,バンディクート目,バンディクート科,http://commons.wikimedia.org/wiki/Special:FilePath/Perameles_bougainville_-_Gould.jpg,https://commons.wikimedia.org/wiki/File:Perameles_bougainville_-_Gould.jpg,Q596243
1758,セーカーハヤブサ,セーカーハヤブサ,セーカーハヤブサ,鳥類,no,ハヤブサ目,ハヤブサ科,http://commons.wikimedia.org/wiki/Special:FilePath/Falco_cherrug_1_%28Bohu%C5%A1_%C4%8C%C3%AD%C4%8Del%29.jpg,https://commons.wikimedia.org/wiki/File:Falco_cherrug_1_%28Bohu%C5%A1_%C4%8C%C3%AD%C4%8Del%29.jpg,Q165974
1759,ハイイロフタスジモズモドキ,ハイイロフタスジモズモドキ,ハイイロフタスジモズモドキ,鳥類,no,スズメ目,モズモドキ科,http://commons.wikimedia.org/wiki/Special:FilePath/Plumbeous_Vireo_DSC_8153vv.jpg,https://commons.wikimedia.org/wiki/File:Plumbeous_Vireo_DSC_8153vv.jpg,Q1318023
1760,トガリハツカネズミ,トガリハツカネズミ,トガリハツカネズミ,哺乳類,no,ネズミ目,ネズミ科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_af901806dd7b_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_af901806dd7b_generated.webp,
1761,オオハクセキレイ,オオハクセキレイ,オオハクセキレイ,鳥類,no,スズメ目,セキレイ科,http://commons.wikimedia.org/wiki/Special:FilePath/Motacilla_maderaspatensis_-Pashan_Lake%2C_Pune%2C_Maharashtra%2C_India-8.jpg,https://commons.wikimedia.org/wiki/File:Motacilla_maderaspatensis_-Pashan_Lake%2C_Pune%2C_Maharashtra%2C_India-8.jpg,Q1583749
1762,キマユメガネフクロウ,キマユメガネフクロウ,キマユメガネフクロウ,鳥類,no,フクロウ目,フクロウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Pulsatrix_koeniswaldiana_-Parque_Estadual_da_Serra_da_Cantareira%2C_Sao_Paulo%2C_Brasil-8.jpg,https://commons.wikimedia.org/wiki/File:Pulsatrix_koeniswaldiana_-Parque_Estadual_da_Serra_da_Cantareira%2C_Sao_Paulo%2C_Brasil-8.jpg,Q974890
