id,original,surface,pronunciation,class,extinct,order,family,image,image_page,wikidata
0,ケナガルーセットオオコウモリ,ケナガルーセットオオコウモリ,ケナガルーセットオオコウモリ,哺乳類,no,翼手目,オオコウモリ科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_843fe7b56f66_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_843fe7b56f66_generated.webp,
1,ハジロコチドリ,ハジロコチドリ,ハジロコチドリ,鳥類,no,チドリ目,チドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Charadrius_hiaticula_3_breeding.jpg,https://commons.wikimedia.org/wiki/File:Charadrius_hiaticula_3_breeding.jpg,Q26816
2,ペルージアリドリ,ペルージアリドリ,ペルージアリドリ,鳥類,no,スズメ目,アリツグミ科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_d3a0b3060189_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_d3a0b3060189_generated.webp,
3,アカオオオヒラハシハエトリ,アカオオオヒラハシハエトリ,アカオオオヒラハシハエトリ,鳥類,no,スズメ目,タイランチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Ramphotrigon_ruficauda_-_Rufous-tailed_Flatbill%3B_Xapuri%2C_Acre%2C_Brazil.jpg,https://commons.wikimedia.org/wiki/File:Ramphotrigon_ruficauda_-_Rufous-tailed_Flatbill%3B_Xapuri%2C_Acre%2C_Brazil.jpg,Q1274141
4,ムラサキモリヤツガシラ,ムラサキモリヤツガシラ,ムラサキモリヤツガシラ,鳥類,no,サイチョウ目,モリヤツガシラ科,http://commons.wikimedia.org/wiki/Special:FilePath/IrrisorGoodchild.jpg,https://commons.wikimedia.org/wiki/File:IrrisorGoodchild.jpg,Q1059533
5,ダスキーティティ,ダスキーティティ,ダスキーティティ,哺乳類,no,サル目,サキ科,http://commons.wikimedia.org/wiki/Special:FilePath/Plecturocebus_moloch_251002824.jpeg,https://commons.wikimedia.org/wiki/File:Plecturocebus_moloch_251002824.jpeg,Q56116672
6,アカビタイムシクイキンパラ,アカビタイムシクイキンパラ,アカビタイムシクイキンパラ,鳥類,no,スズメ目,カエデチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Pholidornis_rubrifrons_Keulemans.jpg,https://commons.wikimedia.org/wiki/File:Pholidornis_rubrifrons_Keulemans.jpg,Q616424
7,シロハラアカヒゲハチドリ,シロハラアカヒゲハチドリ,シロハラアカヒゲハチドリ,鳥類,no,Trochiliformes,ハチドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/MonographTrochi3Goul_0120_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:MonographTrochi3Goul_0120_%28cropped%29.jpg,Q1271426
8,ミナミヤブハエトリ,ミナミヤブハエトリ,ミナミヤブハエトリ,鳥類,no,スズメ目,タイランチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Sublegatus_modestus_-_Southern_Scrub-Flycatcher%3B_Potengi%2C_Cear%C3%A1%2C_Brazil.jpg,https://commons.wikimedia.org/wiki/File:Sublegatus_modestus_-_Southern_Scrub-Flycatcher%3B_Potengi%2C_Cear%C3%A1%2C_Brazil.jpg,Q1274520
9,クリバネコウウチョウ,クリバネコウウチョウ,クリバネコウウチョウ,鳥類,no,スズメ目,ムクドリモドキ科,http://commons.wikimedia.org/wiki/Special:FilePath/Baywing_%28Agelaioides_badius%29.jpg,https://commons.wikimedia.org/wiki/File:Baywing_%28Agelaioides_badius%29.jpg,Q1584315
10,マエツ,マエツ,マエツ,NA,no,ニシン目,カタクチイワシ科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_6f235d96c168_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_6f235d96c168_generated.webp,
11,アラビアイワシャコ,アラビアイワシャコ,アラビアイワシャコ,鳥類,no,キジ目,キジ科,http://commons.wikimedia.org/wiki/Special:FilePath/Arabian_Partridge.jpg,https://commons.wikimedia.org/wiki/File:Arabian_Partridge.jpg,Q251584
12,マミジロアジサシ,マミジロアジサシ,マミジロアジサシ,鳥類,no,チドリ目,カモメ科,http://commons.wikimedia.org/wiki/Special:FilePath/Bridled_Tern_%28_Sterna_anaethetus_%29_..._Great_Barrier_Reef_%2C_Australia_%2853374667291%29.jpg,https://commons.wikimedia.org/wiki/File:Bridled_Tern_%28_Sterna_anaethetus_%29_..._Great_Barrier_Reef_%2C_Australia_%2853374667291%29.jpg,Q28490
13,ハイボウシヒラハシハエトリ,ハイボウシヒラハシハエトリ,ハイボウシヒラハシハエトリ,鳥類,no,スズメ目,タイランチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Tolmomyias_poliocephalus_-_Gray-crowned_Flycatcher.JPG,https://commons.wikimedia.org/wiki/File:Tolmomyias_poliocephalus_-_Gray-crowned_Flycatcher.JPG,Q1270575
14,キガタハゴロモガラス,キガタハゴロモガラス,キガタハゴロモガラス,鳥類,no,スズメ目,ムクドリモドキ科,http://commons.wikimedia.org/wiki/Special:FilePath/Yellow-shouldered_Blackbird_5_Mike_Morel.jpg,https://commons.wikimedia.org/wiki/File:Yellow-shouldered_Blackbird_5_Mike_Morel.jpg,Q602134
15,キノボリカマドドリ,キノボリカマドドリ,キノボリカマドドリ,鳥類,no,スズメ目,カマドドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/White-throated_Treerummer_%28Pygarrhichas_albogularis%29_%2815774411279%29_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:White-throated_Treerummer_%28Pygarrhichas_albogularis%29_%2815774411279%29_%28cropped%29.jpg,Q628707
16,キタヌマコトンラット,キタヌマコトンラット,キタヌマコトンラット,哺乳類,no,ネズミ目,キヌゲネズミ科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_95f5ddca88f2_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_95f5ddca88f2_generated.webp,
17,オオモリクイナ,オオモリクイナ,オオモリクイナ,鳥類,no,ツル目,クイナ科,http://commons.wikimedia.org/wiki/Special:FilePath/Aramides_ypecaha_-_Frank_Thomas_Sautter_-_601212174.jpeg,https://commons.wikimedia.org/wiki/File:Aramides_ypecaha_-_Frank_Thomas_Sautter_-_601212174.jpeg,Q1274189
18,ブラジルノロマウス,ブラジルノロマウス,ブラジルノロマウス,NA,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_unknown.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
19,ホソオヤマアラシ,ホソオヤマアラシ,ホソオヤマアラシ,哺乳類,no,ネズミ目,アメリカヤマアラシ科,http://commons.wikimedia.org/wiki/Special:FilePath/Chaetomys_subspinosus-2013.gif,https://commons.wikimedia.org/wiki/File:Chaetomys_subspinosus-2013.gif,Q894229
20,メグミジネズミ,メグミジネズミ,メグミジネズミ,NA,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_unknown.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
21,ミミジロカササギビタキ,ミミジロカササギビタキ,ミミジロカササギビタキ,鳥類,no,スズメ目,カササギヒタキ科,http://commons.wikimedia.org/wiki/Special:FilePath/Monarcha_leucotis.jpg,https://commons.wikimedia.org/wiki/File:Monarcha_leucotis.jpg,Q1704238
22,ズアカアカムシクイ,ズアカアカムシクイ,ズアカアカムシクイ,鳥類,no,スズメ目,ダルマエナガ科,http://commons.wikimedia.org/wiki/Special:FilePath/Naturalis_Biodiversity_Center_-_RMNH.AVES.94845_1_-_Bathmocercus_rufus_vulpinus_Reichenow%2C_1895_-_Sylviidae_-_bird_skin_specimen.jpeg,https://commons.wikimedia.org/wiki/File:Naturalis_Biodiversity_Center_-_RMNH.AVES.94845_1_-_Bathmocercus_rufus_vulpinus_Reichenow%2C_1895_-_Sylviidae_-_bird_skin_specimen.jpeg,Q2667998
23,オナガセアオマイコドリ,オナガセアオマイコドリ,オナガセアオマイコドリ,鳥類,no,スズメ目,マイコドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Flickr_-_Rainbirder_-_Long-tailed_Manakin_%28Chiroxiphia_linearis%29.jpg,https://commons.wikimedia.org/wiki/File:Flickr_-_Rainbirder_-_Long-tailed_Manakin_%28Chiroxiphia_linearis%29.jpg,Q942728
24,エゾライチョウ,エゾライチョウ,エゾライチョウ,鳥類,no,キジ目,キジ科,http://commons.wikimedia.org/wiki/Special:FilePath/Tetrastes_bonasia.jpg,https://commons.wikimedia.org/wiki/File:Tetrastes_bonasia.jpg,Q182761
25,アオマメガン,アオマメガン,アオマメガン,鳥類,no,カモ目,カモ科,http://commons.wikimedia.org/wiki/Special:FilePath/Green_Pygmy_Goose_3009.jpg,https://commons.wikimedia.org/wiki/File:Green_Pygmy_Goose_3009.jpg,Q783165
26,コビトハツカネズミ,コビトハツカネズミ,コビトハツカネズミ,哺乳類,no,ネズミ目,ネズミ科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_af901806dd7b_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_af901806dd7b_generated.webp,
27,カゼトゲタナゴ,カゼトゲタナゴ,カゼトゲタナゴ,魚類,no,コイ目,コイ科,http://commons.wikimedia.org/wiki/Special:FilePath/Rhodeus_atremius_suigensis.jpg,https://commons.wikimedia.org/wiki/File:Rhodeus_atremius_suigensis.jpg,Q3270295
28,サワアンテキヌス,サワアンテキヌス,サワアンテキヌス,哺乳類,no,フクロネコ目,フクロネコ科,http://commons.wikimedia.org/wiki/Special:FilePath/Dasyuridae_-_Antechinus_minimus.JPG,https://commons.wikimedia.org/wiki/File:Dasyuridae_-_Antechinus_minimus.JPG,Q135416
29,ミミジロゴシキドリ,ミミジロゴシキドリ,ミミジロゴシキドリ,鳥類,no,キツツキ目,アフリカゴシキドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/White-eared_Barbet_RWD.jpg,https://commons.wikimedia.org/wiki/File:White-eared_Barbet_RWD.jpg,Q969399
30,サンケイ,サンケイ,サンケイ,鳥類,no,キジ目,キジ科,http://commons.wikimedia.org/wiki/Special:FilePath/Swinhoe%27s_Pheasant_0673.jpg,https://commons.wikimedia.org/wiki/File:Swinhoe%27s_Pheasant_0673.jpg,Q715245
31,ミナミアフリカオットセイ,ミナミアフリカオットセイ,ミナミアフリカオットセイ,哺乳類,no,ネコ目,アシカ科,http://commons.wikimedia.org/wiki/Special:FilePath/Arctocephalus_pusillus_-_SE_Tasmania.jpg,https://commons.wikimedia.org/wiki/File:Arctocephalus_pusillus_-_SE_Tasmania.jpg,Q466597
32,オオイタサンショウウオ,オオイタサンショウウオ,オオイタサンショウウオ,両生類,no,有尾目,サンショウウオ科,http://commons.wikimedia.org/wiki/Special:FilePath/%E3%81%8A%E3%81%8A%E3%81%84%E3%81%9F%E3%81%95%E3%82%93%E3%81%97%E3%82%87%E3%81%86%E3%81%86%E3%81%8A.jpg,https://commons.wikimedia.org/wiki/File:%E3%81%8A%E3%81%8A%E3%81%84%E3%81%9F%E3%81%95%E3%82%93%E3%81%97%E3%82%87%E3%81%86%E3%81%86%E3%81%8A.jpg,Q305973
33,アカキノボリカンガルー,アカキノボリカンガルー,アカキノボリカンガルー,哺乳類,no,カンガルー目,カンガルー科,http://commons.wikimedia.org/wiki/Special:FilePath/Dendrolagus_matschiei_-Milwaukee_County_Zoo-8.jpg,https://commons.wikimedia.org/wiki/File:Dendrolagus_matschiei_-Milwaukee_County_Zoo-8.jpg,Q209174
34,ボッテグジネズミ,ボッテグジネズミ,ボッテグジネズミ,NA,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_unknown.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
35,ヒメアリクイ,ヒメアリクイ,ヒメアリクイ,哺乳類,no,有毛目,ヒメアリクイ科,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%93s_formiguer_pigmeu.jpg,https://commons.wikimedia.org/wiki/File:%C3%93s_formiguer_pigmeu.jpg,Q244043
36,クロクビタマリン,クロクビタマリン,クロクビタマリン,NA,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_unknown.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
37,クビワニセムシクイチメドリ,クビワニセムシクイチメドリ,クビワニセムシクイチメドリ,鳥類,no,スズメ目,セッカ科,http://commons.wikimedia.org/wiki/Special:FilePath/Neomixis_tenella_1868.jpg,https://commons.wikimedia.org/wiki/File:Neomixis_tenella_1868.jpg,Q1586291
38,ニンバジネズミ,ニンバジネズミ,ニンバジネズミ,NA,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_unknown.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
39,マミハウチワドリ,マミハウチワドリ,マミハウチワドリ,鳥類,no,スズメ目,セッカ科,http://commons.wikimedia.org/wiki/Special:FilePath/Tawny-flanked_Prinia_-_Gambia_%2832497285112%29.jpg,https://commons.wikimedia.org/wiki/File:Tawny-flanked_Prinia_-_Gambia_%2832497285112%29.jpg,Q3726284
40,アカクロノスリ,アカクロノスリ,アカクロノスリ,鳥類,no,タカ目,タカ科,http://commons.wikimedia.org/wiki/Special:FilePath/Buteo_rufofuscus_-Itala_Game_Reserve%2C_KwaZulu-Natal%2C_South_Africa_-flying-6.jpg,https://commons.wikimedia.org/wiki/File:Buteo_rufofuscus_-Itala_Game_Reserve%2C_KwaZulu-Natal%2C_South_Africa_-flying-6.jpg,Q1266370
41,ススイロシマリス,ススイロシマリス,ススイロシマリス,哺乳類,no,ネズミ目,リス科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_5d3f3b46e94a_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_5d3f3b46e94a_generated.webp,
42,マケドニアハツカネズミ,マケドニアハツカネズミ,マケドニアハツカネズミ,哺乳類,no,ネズミ目,ネズミ科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_af901806dd7b_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_af901806dd7b_generated.webp,
43,マントヒヒ,マントヒヒ,マントヒヒ,哺乳類,no,サル目,オナガザル科,http://commons.wikimedia.org/wiki/Special:FilePath/Hamadryas_baboon_%28Papio_hamadryas%29_female.jpg,https://commons.wikimedia.org/wiki/File:Hamadryas_baboon_%28Papio_hamadryas%29_female.jpg,Q189484
44,コキクガシラコウモリ,コキクガシラコウモリ,コキクガシラコウモリ,哺乳類,no,翼手目,キクガシラコウモリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Rhinolophus_cornutus_-_%E3%82%8A%E3%81%AA%E3%81%B9%E3%82%8B_-_605637350.jpeg,https://commons.wikimedia.org/wiki/File:Rhinolophus_cornutus_-_%E3%82%8A%E3%81%AA%E3%81%B9%E3%82%8B_-_605637350.jpeg,Q1767170
45,アペニントガリネズミ,アペニントガリネズミ,アペニントガリネズミ,NA,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_unknown.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
46,クロガオアオハシキンパラ,クロガオアオハシキンパラ,クロガオアオハシキンパラ,鳥類,no,スズメ目,カエデチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Western_Bluebill_%28Spermophaga_haematina%29.jpg,https://commons.wikimedia.org/wiki/File:Western_Bluebill_%28Spermophaga_haematina%29.jpg,Q590257
47,ダイアナモンキー,ダイアナモンキー,ダイアナモンキー,哺乳類,no,サル目,オナガザル科,http://commons.wikimedia.org/wiki/Special:FilePath/Cercopithecus_diana.jpg,https://commons.wikimedia.org/wiki/File:Cercopithecus_diana.jpg,Q724362
48,オオネズミクイ,オオネズミクイ,オオネズミクイ,哺乳類,no,フクロネコ目,フクロネコ科,http://commons.wikimedia.org/wiki/Special:FilePath/Vakorejsek_ctyrprsty.jpg,https://commons.wikimedia.org/wiki/File:Vakorejsek_ctyrprsty.jpg,Q754050
49,アメリカバク,アメリカバク,アメリカバク,哺乳類,no,奇蹄目,バク科,http://commons.wikimedia.org/wiki/Special:FilePath/Tapirus_terrestris.jpg,https://commons.wikimedia.org/wiki/File:Tapirus_terrestris.jpg,Q220271
50,シロガシラクロサバクヒタキ,シロガシラクロサバクヒタキ,シロガシラクロサバクヒタキ,鳥類,no,スズメ目,ヒタキ科,http://commons.wikimedia.org/wiki/Special:FilePath/Traquet_%C3%A0_t%C3%AAte_blanche_Jebil_NP.jpg,https://commons.wikimedia.org/wiki/File:Traquet_%C3%A0_t%C3%AAte_blanche_Jebil_NP.jpg,Q912081
51,チャゴシサバクヒタキ,チャゴシサバクヒタキ,チャゴシサバクヒタキ,鳥類,no,スズメ目,ヒタキ科,http://commons.wikimedia.org/wiki/Special:FilePath/Red-rumped_wheatear_%28Oenanthe_moesta_moesta%29_female_Kebili.jpg,https://commons.wikimedia.org/wiki/File:Red-rumped_wheatear_%28Oenanthe_moesta_moesta%29_female_Kebili.jpg,Q1584260
52,クロボウシヒメウソ,クロボウシヒメウソ,クロボウシヒメウソ,鳥類,no,スズメ目,フウキンチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Sporophila_bouvreuil_-Mogi_das_Cruzes%2C_Sao_Paulo%2C_Brasil-8.jpg,https://commons.wikimedia.org/wiki/File:Sporophila_bouvreuil_-Mogi_das_Cruzes%2C_Sao_Paulo%2C_Brasil-8.jpg,Q1024919
53,マダラハシナガタイランチョウ,マダラハシナガタイランチョウ,マダラハシナガタイランチョウ,鳥類,no,スズメ目,タイランチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Todirostrum_maculatum_JJK%271.jpg,https://commons.wikimedia.org/wiki/File:Todirostrum_maculatum_JJK%271.jpg,Q1263124
54,ボノボ,ボノボ,ボノボ,哺乳類,no,サル目,ヒト科,http://commons.wikimedia.org/wiki/Special:FilePath/Bonobo_at_Nsele_Valley_Park%2C_Kinshasa%2C_DR_Congo.jpg,https://commons.wikimedia.org/wiki/File:Bonobo_at_Nsele_Valley_Park%2C_Kinshasa%2C_DR_Congo.jpg,Q19537
55,コビトカバ,コビトカバ,コビトカバ,哺乳類,no,偶蹄目,カバ科,http://commons.wikimedia.org/wiki/Special:FilePath/Pygmy_hippopotamus_pair.jpg,https://commons.wikimedia.org/wiki/File:Pygmy_hippopotamus_pair.jpg,Q22110899
56,バンディクート,バンディクート,バンディクート,NA,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_unknown.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
57,クロクマタカ,クロクマタカ,クロクマタカ,鳥類,no,タカ目,タカ科,http://commons.wikimedia.org/wiki/Special:FilePath/Black_Hawk-Eagle.jpg,https://commons.wikimedia.org/wiki/File:Black_Hawk-Eagle.jpg,Q1273682
58,チョコハゲラ,チョコハゲラ,チョコハゲラ,鳥類,no,キツツキ目,キツツキ科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_cc759967fa36_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_cc759967fa36_generated.webp,
59,セイロンキュウカンチョウ,セイロンキュウカンチョウ,セイロンキュウカンチョウ,鳥類,no,スズメ目,ムクドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Flickr_-_Rainbirder_-_Ceylon_Myna_%28Gracula_ptilogenys%29.jpg,https://commons.wikimedia.org/wiki/File:Flickr_-_Rainbirder_-_Ceylon_Myna_%28Gracula_ptilogenys%29.jpg,Q1586466
60,フタスジヒメウソ,フタスジヒメウソ,フタスジヒメウソ,鳥類,no,スズメ目,フウキンチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Double-collared_seedeater_%28Sporophila_caerulescens_caerulescens%29_male_Colonia.jpg,https://commons.wikimedia.org/wiki/File:Double-collared_seedeater_%28Sporophila_caerulescens_caerulescens%29_male_Colonia.jpg,Q2668397
61,キタセグロシマアリモズ,キタセグロシマアリモズ,キタセグロシマアリモズ,鳥類,no,スズメ目,アリドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Lined-Antshrike.jpg,https://commons.wikimedia.org/wiki/File:Lined-Antshrike.jpg,Q1076015
62,カギハシショウビン,カギハシショウビン,カギハシショウビン,鳥類,no,ブッポウソウ目,カワセミ科,http://commons.wikimedia.org/wiki/Special:FilePath/Melidora_macrorrhina_by_John_Gerrard_Keulemans.jpg,https://commons.wikimedia.org/wiki/File:Melidora_macrorrhina_by_John_Gerrard_Keulemans.jpg,Q1263692
63,ハイガシラゲラ,ハイガシラゲラ,ハイガシラゲラ,鳥類,no,キツツキ目,キツツキ科,http://commons.wikimedia.org/wiki/Special:FilePath/Dendropicos_griseocephalus_griseocephalus%2C_Cacadu%2C_Eastern_Cape%2C_South_Africa_1.jpg,https://commons.wikimedia.org/wiki/File:Dendropicos_griseocephalus_griseocephalus%2C_Cacadu%2C_Eastern_Cape%2C_South_Africa_1.jpg,Q1263488
64,シシバナザル,シシバナザル,シシバナザル,NA,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_unknown.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
65,ナミマウスオポッサム,ナミマウスオポッサム,ナミマウスオポッサム,哺乳類,no,オポッサム形目,オポッサム科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_c3cb534b4839_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_c3cb534b4839_generated.webp,
66,ニゴイ,ニゴイ,ニゴイ,魚類,no,コイ目,コイ科,http://commons.wikimedia.org/wiki/Special:FilePath/Hemibarbus_barbus1.jpg,https://commons.wikimedia.org/wiki/File:Hemibarbus_barbus1.jpg,Q3768057
67,スイリリハエトリ,スイリリハエトリ,スイリリハエトリ,鳥類,no,スズメ目,タイランチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Suiriri_suiriri_-_Suiriri_flycatcher_Argentina.jpg,https://commons.wikimedia.org/wiki/File:Suiriri_suiriri_-_Suiriri_flycatcher_Argentina.jpg,Q903882
68,チャビタイハシナガタイランチョウ,チャビタイハシナガタイランチョウ,チャビタイハシナガタイランチョウ,鳥類,no,スズメ目,タイランチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Poecilotriccus_latirostris_-_Rusty-fronted_tody-flycatcher.jpg,https://commons.wikimedia.org/wiki/File:Poecilotriccus_latirostris_-_Rusty-fronted_tody-flycatcher.jpg,Q1272176
69,オオキアシシギ,オオキアシシギ,オオキアシシギ,鳥類,no,チドリ目,シギ科,http://commons.wikimedia.org/wiki/Special:FilePath/Greater_Yellowlegs2.jpg,https://commons.wikimedia.org/wiki/File:Greater_Yellowlegs2.jpg,Q570379
70,アオサギ,アオサギ,アオサギ,鳥類,no,ペリカン目,サギ科,http://commons.wikimedia.org/wiki/Special:FilePath/Ardea_cinerea_EM1A2714_%2827349354381%29.jpg,https://commons.wikimedia.org/wiki/File:Ardea_cinerea_EM1A2714_%2827349354381%29.jpg,Q25273
71,シラボシガモ,シラボシガモ,シラボシガモ,鳥類,no,カモ目,カモ科,http://commons.wikimedia.org/wiki/Special:FilePath/African_Black_Duck.jpg,https://commons.wikimedia.org/wiki/File:African_Black_Duck.jpg,Q511979
72,ニシオオノスリ,ニシオオノスリ,ニシオオノスリ,鳥類,no,タカ目,タカ科,http://commons.wikimedia.org/wiki/Special:FilePath/Long-legged_Buzzard_-_Bukhara_-_Uzbekistan_S4E6617_%2815524034371%29.jpg,https://commons.wikimedia.org/wiki/File:Long-legged_Buzzard_-_Bukhara_-_Uzbekistan_S4E6617_%2815524034371%29.jpg,Q233684
73,ノウメンスズメ,ノウメンスズメ,ノウメンスズメ,鳥類,no,スズメ目,スズメ科,http://commons.wikimedia.org/wiki/Special:FilePath/Saxaul_Sparrow.jpg,https://commons.wikimedia.org/wiki/File:Saxaul_Sparrow.jpg,Q634448
74,スタインクスクス,スタインクスクス,スタインクスクス,哺乳類,no,カンガルー目,クスクス科,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/sekitsui/sekitsui_family_9343a42ecbb2_generated.webp,https://github.com/soramimic/soramimic-wordlists/blob/main/images/sekitsui/sekitsui_family_9343a42ecbb2_generated.webp,
75,ムシクイフィンチ,ムシクイフィンチ,ムシクイフィンチ,鳥類,no,スズメ目,フウキンチョウ科,http://commons.wikimedia.org/wiki/Special:FilePath/Certhidea_olivacea_-_Green_Wabler_Finch.jpg,https://commons.wikimedia.org/wiki/File:Certhidea_olivacea_-_Green_Wabler_Finch.jpg,Q226120
76,ヤシアマツバメ,ヤシアマツバメ,ヤシアマツバメ,鳥類,no,アマツバメ目,アマツバメ科,http://commons.wikimedia.org/wiki/Special:FilePath/African_Palm_Swift_in_flight.jpg,https://commons.wikimedia.org/wiki/File:African_Palm_Swift_in_flight.jpg,Q772286
77,カラシラサギ,カラシラサギ,カラシラサギ,鳥類,no,ペリカン目,サギ科,http://commons.wikimedia.org/wiki/Special:FilePath/Zengwen_River_Mouth_Wetlands_Yi-Cheng%2C_Chen_555594020_-_9.jpg,https://commons.wikimedia.org/wiki/File:Zengwen_River_Mouth_Wetlands_Yi-Cheng%2C_Chen_555594020_-_9.jpg,Q392152
78,レユニオンシロハラミズナギドリ,レユニオンシロハラミズナギドリ,レユニオンシロハラミズナギドリ,鳥類,no,ミズナギドリ目,ミズナギドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Petrel_Barau.jpg,https://commons.wikimedia.org/wiki/File:Petrel_Barau.jpg,Q790267
79,オビオヤマシトド,オビオヤマシトド,オビオヤマシトド,NA,no,,,https://github.com/soramimic/soramimic-wordlists/releases/download/class-image-v1/class_unknown.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/class-image-v1,
80,オビオオオツリスドリ,オビオオオツリスドリ,オビオオオツリスドリ,鳥類,no,スズメ目,ムクドリモドキ科,http://commons.wikimedia.org/wiki/Special:FilePath/Cacicus_latirostris%2C_Puerto_Nari%C3%B1o%2C_Amazonas%2C_Colombia_2.jpg,https://commons.wikimedia.org/wiki/File:Cacicus_latirostris%2C_Puerto_Nari%C3%B1o%2C_Amazonas%2C_Colombia_2.jpg,Q27076011
81,フジノドテンシハチドリ,フジノドテンシハチドリ,フジノドテンシハチドリ,鳥類,no,Trochiliformes,ハチドリ科,http://commons.wikimedia.org/wiki/Special:FilePath/Heliangelus_viola.jpg,https://commons.wikimedia.org/wiki/File:Heliangelus_viola.jpg,Q1263683
82,キンバリースミントプシス,キンバリースミントプシス,キンバリースミントプシス,哺乳類,no,フクロネコ目,フクロネコ科,http://commons.wikimedia.org/wiki/Special:FilePath/Sminthopsis_Butleri.jpg,https://commons.wikimedia.org/wiki/File:Sminthopsis_Butleri.jpg,Q134084
83,キクイタダキ,キクイタダキ,キクイタダキ,鳥類,no,スズメ目,キクイタダキ科,http://commons.wikimedia.org/wiki/Special:FilePath/Regulus_regulus_-Marwell_Wildlife%2C_Hampshire%2C_England-8.jpg,https://commons.wikimedia.org/wiki/File:Regulus_regulus_-Marwell_Wildlife%2C_Hampshire%2C_England-8.jpg,Q26657
