batch_index,id,surface,pronunciation,rank,query
0,26,石川,イシコ,26,石川 いしこ 氏名
1,52,村田,ムラダ,51,村田 むらだ 氏名
2,77,大塚,オオヅカ,77,大塚 おおづか 氏名
3,87,大島,オオジマ,87,大島 おおじま 氏名
4,101,木下,キオロシ,101,木下 きおろし 氏名
5,141,増田,マシタ,141,増田 ました 氏名
6,196,永田,ナガダ,196,永田 ながだ 氏名
7,275,白川,シロカワ,273,白川 しろかわ 氏名
8,297,野田,ノタ,294,野田 のた 氏名
9,302,園田,ソノタ,302,園田 そのた 氏名
10,306,藤野,トウノ,302,藤野 とうの 氏名
11,312,神谷,シンタニ,307,神谷 しんたに 氏名
12,313,富田,トダ,314,富田 とだ 氏名
13,317,井口,イクチ,317,井口 いくち 氏名
14,336,永野,エイノ,336,永野 えいの 氏名
15,399,渡邊,ワタベ,395,渡邊 わたべ 氏名
16,414,下田,シモタ,418,下田 しもた 氏名
17,453,安倍,アベノ,456,安倍 あべの 氏名
18,467,西谷,ニシノヤ,464,西谷 にしのや 氏名
19,471,北条,ホクジョウ,476,北条 ほくじょう 氏名
20,492,源,ミナモトノ,493,源 みなもとの 氏名
21,497,柚木,ユヅキ,502,柚木 ゆづき 氏名
22,557,益田,マスタ,564,益田 ますた 氏名
23,576,堀田,ホツタ,584,堀田 ほつた 氏名
24,620,永瀬,ナカセ,620,永瀬 なかせ 氏名
25,635,宇都宮,ウツミヤ,642,宇都宮 うつみや 氏名
26,642,瀧川,タツカワ,642,瀧川 たつかわ 氏名
27,653,末吉,スエキチ,663,末吉 すえきち 氏名
28,681,井本,イノモト,695,井本 いのもと 氏名
29,683,大木,タイキ,695,大木 たいき 氏名
30,689,有田,アリダ,695,有田 ありだ 氏名
31,867,野上,ノカミ,860,野上 のかみ 氏名
32,873,一木,イチノキ,900,一木 いちのき 氏名
33,928,柳川,ヤナギカワ,940,柳川 やなぎかわ 氏名
34,928,柳川,ヤナギガワ,940,柳川 やなぎがわ 氏名
35,996,北澤,キタサワ,1021,北澤 きたさわ 氏名
36,1037,越川,エツカワ,1021,越川 えつかわ 氏名
37,1164,土橋,ツチバシ,1187,土橋 つちばし 氏名
38,1189,渥美,アクミ,1187,渥美 あくみ 氏名
39,1225,安宅,アダカ,1250,安宅 あだか 氏名
40,1225,安宅,アンタク,1250,安宅 あんたく 氏名
41,1241,打越,ウチゴシ,1250,打越 うちごし 氏名
42,1242,斉木,サエキ,1250,斉木 さえき 氏名
43,1267,菅沼,スゲヌマ,1250,菅沼 すげぬま 氏名
44,1293,仁木,ニツキ,1333,仁木 につき 氏名
45,1308,大平,タイヘイ,1333,大平 たいへい 氏名
46,1328,平塚,ヒラヅカ,1333,平塚 ひらづか 氏名
47,1369,船津,フナヅ,1333,船津 ふなづ 氏名
48,1374,西島,ニシシマ,1333,西島 にししま 氏名
49,1409,半谷,ハンタニ,1440,半谷 はんたに 氏名
50,1414,国分,クニワケ,1440,国分 くにわけ 氏名
51,1464,田頭,タドウ,1440,田頭 たどう 氏名
52,1465,畑中,ハタケナカ,1440,畑中 はたけなか 氏名
53,1474,臼田,ウスタ,1440,臼田 うすた 氏名
54,1476,芦原,アシワラ,1440,芦原 あしわら 氏名
55,1476,芦原,アワラ,1440,芦原 あわら 氏名
56,1534,引田,ヒケタ,1553,引田 ひけた 氏名
57,1538,新妻,ニイヅマ,1553,新妻 にいづま 氏名
58,1545,柿本,カキノモトノ,1553,柿本 かきのもとの 氏名
59,1552,江幡,エハタ,1553,江幡 えはた 氏名
60,1588,鬼頭,オニガシラ,1553,鬼頭 おにがしら 氏名
61,1613,十河,トウゴウ,1650,十河 とうごう 氏名
62,1614,南雲,ナングモ,1650,南雲 なんぐも 氏名
63,1651,平良,ヘラ,1650,平良 へら 氏名
64,1659,柳瀬,ヤナギセ,1650,柳瀬 やなぎせ 氏名
65,1664,椋木,クラキ,1650,椋木 くらき 氏名
66,1691,潮,シオ,1650,潮 しお 氏名
67,1724,衣笠,イガサ,1650,衣笠 いがさ 氏名
68,1813,岡嶋,オカシマ,1807,岡嶋 おかしま 氏名
69,1854,樫尾,カジオ,1807,樫尾 かじお 氏名
70,1883,白波瀬,シロハセ,1807,白波瀬 しろはせ 氏名
71,1899,紀,キイ,1807,紀 きい 氏名
72,1944,黒宮,コクミヤ,1807,黒宮 こくみや 氏名
73,1982,八巻,ヤツマキ,2024,八巻 やつまき 氏名
74,1997,原島,ハラジマ,2024,原島 はらじま 氏名
75,2014,城所,ジョウショ,2024,城所 じょうしょ 氏名
76,2015,塩山,エンザン,2024,塩山 えんざん 氏名
77,2019,大宅,オオヤケ,2024,大宅 おおやけ 氏名
78,2030,宮浦,ミヤノウラ,2024,宮浦 みやのうら 氏名
79,2040,尾西,ビサイ,2024,尾西 びさい 氏名
80,2058,幸,サイワイ,2024,幸 さいわい 氏名
81,2083,末延,スエノビ,2024,末延 すえのび 氏名
82,2091,板坂,イタザカ,2024,板坂 いたざか 氏名
83,2134,猪狩,イガイ,2024,猪狩 いがい 氏名
84,2134,猪狩,イノカリ,2024,猪狩 いのかり 氏名
85,2138,甲斐田,カイタ,2024,甲斐田 かいた 氏名
86,2157,翁長,オキナガ,2024,翁長 おきなが 氏名
87,2178,西園寺,サイエンジ,2024,西園寺 さいえんじ 氏名
88,2206,鳥羽,トリハ,2024,鳥羽 とりは 氏名
89,2207,鵜澤,ウサワ,2024,鵜澤 うさわ 氏名
90,2225,井之上,イノカミ,2308,井之上 いのかみ 氏名
91,2229,仲澤,ナカサワ,2308,仲澤 なかさわ 氏名
92,2241,傳田,デンタ,2308,傳田 でんた 氏名
93,2248,北條,ホクジョウ,2308,北條 ほくじょう 氏名
94,2252,南渕,ミナミフチ,2308,南渕 みなみふち 氏名
95,2264,土門,ツチカド,2308,土門 つちかど 氏名
96,2300,山家,ヤマベ,2308,山家 やまべ 氏名
97,2332,新城,シンシロ,2308,新城 しんしろ 氏名
98,2339,春口,ハルクチ,2308,春口 はるくち 氏名
99,2405,生野,ウノ,2308,生野 うの 氏名
100,2477,霜月,シモヅキ,2308,霜月 しもづき 氏名
101,2480,香月,カヅキ,2308,香月 かづき 氏名
102,2480,香月,コウヅキ,2308,香月 こうづき 氏名
103,2518,乙黒,オツグロ,2610,乙黒 おつぐろ 氏名
104,2518,乙黒,オトクロ,2610,乙黒 おとくろ 氏名
105,2546,八村,ヤムラ,2610,八村 やむら 氏名
106,2548,兼本,ケンモト,2610,兼本 けんもと 氏名
107,2562,南里,ミナミザト,2610,南里 みなみざと 氏名
108,2587,大隈,オオスミ,2610,大隈 おおすみ 氏名
109,2601,守永,モリエイ,2610,守永 もりえい 氏名
110,2666,戸上,トノウエ,2610,戸上 とのうえ 氏名
111,2676,日原,ニチハラ,2610,日原 にちはら 氏名
112,2684,是沢,コレザワ,2610,是沢 これざわ 氏名
113,2687,有薗,アリソノ,2610,有薗 ありその 氏名
114,2690,木嶋,キシマ,2610,木嶋 きしま 氏名
115,2703,松延,マツノベ,2610,松延 まつのべ 氏名
116,2707,柊木,クノキ,2610,柊木 くのき 氏名
117,2708,染矢,センヤ,2610,染矢 せんや 氏名
118,2722,榎原,エノバラ,2610,榎原 えのばら 氏名
119,2729,檀,タン,2610,檀 たん 氏名
120,2731,歌田,カダ,2610,歌田 かだ 氏名
121,2740,永原,エイハラ,2610,永原 えいはら 氏名
122,2784,瑞木,ズイキ,2610,瑞木 ずいき 氏名
123,2793,白坂,シロサカ,2610,白坂 しろさか 氏名
124,2806,神,シン,2610,神 しん 氏名
125,2816,穴見,フシミ,2610,穴見 ふしみ 氏名
126,2825,細木,サイキ,2610,細木 さいき 氏名
127,2826,羽場,ババ,2610,羽場 ばば 氏名
128,2924,三並,ミツナミ,3073,三並 みつなみ 氏名
129,2934,下斗米,シモトメ,3073,下斗米 しもとめ 氏名
130,2938,下鶴,シモツル,3073,下鶴 しもつる 氏名
131,2945,中地,ナカヂ,3073,中地 なかぢ 氏名
132,2946,中城,チュウジョウ,3073,中城 ちゅうじょう 氏名
133,2972,今坂,イマザカ,3073,今坂 いまざか 氏名
134,2983,住本,スマモト,3073,住本 すまもと 氏名
135,3005,加村,クワムラ,3073,加村 くわむら 氏名
136,3006,加門,カカド,3073,加門 かかど 氏名
137,3007,勝谷,ショウヤ,3073,勝谷 しょうや 氏名
138,3010,千々岩,チヂイワ,3073,千々岩 ちぢいわ 氏名
139,3010,千々岩,チヂワ,3073,千々岩 ちぢわ 氏名
140,3030,唐木,トウキ,3073,唐木 とうき 氏名
141,3037,四家,シノヤ,3073,四家 しのや 氏名
142,3037,四家,ヨケ,3073,四家 よけ 氏名
143,3052,城崎,ジョウサキ,3073,城崎 じょうさき 氏名
144,3053,城間,ジョウマ,3073,城間 じょうま 氏名
145,3064,壬生,ミブノ,3073,壬生 みぶの 氏名
146,3072,大津留,オオツトメ,3073,大津留 おおつとめ 氏名
147,3072,大津留,オオヅル,3073,大津留 おおづる 氏名
148,3086,好井,スクイ,3073,好井 すくい 氏名
149,3088,宇治川,ウジカワ,3073,宇治川 うじかわ 氏名
150,3118,小田倉,オタクラ,3073,小田倉 おたくら 氏名
151,3118,小田倉,オダグラ,3073,小田倉 おだぐら 氏名
152,3146,川人,カワビト,3073,川人 かわびと 氏名
153,3146,川人,カワンド,3073,川人 かわんど 氏名
154,3150,左座,ゾウザ,3073,左座 ぞうざ 氏名
155,3169,打田,ウチタ,3073,打田 うちた 氏名
156,3185,早嶋,ハヤジマ,3073,早嶋 はやじま 氏名
157,3189,明田川,アキタガワ,3073,明田川 あきたがわ 氏名
158,3211,東条,ヒガシジョウ,3073,東条 ひがしじょう 氏名
159,3216,松生,マツオイ,3073,松生 まつおい 氏名
160,3216,松生,マツキ,3073,松生 まつき 氏名
161,3241,榛葉,シバ,3073,榛葉 しば 氏名
162,3243,樫田,カシタ,3073,樫田 かした 氏名
163,3271,津金,ツカネ,3073,津金 つかね 氏名
164,3304,猿渡,エンドウ,3073,猿渡 えんどう 氏名
165,3306,生川,オイカワ,3073,生川 おいかわ 氏名
166,3307,生形,ナマガタ,3073,生形 なまがた 氏名
167,3307,生形,ナメカタ,3073,生形 なめかた 氏名
168,3311,田母神,タモカミ,3073,田母神 たもかみ 氏名
169,3324,百々,トド,3073,百々 とど 氏名
170,3334,真栄田,サエダ,3073,真栄田 さえだ 氏名
171,3352,稗田,ヒエタ,3073,稗田 ひえた 氏名
172,3354,種田,タネタ,3073,種田 たねた 氏名
173,3373,米元,コメモト,3073,米元 こめもと 氏名
174,3377,粥川,カユガワ,3073,粥川 かゆがわ 氏名
175,3385,羽石,ハイシ,3073,羽石 はいし 氏名
176,3388,肥塚,コイヅカ,3073,肥塚 こいづか 氏名
177,3402,茂原,モバラ,3073,茂原 もばら 氏名
178,3435,角替,ツノガイ,3073,角替 つのがい 氏名
179,3455,道井,ドウイ,3073,道井 どうい 氏名
