batch_index,id,surface,pronunciation,rank,query
0,42008,徳丘,トクオカ,,徳丘 とくおか 氏名
1,42009,徳並,トクナミ,,徳並 とくなみ 氏名
2,42013,徳佐田,トクサダ,,徳佐田 とくさだ 氏名
3,42014,徳保,トクホ,,徳保 とくほ 氏名
4,42020,徳勢,トクセ,,徳勢 とくせ 氏名
5,42024,徳味,トクミ,,徳味 とくみ 氏名
6,42025,徳和目,トクワメ,,徳和目 とくわめ 氏名
7,42029,徳園,トクゾノ,,徳園 とくぞの 氏名
8,42031,徳地,トクジ,,徳地 とくじ 氏名
9,42034,徳坂,トクサカ,,徳坂 とくさか 氏名
10,42035,徳垣,トクガキ,,徳垣 とくがき 氏名
11,42036,徳城,トクシロ,,徳城 とくしろ 氏名
12,42037,徳埜,トクノ,,徳埜 とくの 氏名
13,42038,徳堂,トクドウ,,徳堂 とくどう 氏名
14,42039,徳多,トクタ,,徳多 とくた 氏名
15,42039,徳多,トクダ,,徳多 とくだ 氏名
16,42044,徳宮,トクミヤ,,徳宮 とくみや 氏名
17,42045,徳家,トクイエ,,徳家 とくいえ 氏名
18,42045,徳家,トクヤ,,徳家 とくや 氏名
19,42046,徳宿,トクシュク,,徳宿 とくしゅく 氏名
20,42047,徳寄,トクヨセ,,徳寄 とくよせ 氏名
21,42048,徳寺,トクデラ,,徳寺 とくでら 氏名
22,42051,徳居,トクイ,,徳居 とくい 氏名
23,42052,徳屋,トクヤ,,徳屋 とくや 氏名
24,42053,徳岩,トクイワ,,徳岩 とくいわ 氏名
25,42056,徳峰,トクミネ,,徳峰 とくみね 氏名
26,42057,徳崎,トクザキ,,徳崎 とくざき 氏名
27,42058,徳嵜,トクザキ,,徳嵜 とくざき 氏名
28,42060,徳嶋,トクシマ,,徳嶋 とくしま 氏名
29,42061,徳嶌,トクシマ,,徳嶌 とくしま 氏名
30,42063,徳嶽,トクタケ,,徳嶽 とくたけ 氏名
31,42065,徳巻,トクマキ,,徳巻 とくまき 氏名
32,42068,徳庄,トクショウ,,徳庄 とくしょう 氏名
33,42073,徳応,トクオウ,,徳応 とくおう 氏名
34,42074,徳應,トクオウ,,徳應 とくおう 氏名
35,42075,徳持,トクモツ,,徳持 とくもつ 氏名
36,42077,徳政屋,トクマサヤ,,徳政屋 とくまさや 氏名
37,42078,徳方,トクカタ,,徳方 とくかた 氏名
38,42078,徳方,トクホウ,,徳方 とくほう 氏名
39,42084,徳枡,トクマス,,徳枡 とくます 氏名
40,42086,徳桝,トクマス,,徳桝 とくます 氏名
41,42087,徳梅,トクウメ,,徳梅 とくうめ 氏名
42,42091,徳楽,トクラク,,徳楽 とくらく 氏名
43,42092,徳槁,トクハシ,,徳槁 とくはし 氏名
44,42093,徳樂,トクラク,,徳樂 とくらく 氏名
45,42095,徳比嘉,トクヒガ,,徳比嘉 とくひが 氏名
46,42098,徳沢,トクサワ,,徳沢 とくさわ 氏名
47,42099,徳河,トクガワ,,徳河 とくがわ 氏名
48,42101,徳波,トクナミ,,徳波 とくなみ 氏名
49,42103,徳浜,トクハマ,,徳浜 とくはま 氏名
50,42104,徳浪,トクナミ,,徳浪 とくなみ 氏名
51,42105,徳海,トクウミ,,徳海 とくうみ 氏名
52,42106,徳淵,トクブチ,,徳淵 とくぶち 氏名
53,42107,徳添,トクゾエ,,徳添 とくぞえ 氏名
54,42108,徳清,トクキヨ,,徳清 とくきよ 氏名
55,42113,徳炭,トクスミ,,徳炭 とくすみ 氏名
56,42115,徳物,トクブツ,,徳物 とくぶつ 氏名
57,42116,徳王,トクオウ,,徳王 とくおう 氏名
58,42117,徳王丸,トクオウマル,,徳王丸 とくおうまる 氏名
59,42118,徳珍,トクチン,,徳珍 とくちん 氏名
60,42121,徳益,トクマス,,徳益 とくます 氏名
61,42122,徳矢,トクヤ,,徳矢 とくや 氏名
62,42123,徳知,トクチ,,徳知 とくち 氏名
63,42124,徳石,トクイシ,,徳石 とくいし 氏名
64,42125,徳礼,トクレイ,,徳礼 とくれい 氏名
65,42126,徳禮,トクレイ,,徳禮 とくれい 氏名
66,42132,徳織,トクオリ,,徳織 とくおり 氏名
67,42133,徳能,トクノウ,,徳能 とくのう 氏名
68,42134,徳脇,トクワキ,,徳脇 とくわき 氏名
69,42137,徳良,トクラ,,徳良 とくら 氏名
70,42138,徳若,トクワカ,,徳若 とくわか 氏名
71,42139,徳茂,トクモ,,徳茂 とくも 氏名
72,42142,徳西,トクニシ,,徳西 とくにし 氏名
73,42146,徳豫,トクヨ,,徳豫 とくよ 氏名
74,42147,徳貞,トクサダ,,徳貞 とくさだ 氏名
75,42148,徳迫,トクサコ,,徳迫 とくさこ 氏名
76,42149,徳連,トクレン,,徳連 とくれん 氏名
77,42150,徳邑,トクムラ,,徳邑 とくむら 氏名
78,42151,徳部,トクベ,,徳部 とくべ 氏名
79,42152,徳里,トクサト,,徳里 とくさと 氏名
80,42152,徳里,トクザト,,徳里 とくざと 氏名
81,42154,徳金,トクカネ,,徳金 とくかね 氏名
82,42155,徳長,トクチョウ,,徳長 とくちょう 氏名
83,42155,徳長,トクナガ,,徳長 とくなが 氏名
84,42156,徳門,トクジョウ,,徳門 とくじょう 氏名
85,42162,徹辺,テシベ,,徹辺 てしべ 氏名
86,42163,徹邊,テシベ,,徹邊 てしべ 氏名
87,42166,心山,ムネヤマ,,心山 むねやま 氏名
88,42168,心石,ココロイシ,,心石 こころいし 氏名
89,42187,忍田,シノダ,,忍田 しのだ 氏名
90,42188,忍穂,オシホ,,忍穂 おしほ 氏名
91,42189,忍穂井,オシホイ,,忍穂井 おしほい 氏名
92,42190,忍見,オシミ,,忍見 おしみ 氏名
93,42192,忍賀,オシガ,,忍賀 おしが 氏名
94,42194,忍関,ニンゼキ,,忍関 にんぜき 氏名
95,42196,志々場,シシバ,,志々場 ししば 氏名
96,42198,志々木,シシキ,,志々木 ししき 氏名
97,42201,志万,シマ,,志万 しま 氏名
98,42202,志並,シナミ,,志並 しなみ 氏名
99,42203,志丸,シマル,,志丸 しまる 氏名
100,42205,志久保,シクボ,,志久保 しくぼ 氏名
101,42206,志久間,シクマ,,志久間 しくま 氏名
102,42209,志伊,シイ,,志伊 しい 氏名
103,42210,志伊良,シイラ,,志伊良 しいら 氏名
104,42212,志佐池,シサイケ,,志佐池 しさいけ 氏名
105,42213,志佳摩,シカマ,,志佳摩 しかま 氏名
106,42216,志保入,シホイリ,,志保入 しほいり 氏名
107,42217,志保原,シボハラ,,志保原 しぼはら 氏名
108,42220,志保沢,シホザワ,,志保沢 しほざわ 氏名
109,42221,志保澤,シホザワ,,志保澤 しほざわ 氏名
110,42221,志保澤,シボサワ,,志保澤 しぼさわ 氏名
111,42222,志保田,シオタ,,志保田 しおた 氏名
112,42222,志保田,シボタ,,志保田 しぼた 氏名
113,42225,志保谷,シホタニ,,志保谷 しほたに 氏名
